Name,Affiliation,Interests,Cited By,Profile URL
Satyajit Pramanik,"Assistant Professor, Indian Institute of Technology Guwahati","Applied mathematics, Mathematical modeling, Fluid mechanics",704.0,https://scholar.google.com/citations?hl=en&user=8tPuUEwAAAAJ
Priyadarshi  Satpati,IIT Guwahati,Molecular simulation,697.0,https://scholar.google.com/citations?hl=en&user=aECvJAgAAAAJ
Dr. Anirban Dasgupta,"Assistant Professor, Dept. of Electronics and Electrical Engineering, IIT Guwahati","Signal and Image Processing, Machine Learning, Computer Vision, Embedded Systems",696.0,https://scholar.google.com/citations?hl=en&user=jDcw2nMAAAAJ
Rupam Barman,"Professor of Mathematics, Indian Institute of Technology Guwahati",Number Theory,685.0,https://scholar.google.com/citations?hl=en&user=5uhjLmoAAAAJ
Shabari Nath,Indian Institute of Technology Guwahati,Power Electronics,683.0,https://scholar.google.com/citations?hl=en&user=WnGMeCIAAAAJ
Juhi Dutta,Postdoctoral Researcher at IIT Guwahati,"Noncovalent interactions, computational chemistry, spectroscopy",683.0,https://scholar.google.com/citations?hl=en&user=QFaOetsAAAAJ
Chethana Mudenur,"Department of Chemical Engineering, IIT Guwahati","Industrial Biotechnology, Biopolymers, Small organic molecules, Microbial secondary metabolites",682.0,https://scholar.google.com/citations?hl=en&user=CwTCeVMAAAAJ
Partha Sarathi Mandal,"Professor of Computer Science, Indian Institute of Technology Guwahati, India.","Mobile Robots, Fault Tolerance, Distributed Algorithms, Algorithmic aspects of WSNs",672.0,https://scholar.google.com/citations?hl=en&user=IYpR6WkAAAAJ
Rafikul Alam,Indian Institute of Technology Guwahati,Linear and Numerical Linear Algebra,671.0,https://scholar.google.com/citations?hl=en&user=MBIrz90AAAAJ
Dr. Deepmoni Deka,"Senior Technical Officer, Centre for the Environment, IIT Guwahati","Biofuels, enzymology, resource recovery, wastewater treatment, nanocomposite hydrogel",653.0,https://scholar.google.com/citations?hl=en&user=VWIZV54AAAAJ
kapish gupta,IIT Guwahati,"Enzyme immobilisation, Tubulogenesis, Cholestasis, Drug Delivery, Biliary Atresia",648.0,https://scholar.google.com/citations?hl=en&user=0lZwRaAAAAAJ
Sparsh Johari,Assistant Professor at Indian Institute of Technology Guwahati,"Construction management, workers' skill training, productivity, quality, and safety in construction",642.0,https://scholar.google.com/citations?hl=en&user=xWoLiBwAAAAJ
Ashok Sairam,"Professor, Indian Institute of Technology Guwahati","Computer Networks, Network Security",635.0,https://scholar.google.com/citations?hl=en&user=oDcr8MIAAAAJ
Bhupen Deka,Indian Institute of Technology Guwahati,Numerical Analysis,631.0,https://scholar.google.com/citations?hl=en&user=4WwcwCoAAAAJ
Siddhartha Singha,"Indian Institute of Technology Guwahati, India",,621.0,https://scholar.google.com/citations?hl=en&user=z47VFb8AAAAJ
Nitin Chaudhary,Indian Institute of Technology Guwahati,"Peptide Chemistry, Peptide-membrane interaction",621.0,https://scholar.google.com/citations?hl=en&user=cLIxGL0AAAAJ
DOLAGOBINDA PADHAN,"Indian Institute of Technology, Guwahati",Control and power systems,620.0,https://scholar.google.com/citations?hl=en&user=2Fx80EUAAAAJ
Dr. Pagidi Madhukar,"Post Doctoral Fellow, Indian Institute of Technology Guwahati","MMCs, Advanced materials, Plant extracts, Biomaterials, Antibacterial",616.0,https://scholar.google.com/citations?hl=en&user=lMdlxZ8AAAAJ
AAMIR HAMID DAR,Institute Postdoc Fellow at Indian Institute of Technology Guwahati,"Harmonic  Analysis, Wavelet Analysis, Time-frequency Analysis, Signal Processing, Machine Learning",612.0,https://scholar.google.com/citations?hl=en&user=M1pqD90AAAAJ
Bandari BharathwajChetty,"Prime Minister's Research Fellow, IIT Guwahati","Molecular Oncology, Oncomics, Transcriptomics",611.0,https://scholar.google.com/citations?hl=en&user=7LMuANUAAAAJ
Shivashankar B. Nair,"Dept. of Computer Science & Engineering, Indian Institute of Technology Guwahati","Nature-inspired AI & Robotics, Artificial Immune Systems, Mobile Agents, Evolutionary Algorithms, Artificial Neural Networks",610.0,https://scholar.google.com/citations?hl=en&user=e0vLoloAAAAJ
Sourav Maity,"Postdoctoral Researcher, Indian Institute of Technology Guwahati","Hydrochemistry, Heavy metals Emerging Contaminants, Wastewater treatment, Bioremediation, Biosensor",607.0,https://scholar.google.com/citations?hl=en&user=7ZdWSoMAAAAJ
Salil Kashyap,Indian Institute of Technology Guwahati (IITG),"Wireless Communications, Cell free & Co-located mMIMO, IRS, Wireless Energy Transfer, Underlay Spectrum Access",606.0,https://scholar.google.com/citations?hl=en&user=NiYie-YAAAAJ
Kalyan Ghosh,"Prime Minister's Research Fellow (PMRF), IIT Guwahati","Structural and computational biology, Molecular Dynamics simulation",602.0,https://scholar.google.com/citations?hl=en&user=OqsIunIAAAAJ
Kannan Karthik,"Associate Professor, IIT Guwahati, Assam, India","Multimedia Security, Privacy preserving image retrieval, Non-perfect secret sharing schemes, Biometric hashing, Digital fingerprinting",601.0,https://scholar.google.com/citations?hl=en&user=Nu1RUfUAAAAJ
Rashmita Devi,IIT guwahati,"Nanomaterials, Biosensing, Electrochemistry, Fluorescence, Material Science",600.0,https://scholar.google.com/citations?hl=en&user=rY-NTMQAAAAJ
Harsh Chaturvedi,IIT Guwahati,"Energy, Emerging Technologies, Education",589.0,https://scholar.google.com/citations?hl=en&user=I89hDcEAAAAJ
Dhruba Jyoti Bordoloi,"Indian Institute of Technology Guwahati, Assam, India","Vibrations, Machinery condition monitoring",586.0,https://scholar.google.com/citations?hl=en&user=hN-lKuAAAAAJ
B Anand,Indian Institute of Technology Guwahati,"CRISPR Biology, Ribosome Biogenesis",584.0,https://scholar.google.com/citations?hl=en&user=SqL4-2MAAAAJ
Sahu Henamayee,"Junior Research Fellow, IIT Guwahati","Cancer Immunotherapy, Drug Resistance and Therapeutics",582.0,https://scholar.google.com/citations?hl=en&user=Z61XUI8AAAAJ
Dr. Tridip Ranjan Chetia,IIT Guwahati,"Design & synthesis of functional Materials, Photovoltaics, Photocatalysis",575.0,https://scholar.google.com/citations?hl=en&user=7p4KiaoAAAAJ
Satyannarayana Edubilli,Indian Institute of Technology Guwahati,"Adsorption, Pressure Swing Adsorption, Porous materials, CO2 Capture, Oxygen production",567.0,https://scholar.google.com/citations?hl=en&user=gwjH1dwAAAAJ
Sitangshu Bikas Santra,Indian Institute of Technology Guwahati,Equilibrium and Non-equilibrium Statistical …,564.0,https://scholar.google.com/citations?hl=en&user=bCQK6Q4AAAAJ
Arabin Kumar Dey,IIT Guwahati,,550.0,https://scholar.google.com/citations?hl=en&user=2XR7_CsAAAAJ
Joy Nondy,"Post Doctoral Fellow, IIT Guwahati, School of Energy Science and Engineering",Energy system modelling and optimization,549.0,https://scholar.google.com/citations?hl=en&user=7BXxGlUAAAAJ
Dr. Arnab Mandal,"Postdoc, IIT Guwahati","organic chemistry, metal organic framework, bio inorganic chemistry",545.0,https://scholar.google.com/citations?hl=en&user=aHfVOTUAAAAJ
Dr. Deepika Arora,IITG,"… switches regulating different modes of cell …, Oncogenic tranformation and genomic …, Mechan",539.0,https://scholar.google.com/citations?hl=en&user=hsUvTRoAAAAJ
Dr. Achyuta K Biswal,"Centre for Surface Science and Technology, Sambalpur University,IIT Guwahati-TIH, Sri Sri …","Food Chemistry, Food Processing and Technology, Food Packaging, Nanotechnology, Food formulation",538.0,https://scholar.google.com/citations?hl=en&user=bCRSr3sAAAAJ
Dr. Kakali Priyam Goswami,IIT Guwahati,"Wastewater treatment, Membranes, Fly Ash",536.0,https://scholar.google.com/citations?hl=en&user=Z7NUY84AAAAJ
kalpana pandey,"Institute Post doctoral fellow, Indian Institute of Technology Guwahati","Biophysics, Biochemistry, Structural biology, Viral proteins, Lipid scrambling and transport",532.0,https://scholar.google.com/citations?hl=en&user=MZoMslwAAAAJ
Manish Bhatt,IIT Guwahati,"Medical imaging, ultrasound, shear wave elastography, photoacoustics, remote sensing",525.0,https://scholar.google.com/citations?hl=en&user=chFz1q0AAAAJ
Sandip Das,"Associate Professor, Indian Institute of Technology Guwahati","Earthquake Engineering, Structural Dynamics, Random Vibration",524.0,https://scholar.google.com/citations?hl=en&user=7m6Eiu4AAAAJ
Dr. E.Suganya,"SERB-National Post Doctoral Fellow, Indian Institute of Technology Guwahati","wastewater treatment, Biosorption",523.0,https://scholar.google.com/citations?hl=en&user=NqD0DoYAAAAJ
Arup Nandy,"IISc Bangalore, IIT Guwahati","Finite Element Analysis, Computational Acoustics, Computational Electromagnetics",520.0,https://scholar.google.com/citations?hl=en&user=TijCY-IAAAAJ
Purandar Bhaduri,"Professor, IIT Guwahati","Formal Verification, Logic and Semantics",515.0,https://scholar.google.com/citations?hl=en&user=rRuMQwgAAAAJ
Bhaba Kumar Sarma,IIT Guwahati,,512.0,https://scholar.google.com/citations?hl=en&user=9luYXz8AAAAJ
Amlan Buragohain,Indian Institute of Technology Guwahati,"Inorganic Chemistry, Metal-organic frameworks, catalysis, sensing",510.0,https://scholar.google.com/citations?hl=en&user=NN0tmA0AAAAJ
Gourhari Chakraborty,IIT Guwahati,"Polymer, Composites, Material science, Electro chemistry",510.0,https://scholar.google.com/citations?hl=en&user=tY7XmJgAAAAJ
Dr. Pranjit Kumar Bora,Institutional Post Doctoral Fellow (IPDF) at IIT Guwahati,"Whole cell biocatalysis, Essential oils, Sensory analysis, Bioflavour, Natural product chemistry",508.0,https://scholar.google.com/citations?hl=en&user=2vuU6xUAAAAJ
Dr. Palash Ghosh,"Assistant Professor, Indian Institute of Technology Guwahati, India","Biostatistics, Dynamic Treatment Regime, Public Health, Clinical Trials, Health Data Science",503.0,https://scholar.google.com/citations?hl=en&user=UnuV2M4AAAAJ
Ramesh Sonkar,IIT Guwahati,"Silicon Photonics, Integrated photonics, Optoelectronics, Photonics Integrated Circuits, Antenna",502.0,https://scholar.google.com/citations?hl=en&user=lX_Af8gAAAAJ
Abraham Cyril Issac,"Assistant Professor, Indian Institute of Technology Guwahati","Knowledge Hiding, Organizational Behaviour, Human Resource Management, Strategy, Mechanical Engineering",502.0,https://scholar.google.com/citations?hl=en&user=rqkBvFQAAAAJ
Dr. Arup Kumar De,"Postdoctoral Fellow, IIT Guwahati","Doping, Semiconductor photocatalysis, DFT, Nanotechnology",500.0,https://scholar.google.com/citations?hl=en&user=0Mn5EZMAAAAJ
Chiranjib Sur,"Assistant Professor, Indian Institute of Technology, Guwahati","Deep Learning, Machine Learning, Natural Language Processing, Computer Vision, Artificial Intelligence",490.0,https://scholar.google.com/citations?hl=en&user=81DsWxQAAAAJ
Sreya Sarkar,"Senior Research Associate, IIT Guwahati","Bioprocess engineering, Downstream processing, Microalgae Biorefinery, environmental engineering",488.0,https://scholar.google.com/citations?hl=en&user=JwhCaQ8AAAAJ
Dr. Sushil Kumar Verma,"IIT Guwahati, Guwahati( Assam)India","Nanocomposite, Conducting Polymer, Poly Nanosensor, Polymer composite, Chemical Sensor",484.0,https://scholar.google.com/citations?hl=en&user=i0dfbwEAAAAJ
Shruti Shantiling Phutke,"Assistant Professor, MFSDSAI, IIT Guwahati","Computer Vision, Deep Learning, Image Restoration, Biomedical Image Processing",480.0,https://scholar.google.com/citations?hl=en&user=_ftLJ5gAAAAJ
Debarshi Das,Indian Institute of Technology Guwahati,Economics,478.0,https://scholar.google.com/citations?hl=en&user=WSd-UVQAAAAJ
Debamitra Chakravorty,Indian Institute of Technology Guwahati,"bioinformatics, molecular biology",476.0,https://scholar.google.com/citations?hl=en&user=BPN2Kx0AAAAJ
Kuldeep Baishya,Indian Institute of Technology Guwahati,"Marketing Management, Consumer Behaviour, Technology Management, Analytics",476.0,https://scholar.google.com/citations?hl=en&user=A-6iaXYAAAAJ
Deepshikha Hazarika,"National Postdoc Fellow, Department of Chemistry, IIT Guwahati","Polymer, Polymer Nanocomposite, Photocatalysis, Nanomaterials",465.0,https://scholar.google.com/citations?hl=en&user=O24WNC0AAAAJ
Mrinal Kanti Dutta,"Professor of Economics, IIT Guwahati","Agricultural Economics, Environmental Economics, Development Economics",464.0,https://scholar.google.com/citations?hl=en&user=xskK69sAAAAJ
Dr. Narendren soundararajan,IIT Guwahati,Biopolymers,461.0,https://scholar.google.com/citations?hl=en&user=7YAeK2gAAAAJ
Mohitosh Dey,Indian Institute of Technology Guwahati,Plant Stress Biology,458.0,https://scholar.google.com/citations?hl=en&user=RNxcSUUAAAAJ
Harish Kumar Rajendran,Indian Institute of Technology Guwahati,"Metal Organic Frameworks, Material Science, Wastewater Treatment, Toxicity",458.0,https://scholar.google.com/citations?hl=en&user=nE4FjlIAAAAJ
Phrangboklang L Thangkhiew,IIT Guwahati,Computer Architecture,453.0,https://scholar.google.com/citations?hl=en&user=ZUO3nGUAAAAJ
Pankaj Jha,Indian Institute of Technology Guwahati,,449.0,https://scholar.google.com/citations?hl=en&user=SbasWlIAAAAJ
Dr. Kumar Shubham,Indian Institute of Technology Guwahati,"ML based Reliability Analysis, Foundation Engineering, Sustainable Concrete, Tunneling, C&D Wastes",445.0,https://scholar.google.com/citations?hl=en&user=5wGYfOoAAAAJ
Dr. Souptick Chanda,"Assistant Professor, Indian Institute of Technology Guwahati","Biomechanics, Finite Element Analysis, Optimization, Implant design, Surgical Simulations",435.0,https://scholar.google.com/citations?hl=en&user=7bOSPf4AAAAJ
"N. Selvaraju, aka Selvaraju Natarajan","Professor, Department of Mathematics, Indian Institute of Technology Guwahati","Stochastic Models, Queueing Theory, Financial Mathematics, Financial Time Series",434.0,https://scholar.google.com/citations?hl=en&user=_Ps47yUAAAAJ
Prasenjit Khanikar,"Assistant Professor, IIT Guwahati","Mechanical Metamaterials, High Entropy Alloy, High Strain Rate Behaviour, Metal Additive",430.0,https://scholar.google.com/citations?hl=en&user=fUXPSc0AAAAJ
Tapan K. Mankodi,"Assistant Professor, Indian Institute of Technology Guwahati, Guwahati","Rarefied Gas Dynamics, Shock Waves, Particle Methods, DSMC",430.0,https://scholar.google.com/citations?hl=en&user=z2-yXN0AAAAJ
Sidananda Sarma,"Physics Department, Indian Institute of Technology Guwahati","magnetism, nanomaterials",430.0,https://scholar.google.com/citations?hl=en&user=3unXnLQAAAAJ
Abhishek Ajmani,Indian Institute of Technology Guwahati,"Cancer, Omics, Inhibitors, Phytomedicine, Drug discovery",430.0,https://scholar.google.com/citations?hl=en&user=wAbEsfoAAAAJ
Keyur Sorathia,"Associate Professor of Design, Indian Institute of Technology (IIT) Guwahati","Human Computer Interaction, Virtual Reality",427.0,https://scholar.google.com/citations?hl=en&user=8cdLLjYAAAAJ
M GURU PREM Prasad,"Professor, Department of Mathematics, Indian Institute of Technology Guwahati","Complex Analysis, Iteration Theory, Julia set, Fatou Set",426.0,https://scholar.google.com/citations?hl=en&user=U9785ZcAAAAJ
Dr. Dhiman Kakati,Indian Institute of Technology Guwahati,Optical transceiver system design,425.0,https://scholar.google.com/citations?hl=en&user=isBI5t8AAAAJ
Dr. Sagar Surendra Deshmukh,"Indian Institute of Technology, Guwahati","AgriStartups, Agribusiness Management, Agribusiness Incubation, Agripreneurship, Entrepreneurship",424.0,https://scholar.google.com/citations?hl=en&user=iFwjQPQAAAAJ
Erwin Fuhrer,"Jyoti and Bhupat Mehta School of Health Sciences and Technology, IIT Guwahati","MRI, NMR, MR Safety, Hardware design",424.0,https://scholar.google.com/citations?hl=en&user=-5gknYgAAAAJ
Hanumant Singh shekhawat,Indian Institute of Technology Guwahati,"Applied Mathematics, signals and systems, non-linear dynamics, machine learning, healthcare",423.0,https://scholar.google.com/citations?hl=en&user=L7yWFlkAAAAJ
Shakuntala Mahanta,"Professor, IIT Guwahati","phonology, tone, intonation, vowel harmony, phonetics and phonology of South Asian …",419.0,https://scholar.google.com/citations?hl=en&user=BxCCRB0AAAAJ
Ayon Ganguly,"Assistant Professor, Department of Mathematics, Indian Institute of Technology Guwahati","Applied Statistics, Survival Analysis, Reliability Analysis, Statistical Computing",418.0,https://scholar.google.com/citations?hl=en&user=MN2c440AAAAJ
Shreemayee Bora,"Professor of mathematics, IIT Guwahati","Spectral Perturbation, Eigenvalue Problems",418.0,https://scholar.google.com/citations?hl=en&user=YF4CqUcQuk0C
Dr. Nimmakayala VV Subbarao,"Project Engineer, Center for Nanotechnology, Indian Institute of Technology Guwahati …","Organic Nanoelectronics, Nanoscience and Nanotechnology of …, Chemical and Biosensors. E-mail: nvvsub …",416.0,https://scholar.google.com/citations?hl=en&user=7eQR5RUAAAAJ
bidisha som,"Associate Professor of Linguistics, IIT Guwahati","language processing, bilingualism, cultural cognition, cognitive linguistics",413.0,https://scholar.google.com/citations?hl=en&user=J_sPj7wAAAAJ
Ashish Kumar Gupta,"Professor, Department of Chemistry, Indian Institute of Technology Guwahati",Electronic Resonance,412.0,https://scholar.google.com/citations?hl=en&user=ycS2rGwAAAAJ
Balaji SN,Indian Institute of Technology Guwahati,Biochemistry and molecular biology of …,409.0,https://scholar.google.com/citations?hl=en&user=oLnvxE0AAAAJ
Sudarshan Mukherjee,IIT Guwahati,"large scale antenna systems, edge computing, ultra-dense networks",408.0,https://scholar.google.com/citations?hl=en&user=S2cHGo4AAAAJ
Rahul Agarwal,IIT Guwahati,"Microfluidics, Point-of-Care Diagnostics, Biosensors, Hemorheology, Computational Fluid Dynamics",408.0,https://scholar.google.com/citations?hl=en&user=-MrmLYcAAAAJ
Dr. Uma PI,"Postdoc Fellow, IIT Guwahati","Photocatalysis, Material Science, Wastewater Treatment, Nanomaterials",398.0,https://scholar.google.com/citations?hl=en&user=irlDthsAAAAJ
Dr. Rinku Kumar Mittal,"Department of Mechanical Engineering, IIT Guwahati","Micromachining, Chatter, dynamics of machining process",395.0,https://scholar.google.com/citations?hl=en&user=-6EbQE0AAAAJ
Ratikanta Behura,"Department of Biotechnology, INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI",,394.0,https://scholar.google.com/citations?hl=en&user=h3ErobUAAAAJ
Ayush Jain,"Indian Institute of Technology, Guwahati",Machine Learning,394.0,https://scholar.google.com/citations?hl=en&user=cWKNKPoAAAAJ
Bidyut Hazarika,"Post Doc, IIT Guwahati","Black Hole, GTR, MTG/ATG",394.0,https://scholar.google.com/citations?hl=en&user=4wf45rEAAAAJ
Ashwini sawant,"Assistant Professor, IIT Guwahati, India","Microwave tubes, Design of gyrotron",389.0,https://scholar.google.com/citations?hl=en&user=oXJEGkAAAAAJ
Monikha Chetia,"Department of Chemistry, Indian Institute of Technology, Guwahati","peptide self assembly, physical gels, antimicrobial peptides, hydrogels, organogels",389.0,https://scholar.google.com/citations?hl=en&user=iCMq_MUAAAAJ
Geetmani Singh Nongthombam,Indian Institute of Technology-Guwahati,"Organic Chemistry, Medicinal Chemistry, Photo-physical studies, Theoretical, Chemical Biology",379.0,https://scholar.google.com/citations?hl=en&user=NLXy2O0AAAAJ
Dr. Shikha Bansal,IIT Guwahati,Physics,378.0,https://scholar.google.com/citations?hl=en&user=jJQNkqMAAAAJ
sanjukta bhoi,IIT Guwahati,,376.0,https://scholar.google.com/citations?hl=en&user=dEW3OtoAAAAJ
K. Vigneshwaran,"Researcher, Centre for Energy, Indian Institute of Technology Guwahati, Guwahati, India …","Solar thermal applications, Thermal Energy Storage, Renewable Energy Technology",372.0,https://scholar.google.com/citations?hl=en&user=Uelhac4AAAAJ
Anwesha Choudhury,"REVA University, Indian Institute of Technology Guwahati","Organic Electronics, Flexible electronics",372.0,https://scholar.google.com/citations?hl=en&user=raehDzIAAAAJ
Subhankar Pandit,"Senior Project Associate, Indian Institute of Technology Guwahati","Experimental Soft matter physics, nano-materials, Small angle neutron scattering",358.0,https://scholar.google.com/citations?hl=en&user=qsXedp8AAAAJ
Dr. CHANDAN KUMAR,"Indian Institute of Technology Guwahati, Assam, India","Laser Beam Welding, Traditional welding Technology",357.0,https://scholar.google.com/citations?hl=en&user=-W76sFoAAAAJ
Romanbabu Oinam,Indian Institute of Technology Guwahati,"Earthquake resistant design of building, Retrofitting of damage RC buildings, Energy dissipating devices, Performance based desi",356.0,https://scholar.google.com/citations?hl=en&user=0XRJPU8AAAAJ
Buddhadeb Mondal,IIT Guwahati,Organic Chemistry,355.0,https://scholar.google.com/citations?hl=en&user=2LC2VJMAAAAJ
P ESNRAJU,Assistant Professor at Indian Institute of Technology Guwahati,"Modeling, analysis and control of power systems …, PMUs/μPMUs applications to power systems …, Application o",352.0,https://scholar.google.com/citations?hl=en&user=3ZTOqBUAAAAJ
Gaurav Shukla,IITG,"Thin Film, Pulsed Laser Deposition, Optoelectronics, Magnetic Materials, Dielectrics",352.0,https://scholar.google.com/citations?hl=en&user=inNQFlsAAAAJ
Arbind Kumar Singh,Professor Department of Civil Engineering  IIT Guwahati,,351.0,https://scholar.google.com/citations?hl=en&user=LfXgWXIAAAAJ
Aruna Rani,Indian Institute of Technology Guwahati,,348.0,https://scholar.google.com/citations?hl=en&user=2CXbVlUAAAAJ
Surjith Ramasamy,IIT Guwahati,"Industrial Biotechnology, Bioprocess and Bioreactor Design …",346.0,https://scholar.google.com/citations?hl=en&user=yC-wQiYAAAAJ
Narayana Reddy Annem,"Assistant Professor, Department of Mechanical Engineering, Indian Institute of Technology …","Inverse Problems, Biomechanics, Finite Element Methods, Compliant Mechanisms, Topology Optimization",345.0,https://scholar.google.com/citations?hl=en&user=-sRNnjIAAAAJ
Prabir Kumar Das,Indian Institute of Technology Guwahati,"Biotechnology, Biochemical Engineering",344.0,https://scholar.google.com/citations?hl=en&user=BdzLvvMAAAAJ
BR Manoj,"Assistant Professor, Dept. of Electronics and Electrical Engineering (EEE), IIT Guwahati","Wireless Communication, Signal Processing, Deep Learning",342.0,https://scholar.google.com/citations?hl=en&user=ikGy8ioAAAAJ
Atanu Bhuyan,Indian Institute of Technology Guwahati,"Service Operations, Urban mobility, Supply Chain Management, Behavioral Operations",338.0,https://scholar.google.com/citations?hl=en&user=I8esCkcAAAAJ
Bidhu Bhusan Makut,Indian Institute of Technology Guwahati,Microalgal biotechnology,338.0,https://scholar.google.com/citations?hl=en&user=92gxpAEAAAAJ
Dr K Mukherjee,"Researcher at IIT Guwahati, Assistant Prof.(20-23), Associate Prof.(24 to Continue), India)","Civil Engineering, Modeling, Fiber reinforced soil, Experimental and Modeling, Geotech",337.0,https://scholar.google.com/citations?hl=en&user=pqT_GfwAAAAJ
VISHNU KUMAR,IIT guwahati,"Virology, Molecular biology, Cell biology, Immunology",336.0,https://scholar.google.com/citations?hl=en&user=ftSakvwAAAAJ
Arghyadip Roy,"Assistant Professor, Indian Institute of Technology Guwahati","Reinforcement Learning, Markov Decision Process, Wireless Communication, Resource allocation",335.0,https://scholar.google.com/citations?hl=en&user=YwT89XIAAAAJ
Gautam K. Das,"Assistan Professor of Mathematics, Indian Institute of Technology Guwahati","Computational Geometry, Data structure and Algorithms",332.0,https://scholar.google.com/citations?hl=en&user=U8MyEfwAAAAJ
Dr. Kamal Kumar Bhatluri,IIT Guwahati,"Wastewater treatment, Advanced Separation Process",331.0,https://scholar.google.com/citations?hl=en&user=pSGL99sAAAAJ
Sumana Dutta,IIT Guwahati,"Nonlinear dynamics, spirals, scrolls, reaction diffusion equation",329.0,https://scholar.google.com/citations?hl=en&user=Jz5ZQm0AAAAJ
Rohit Jambhulkar,"B.Tech, Civil Engineering, Indian Institute of Technology Guwahati","Solid Waste Management, Environmental Engineering, Composting, Plastic Pollution",329.0,https://scholar.google.com/citations?hl=en&user=tSrt4ZIAAAAJ
Prantik Sarmah,Indian Institute of Technology Guwahati,"Astroparticle physics, High energy astrophysics",329.0,https://scholar.google.com/citations?hl=en&user=1oi4erEAAAAJ
Aryabartta Sahu,IIT Guwahati,"Multiprocessor, Scheduling, HPC, Cloud/Edge, System Security",327.0,https://scholar.google.com/citations?hl=en&user=apzckLUAAAAJ
Akash Dilip Kamble,Indian Institute of Technology Guwahati,"Solar Thermal, Solar Photovoltaic-Thermal Modules, Renewable Energy",327.0,https://scholar.google.com/citations?hl=en&user=5PgTcBEAAAAJ
Siddhartha Mukherjee,"Assistant Professor, Department of Chemical Engineering, IIT Guwahati","Microfluidics, Complex Fluids, Droplet dynamics, Fluid-structure interaction, Electro-catalysis",325.0,https://scholar.google.com/citations?hl=en&user=auZtXcQAAAAJ
Sarfaraz Jelil,Indian Institute of Technology Guwahati,"Speech Processing, Speaker Verification, Machine Learning, Pattern Recognition",321.0,https://scholar.google.com/citations?hl=en&user=V4uaYrcAAAAJ
Biplab Bose,Indian Institute of Technology Guwahati,"Complex system, Collective behavior, Dynamical System, Statistical Physics in Biology",316.0,https://scholar.google.com/citations?hl=en&user=h8W9rUMAAAAJ
Joseph Tharion,"Senior Project Engineer, IIT Guwahati","Nanoparticle based biosensor systems, SERS based optical bio-sensors, FET based biosensors",314.0,https://scholar.google.com/citations?hl=en&user=15DGiYwAAAAJ
Suresh A. Kartha,IIT Guwahati,"Groundwater Hydrology, Hydraulics, Fluid Mechanics, Landfill Leaching, Hydrology",312.0,https://scholar.google.com/citations?hl=en&user=ZYfsQywAAAAJ
Ksh Priyalakshmi Devi,Indian Institute of Technology Guwahati,RENEWABLE ENERGY,310.0,https://scholar.google.com/citations?hl=en&user=bi373gIAAAAJ
Chinmaya Panda,Indian Institute of Technology Guwahati,,310.0,https://scholar.google.com/citations?hl=en&user=tzl8PAwAAAAJ
Bhupendra Kumar Bhatt,"Indian Institute of Technology, Guwahati","Sustainability, E-waste recycling, Renewable Energy & Green Environment",310.0,https://scholar.google.com/citations?hl=en&user=rpqSHikAAAAJ
gopal pandit,IIT Guwahati,peptide chemistry,309.0,https://scholar.google.com/citations?hl=en&user=05ruj7YAAAAJ
Dr. Barasa Malakar,IIT Guwahati,"Pre-treatment, Food Technology, Microbiology, Green Energy, waste valorization",306.0,https://scholar.google.com/citations?hl=en&user=pF8mj84AAAAJ
ABHAY GUPTA,"Indian Institute of Technology Guwahati, India","Structural vibration control, Composite materials, Smart structures, Finite element method",301.0,https://scholar.google.com/citations?hl=en&user=yNWr6cUAAAAJ
Abhijit Gayen,IITG,sentiment analysis,299.0,https://scholar.google.com/citations?hl=en&user=FcIgGkkAAAAJ
Semim Akhtar Ahmed,"ANRF-National Post-Doctoral Fellow at Indian Institute of Technology (IIT), Guwahati, India",Metabolic syndromes       Natural product …,299.0,https://scholar.google.com/citations?hl=en&user=oziiGboAAAAJ
Kanduru V. Krishna,"Professor of Mathematics, IIT Guwahati","General Algebra, Automata Theory",297.0,https://scholar.google.com/citations?hl=en&user=tnhQ4fYAAAAJ
Aritra Chatterjee,"Assistant Professor, Indian Institute of Technology, Guwahati","Biomechanics, Mechanobiology, Mechanics of Soft Materials",295.0,https://scholar.google.com/citations?hl=en&user=R4GLFtcAAAAJ
Ch Kapil Ror,IIT Guwahati,"Additive Manufacturing, Composites, Mechanical characterization",295.0,https://scholar.google.com/citations?hl=en&user=vFdpuvMAAAAJ
Dr. ANAMIKA MISHRA,IIT Guwahati,"Cancer Biology, Bioinformatics",295.0,https://scholar.google.com/citations?hl=en&user=nGxgl14AAAAJ
Dr. Abhradip Pal,Indian Institute of technology,"Biotechnology, Chemical Engineering",287.0,https://scholar.google.com/citations?hl=en&user=w25iNeAAAAAJ
Abhishek Verma,"Assistant Professor, Indian Institute of Technology Guwahati","Steel structures, Structural Engineering, Cold-formed steel, Composite construction",287.0,https://scholar.google.com/citations?hl=en&user=DGFmOuwAAAAJ
Amulya Kumar Mahto,"Assistant Professor, Indian Institute of Technology Guwahati","Medical Imaging, Computer Vision, Survival Analysis, Reliability, RUL Prediction",286.0,https://scholar.google.com/citations?hl=en&user=oI8BVh4AAAAJ
Ramesh Kumar Bhukya,Indian Institute of Technology Guwahati,"Digital signal processing, Speech signal processing, Machine learning and pattern recognition",285.0,https://scholar.google.com/citations?hl=en&user=Wn-QCpkAAAAJ
