Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,vector_id
Dr. Jai Narayan Tripathi,"Associate Professor, Indian Institute of Technology Jodhpur, India",VLSI Circuits and Systems,810,https://scholar.google.com/citations?hl=en&user=MOW-HycAAAAJ,16,27,interest_53
Amit Sharma,"Asst Professor, Dept of Civil & Infrastructure Engineering, Indian Institute of Technology …","Atmospheric modeling, Climate change, Trace gases, Particulate matter, Impact on crops and human health",806,https://scholar.google.com/citations?hl=en&user=Nf0x5DoAAAAJ,11,11,interest_54
"Vivek Wakchaure, PhD","Assistant Professor, Chemistry, Indian Institute of Technology, Jodhpur, India","Organic Functional Material, Solvent-free Organic Liquids, 2D-Polymers, Electrochromic material",795,https://scholar.google.com/citations?hl=en&user=T5BYb-YAAAAJ,11,12,interest_55
Debanjan Guha Roy,"Assistant Professor, Civil and Infrastructure Engineering, IIT Jodhpur","Rock mechanics, Engineering geology, Reservoir geomechanics, Energy Geomechanics",780,https://scholar.google.com/citations?hl=en&user=oXNSTIkAAAAJ,12,13,interest_56
Debasmita Dwibedi,"Assistant Professor, Indian Institute of Technology, Jodhpur","Energy storage, Materials Design, Crystallography",756,https://scholar.google.com/citations?hl=en&user=92LY_K4AAAAJ,13,16,interest_57
Abhay Gupta,"Assistant Professor, Materials Engineering, IIT Jodhpur","Green Hydrogen, Water Electrolysers, Corrosion Analysis, Electron Microscopy",715,https://scholar.google.com/citations?hl=en&user=c4K5LWEAAAAJ,17,23,interest_58
Nil Kamal Hazra,"Associate Professor, IIT Jodhpur, Rajasthan",Reliability Theory,691,https://scholar.google.com/citations?hl=en&user=mJlWcK0AAAAJ,15,25,interest_59
Amreen K Bains,"Assistant Professor, Indian Institute of Technology Jodhpur","Photoredox Catalysis, Inorganic physical chemistry, Spectroscopy, Electrochemistry",675,https://scholar.google.com/citations?hl=en&user=ochxKsYAAAAJ,12,12,interest_60
Mayank Gupta,Assistant Professor-IIT Jodhpur,"Supramolecular Chemistry, MOFS, Molecular Cages, Energy Conversion, Non-linear optics",666,https://scholar.google.com/citations?hl=en&user=pcV2rjEAAAAJ,15,19,interest_61
Vibhuti Joshi,"Associate Professor, Bennett University, IIT Jodhpur, National Cancer Institute-NIH","Neuro-Oncology, Neurodegeneration, Cancer, Natural Molecules",665,https://scholar.google.com/citations?hl=en&user=Gq6slf0AAAAJ,13,14,interest_62
Dr. Shyam Kumar Banjare,"Assistant Professor, Department of Chemistry, IIT Jodhpur","Transition Metal-catalysis, N-heterocyclic carbene catalysis, Radical reactions, Organic synthesis",663,https://scholar.google.com/citations?hl=en&user=WsaVjgYAAAAJ,17,21,interest_63
Amit Bhardwaj,"Associate Professor, Electrical Engineering, IIT Jodhpur, India","Computer Haptics, Human Haptics, … Reality and Applications of Machine Learning",646,https://scholar.google.com/citations?hl=en&user=INnySpQAAAAJ,9,9,interest_64
Pratik Mazumder,"Assistant Professor, Indian Institute of Technology, Jodhpur","Bias Mitigation, Few-shot / Zero-shot Learning, Continual Learning, Deep Learning, Computer Vision",642,https://scholar.google.com/citations?hl=en&user=WxLYb5QAAAAJ,11,12,interest_65
Vignesh Muralidharan,"Assistant Professor, Indian Institute of Technology Jodhpur","Computational Neuroscience, Cognitive Neuroscience, Inhibitory Control, Parkinson's Disease",616,https://scholar.google.com/citations?hl=en&user=9rViV7wAAAAJ,14,16,interest_66
Sk Md Hasan,"Assistant Professor, IIT Jodhpur, Metallurgical and Materials Engineering","Advanced Steel Design, Phase Transformations, Deformation Mechanisms, Wear & Tribology",531,https://scholar.google.com/citations?hl=en&user=Jt3m0rcAAAAJ,11,13,interest_67
Siddharth Srivastava,"Professor of Practice, IIT-Jodhpur","Molecular pathology of cancers, Cardiovascular biology, Molecular microbiology.",524,https://scholar.google.com/citations?hl=en&user=hd9YyFIAAAAJ,4,4,interest_68
Seema Saini,"Assistant Professor, Indian Institute of Technology Jodhpur","Macroeconomics, Firm Dynamics, Applied Econometrics, Environmental Economics",519,https://scholar.google.com/citations?hl=en&user=XBn9bfsAAAAJ,8,8,interest_69
Lalit Kaushik,"Assistant Professor, Indian Institute of Technology Jodhpur, Rajasthan, India","Crystal plasticity simulations, Monte-Carlo simulations, Phase field modeling, Machine learning",505,https://scholar.google.com/citations?hl=en&user=mINShGIAAAAJ,13,15,interest_70
Prodyut R Chakraborty,"Professor, IIT Jodhpur","Heat and mass transfer, CFD, Solidification, Electronic cooling, Multiphase flow",493,https://scholar.google.com/citations?hl=en&user=x9eiAlIAAAAJ,13,15,interest_71
Dr. Pradeep Kumar Dammala,"Assistant Professor, IIT Jodhpur","Soil Dynamics, Pile Foundations, Experimental Geotechnics, Numerical Modelling in Geotechnics",491,https://scholar.google.com/citations?hl=en&user=1yF4Gn4AAAAJ,9,9,interest_72
Rajyalakshmi Garaga,"Assistant Professor, IIT Jodhpur","Climate Change, Air Pollution, Public Health, Sustainable Development",491,https://scholar.google.com/citations?hl=en&user=O61ywgwAAAAJ,8,8,interest_73
Arun Kumar R,"Associate Professor, Department of Mechanical Engineering, IIT Jodhpur, India","Compressible flows, Shock wave dynamics, Ejector Flows, Supersonic Mixing Enhancement, Fluidic",486,https://scholar.google.com/citations?hl=en&user=gix6e-sAAAAJ,13,18,interest_74
Prashant Kumar Gupta,"Assistant Professor. Department of Chemical Engineering, Indian Institute of Technology …","Energy storage devices, Nanomaterials, Electrocatalysis",480,https://scholar.google.com/citations?hl=en&user=CYo7R_0AAAAJ,13,14,interest_75
Milan Kumar Hazra,"Assistant Professor, Indian Institute of Technology Jodhpur","Statistical Mechanics, Aqueous Binary mixtures, Solvation Dynamics, Liquid-liquid Phase Separation",473,https://scholar.google.com/citations?hl=en&user=V7EW5VEAAAAJ,11,11,interest_76
Prabhat K. Jaiswal,"Associate Professor, Department of Physics, Indian Institute of Technology Jodhpur","Statistical Physics, Amorphous Solids, Phase Separation, Wetting, Thin Film",460,https://scholar.google.com/citations?hl=en&user=tWkYvGQAAAAJ,11,15,interest_77
Samanwita Pal,"Professor, Department of Chemistry, IIT Jodhpur",Solution and solid state Magnetic Resonance …,447,https://scholar.google.com/citations?hl=en&user=qeBtFfwAAAAJ,11,12,interest_78
Pradyumna Kumar Bishoyi,"Assistant Professor, Indian Institute of Technology Jodhpur","Communication Networking, 6G, Wi-Fi, Radio localization and sensing, Network economics",420,https://scholar.google.com/citations?hl=en&user=NKEjCocAAAAJ,10,11,interest_79
S. Srivatsa Srinivas,"Assistant Professor, Department of Economics, IIT Jodhpur","Applied Game Theory, Applied Operations Research, Policy Analytics, Service Operations",417,https://scholar.google.com/citations?hl=en&user=2m2ZFG0AAAAJ,7,7,interest_80
Shrutidhara Sarma,"Associate Professor, IIT Jodhpur; Past: IIT Guwahati & Aristotle Uni. of Thessaloniki, Greece","nanocomposites, flexible sensors, resistive temperature detectors, fabrication",408,https://scholar.google.com/citations?hl=en&user=swz0Aq0AAAAJ,10,11,interest_81
Tanmay Inamdar,"Assistant Professor, Department of CSE, IIT Jodhpur","Approximation Algorithms, Paramaterized Complexity, Computational Geometry, Distributed Algorithms",401,https://scholar.google.com/citations?hl=en&user=hnelxH0AAAAJ,11,14,interest_82
Bhushan Praveen Jangam,"Assistant Professor, Indian Institute of Technology Jodhpur","International trade, Global value chains, Macroeconomic interactions",396,https://scholar.google.com/citations?hl=en&user=Y8bakkMAAAAJ,11,11,interest_83
Dr. Sukhendu Ghosh,"Associate Professor, IIT Jodhpur, Rajasthan, India","Hydrodynamics, Numerical and mathematical methods, Dynamical systems, Lie group application",391,https://scholar.google.com/citations?hl=en&user=VVMU-DMAAAAJ,12,14,interest_84
"Dr. Srijit Biswas, PhD","Assistant Professor, IIT Jodhpur","LCA, TEA, ICE Calibration & Testing, Statistical Modelling Specialist | Worked on …, Biofuels etc.",388,https://scholar.google.com/citations?hl=en&user=j_Gi_7UAAAAJ,11,15,interest_85
Nitin Kumar Sharma,"Assistant Professor, Indian Institute of Technology Jodhpur, India","Physical Metallurgy, Phase Transformations, Electron Microscopy, Atom Probe Tomography",376,https://scholar.google.com/citations?hl=en&user=h_ktA2QAAAAJ,12,14,interest_86
Swati Jindal,"Assistant Professor (Chemistry), Indian Institute of technology Jodhpur","Synthetic Materials Chemistry, Porous Materials, Covalent Organic Frameworks, Energy Storage",375,https://scholar.google.com/citations?hl=en&user=e3ZI4n4AAAAJ,10,10,interest_87
