Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Dr. Srirama Srinivas,"Professor, Dept. of Electrical Engg., Indian Institute of Technology Madras","Power Electronics and Drives, Multilevel PWM Inverters, Renewable energy, EV Chargers & Motors",2908,https://scholar.google.com/citations?hl=en&user=OYRV66IAAAAJ,25,41,"['Dynamic energy management of renewable grid integrated hybrid energy storage system', 'Bearing currents and shaft voltage reduction in dual-inverter-fed open-end winding induction motor with reduced CMV PWM methods', 'Effect of zero-vector placement in a dual-inverter fed open-end winding induction-motor drive with a decoupled space-vector PWM strategy', 'Dynamic energy management of hybrid energy storage system with high-gain PV converter', 'Discontinuous decoupled PWMs for reduced current ripple in a dual two-level inverter fed open-end winding induction motor drive', 'Multifunctional VSC controlled microgrid using instantaneous symmetrical components theory', 'Pulse width-modulated switching strategy for the dynamic balancing of zero-sequence current for a dual-inverter fed open-end winding induction motor drive', 'Effect of zero-vector placement in a dual-inverter fed open-end winding induction motor drive with alternate sub-hexagonal center PWM switching scheme', 'Theoretical and experimental analysis for current in a dual-inverter-fed open-end winding induction motor drive with reduced switching PWM', 'Space-vector-based PWM switching strategies for a three-level dual-inverter-fed open-end winding induction motor drive and their comparative evaluation']"
Madhulika Dixit,"Faculty, Department of Biotechnology, IIT Madras",Vascular Biology,2888,https://scholar.google.com/citations?hl=en&user=mnLqb6cAAAAJ,27,37,"['Role of polyphenols and other phytochemicals on molecular signaling', 'Role of PECAM-1 in the shear-stress-induced activation of Akt and the endothelial nitric oxide synthase (eNOS) in endothelial cells', 'Astaxanthin inhibits JAK/STAT-3 signaling to abrogate cell proliferation, invasion and angiogenesis in a hamster model of oral cancer', 'Platelet Sarcoplasmic Endoplasmic Reticulum Ca2+-ATPase and μ-Calpain Activity Are Altered in Type 2 Diabetes Mellitus and Restored by Rosiglitazone', 'Gab1, SHP2, and protein kinase A are crucial for the activation of the endothelial NO synthase by fluid shear stress', 'Ellagic acid inhibits VEGF/VEGFR2, PI3K/Akt and MAPK signaling cascades in the hamster cheek pouch carcinogenesis model', 'Reduced graphene oxide-loaded nanocomposite scaffolds for enhancing angiogenesis in tissue engineering applications', 'Shear stress-induced activation of the AMP-activated protein kinase regulates FoxO1a and angiopoietin-2 in endothelial cells', 'Nitric oxide–induced motility in aortic smooth muscle cells: role of protein tyrosine phosphatase SHP-2 and GTP-binding protein Rho', 'Reprint of: effect of fermentation parameters, elicitors and precursors on camptothecin production from the endophyte Fusarium solani']"
Nilesh Vasa,"Professor, Department of Engineering Design, IIT Madras","Laser assisted sensing, micromanufacturing, optomechatronics",2873,https://scholar.google.com/citations?hl=en&user=ZOSTIh0AAAAJ,27,79,"['Influence of working environment and built orientation on the tensile properties of selective laser melted AlSi10Mg alloy', 'Advances in mid-infrared spectroscopy-based sensing techniques for exhaled breath diagnostics', 'Multiwavelength distributed-feedback dye laser array and its application to spectroscopy', 'A review on the fatigue behaviour of AlSi10Mg alloy fabricated using laser powder bed fusion technique', 'Investigation on generation of laser assisted dimples on piston ring surface and influence of dimple parameters on friction', 'Wide-wavelength-range operation of a distributed-feedback dye laser with a plastic waveguide', 'Study on the fatigue behaviour of selective laser melted AlSi10Mg alloy', 'Fabrication of Bi-doped YIG optical thin film for electric current sensor by pulsed laser deposition', 'Effect of build atmosphere on the mechanical properties of AlSi10Mg produced by selective laser melting', 'Differential absorption lidar at 1.67 µm for remote sensing of methane leakage']"
Athi N Naganathan,"Professor, Indian Institute of Technology Madras, Chennai, India","Protein Structure-Function-Folding, Statistical Models, Molecular Simulations, Spectroscopy",2853,https://scholar.google.com/citations?hl=en&user=pjt5NdAAAAAJ,31,64,"['Scaling of folding times with protein size', 'Protein folding kinetics: Barrier effects in chemical and thermal denaturation experiments', 'Insights into protein folding mechanisms from large scale analysis of mutational effects', 'Modulation of allosteric coupling by mutations: from protein dynamics and packing to altered native ensembles and function', 'Dynamics, energetics, and structure in protein folding', 'Robustness of downhill folding: guidelines for the analysis of equilibrium folding experiments on small proteins', 'Dynamics of one-state downhill protein folding', 'Direct measurement of barrier heights in protein folding', 'The need to implement FAIR principles in biomolecular simulations', 'Modern analysis of protein folding by differential scanning calorimetry']"
Dr. Shivananju  Bannur Nanjunda,"Assistant Professor, Indian Institute of Technology Madras, India","Photonics, Quantum Technology, Two-dimensional Materials, Optical Sensors, Biochemical Sensing",2853,https://scholar.google.com/citations?hl=en&user=FxgzlWwAAAAJ,22,30,"['Ultrasensitive detection of miRNA with an antimonene-based surface plasmon resonance sensor', 'Two-Dimensional CH3NH3PbI3 Perovskite Nanosheets for Ultrafast Pulsed Fiber Lasers', 'Highly efficient and air-stable infrared photodetector based on 2D layered graphene–black phosphorus heterostructure', 'The roadmap of graphene‐based optical biochemical sensors', 'Fundamentals and sensing applications of 2D materials', 'High performance photodetector based on 2D CH3NH3PbI3 perovskite nanosheets', 'Effects of edge on graphene plasmons as revealed by infrared nanoimaging', 'CO2 sensing at room temperature using carbon nanotubes coated core fiber Bragg grating', 'Flexible Broadband Graphene Photodetectors Enhanced by Plasmonic Cu3−xP Colloidal Nanocrystals', 'Detection limit of etched fiber Bragg grating sensors']"
BVSSS Prasad,"Professor of Mechanical Engineering, Indian Institute of Technology Madras","Heat Transfer, Turbine blade cooling, Thermo fluid Sciences, Fluidized bed, Gas turbine",2846,https://scholar.google.com/citations?hl=en&user=fMhbCDEAAAAJ,33,78,"['Influence of surface evaporation on stratification in liquid hydrogen tanks of different aspect ratios', 'Computational flow and heat transfer of a row of circular jets impinging on a concave surface', 'CFD investigation and assessment of wall heat flux partitioning model for the prediction of high pressure subcooled flow boiling', 'Flow and heat transfer characteristics in an annulus wrapped with a helical wire', 'Thermal stratification in ribbed liquid hydrogen storage tanks', 'Rotordynamic characteristics of rotating labyrinth gas turbine seal with centrifugal growth', 'Conjugate heat transfer from a flat plate with combined impingement and film cooling', 'Pressure drop, heat transfer and performance of a helically coiled tubular exchanger', 'CFD modeling of critical heat flux in flow boiling: Validation and assessment of closure models', 'Experimental studies on the microstructure and hardness of laser-treated steel specimens']"
Pradeep Kiran Sarvepalli,Indian Institute of Technology Madras,"Quantum computation, coding theory, quantum cryptography",2816,https://scholar.google.com/citations?hl=en&user=nwlYJ5MAAAAJ,23,35,"['Nonbinary stabilizer codes over finite fields', 'On quantum and classical BCH codes', 'Asymmetric quantum codes: constructions, bounds and performance', 'Primitive quantum BCH codes over finite fields', 'Efficient decoding of topological color codes', 'Nonbinary quantum reed-muller codes', 'Asymmetric quantum LDPC codes', 'Nonthreshold quantum secret-sharing schemes in the graph-state formalism', 'Sharing classical secrets with Calderbank-Shor-Steane codes', 'Subsystem codes']"
Birabar Nanda,"Professor of Physics, IIT Madras",Condensed Matter Physics,2810,https://scholar.google.com/citations?hl=en&user=Rt4G2hgAAAAJ,28,72,"['Electronic structure and magnetism in half-Heusler compounds', ""Electronic structure of the substitutional vacancy in graphene: density-functional and Green's function studies"", 'Effects of strain on orbital ordering and magnetism at perovskite oxide interfaces:', 'Strain and electric field modulation of the electronic structure of bilayer graphene', 'Density Functional Theory Studies of Si2BN Nanosheets as Anode Materials for Magnesium-Ion Batteries', 'Electron Leakage and Double-Exchange Ferromagnetism at the Interface <?format ?>between a Metal and an Antiferromagnetic Insulator:', 'Electronic and magnetic structure of the  superlattices', 'Giant photovoltaic response in band engineered ferroelectric perovskite', 'Spin-polarized two-dimensional electron gas at oxide interfaces', 'Mn substitution controlled Li-diffusion in single crystalline nanotubular LiFePO4 high rate-capability cathodes: experimental and theoretical studies']"
Sharma SRKC Yamijala,"Indian Institute of Technology, Madras","Nonadiabatic Dynamics, Theoretical Chemistry, Computational Chemistry, DFTB, Solar Energy Harvesting",2810,https://scholar.google.com/citations?hl=en&user=IglNkREAAAAJ,25,45,"['Freestanding Borophene and Its Hybrids', 'Non-proteinaceous Hydrolase Comprised of a Phenylalanine Metallo-supramolecular Amyloid-like Structure', 'Single amino acid bionanozyme for environmental remediation', 'A machine learning approach for predicting defluorination of per-and polyfluoroalkyl substances (PFAS) for their efficient treatment and removal', 'Degradation of per-and polyfluoroalkyl substances with hydrated electrons: a new mechanism from first-principles calculations', 'Borophene via micromechanical exfoliation', 'Improved Band Gaps and Structural Properties from Wannier–Fermi–Löwdin Self-interaction Corrections for Periodic Systems', 'Linear and Nonlinear Optical Properties of Graphene Quantum Dots: A Computational Study', 'Alpha Lead Oxide (α‐PbO): A New 2D Material with Visible Light Sensitivity', 'Real-time Degradation Dynamics of Hydrated Per-and Polyfluoroalkyl Substances (PFASs) in the Presence of Excess Electrons']"
Raghavendra Sai VV (or VVR Sai),"Professor, Biomedical Engineering, Indian Institute of Technology Madras, Chennai, India","Chemical and Bio Sensors for Healthcare, Environment and Pharma",2795,https://scholar.google.com/citations?hl=en&user=y3Ef8NAAAAAJ,28,41,"['Novel U-bent fiber optic probe for localized surface plasmon resonance based biosensor', 'Dendrimers in biosensors: Concept and applications', 'Development of LSPR based U-bent plastic optical fiber sensors', 'Evanescent wave absorbance based fiber optic biosensor for label-free detection of E. coli at 280 nm wavelength', 'P-FAB: a fiber-optic biosensor device for rapid detection of COVID-19', 'Label-free fiber optic biosensor based on evanescent wave absorbance at 280 nm', 'Optimal design for U-bent fiber-optic LSPR sensor probes', 'Gold sputtered U-bent plastic optical fiber probes as SPR-and LSPR-based compact plasmonic sensors', 'Immobilization of antibodies on polyaniline films and its application in a piezoelectric immunosensor', 'Nanomaterials based optical and electrochemical sensing of histamine: Progress and perspectives']"
Chandramouli Padmanabhan,"Professor, Indian Institute of Technology Madras","Noise & Vibration, Non-linear Dynamics",2792,https://scholar.google.com/citations?hl=en&user=R8_bzI4AAAAJ,30,50,"['Vibration and acoustic response of a composite plate with inherent material damping in a thermal environment', 'Linear thermoelastic buckling and free vibration behavior of functionally graded truncated conical shells', 'Finite element analysis of fluid–structure interaction in pipeline systems', 'Vibration and acoustic response of an isotropic plate in a thermal environment', 'Linear dynamic analysis of multi-mesh transmissions containing external, rigid gears', 'Analysis of periodically excited non-linear systems by a parametric continuation technique', 'Longitudinal dynamics of a tracked vehicle: Simulation and experiment', 'Computational issues associated with gear rattle analysis', 'A new finite element formulation based on the velocity of flow for water hammer problems', 'A fixed–free interface component mode synthesis method for rotordynamic analysis']"
Preeti Aghalayam,"Professor of Chemical Engineering, IIT Madras",Chemical Reaction Engineering,2759,https://scholar.google.com/citations?hl=en&user=WWBpj8AAAAAJ,30,45,"['Underground coal gasification: A new clean coal utilization technique for India', 'A C1 mechanism for methane oxidation on platinum', 'The role of radical wall quenching in flame stability and wall heat flux: hydrogen-air mixtures', 'Catalysis', 'Laboratory studies on combustion cavity growth in lignite coal blocks in the context of underground coal gasification', 'Laboratory studies on cavity growth and product gas composition in the context of underground coal gasification', 'Construction and optimization of complex surface‐reaction mechanisms', 'A Generalized Approach for Predicting Coverage-Dependent Reaction Parameters of Complex Surface Reactions:\u2009 Application to H2 Oxidation over Platinum', 'Experiments and Kinetic Modeling for CO2 Gasification of Indian Coal Chars in the Context of Underground Coal Gasification', 'Synergetic and inhibition effects in carbon dioxide gasification of blends of coals and biomass fuels of Indian origin']"
Dr. V.Jagadeesh Kumar,"Professor of Electrical Engineering, Indian Institute of Technology Madras","Measurements, Instrumentation, Biomedical engineering",2748,https://scholar.google.com/citations?hl=en&user=BUJAfqIAAAAJ,26,73,"['Use of fourier series analysis for motion artifact reduction and data compression of photoplethysmographic signals', 'A twin unidirectional impulse turbine topology for OWC based wave energy plants', ""A transform domain SVD filter for suppression of muscle noise artefacts in exercise ECG's"", 'Improved Single-Element Resistive Sensor-to-Microcontroller Interface', 'A novel calibration-free method of measurement of oxygen saturation in arterial blood', 'Motion artifact reduction in photoplethysmographic signals using singular value decomposition', 'Online cage rotor fault detection using air-gap torque spectra', 'Online cage rotor fault detection using air-gap torque spectra', 'Analysis of the switched-capacitor dual-slope capacitance-to-digital converter', 'A Linearizing Digitizer for Wheatstone Bridge Based Signal Conditioning of Resistive Sensors']"
Boominathan Adimoolam,"Professor of Civil Engineering, Indian Institute of Technology Madras","Soil Dynamics, Geotechnical Earthquake Engineering, Seismic SSI",2746,https://scholar.google.com/citations?hl=en&user=JC4FMf0AAAAJ,27,61,"['Use of surface waves in statistical correlations of shear wave velocity and penetration resistance of Chennai soils', 'Group interaction effects on laterally loaded piles in clay', 'Liquefaction strength of fly ash reinforced with randomly distributed fibers', 'Seismic hazard assessment of Chennai city considering local site effects', 'Static and large- strain dynamic properties of sand-rubber tire shred mixtures', 'Response of low-rise building with geotechnical seismic isolation system', 'An experimental study on static and dynamic bending behaviour of piles in soft clay', 'Effect of Microfabric on Undrained Static and Cyclic Behavior of Kaolin Clay', 'Engineering properties of sand–rubber tire shred mixtures', 'Seismic site classification and site period mapping of Chennai City using geophysical and geotechnical data']"
Atmanand,"Indian Institute of Technology, Madras","Deep Sea Technology, Ocean Observations, Ocean Energy, Technological Project Management",2711,https://scholar.google.com/citations?hl=en&user=meLMlLsAAAAJ,28,64,"['Review of unconventional hydrocarbon resources in major energy consuming countries and efforts in realizing natural gas hydrates as a future source of energy', 'Future vision for autonomous ocean observations', 'In situ ocean subsurface time-series measurements from OMNI buoy network in the Bay of Bengal', 'Developmental tests on the underwater mining system using flexible riser concept', 'Innovative deep ocean mining concept based on flexible riser and self-propelled mining machines', 'Performance of an impulse turbine based wave energy plant', 'Development and testing of underwater mining systems for long term operations using flexible riser concept', 'Qualification tests on underwater mining system with manganese nodule collection and crushing devices', 'Best practices for the ocean moored observatories', 'Assessment of methane gas production from Indian gas hydrate petroleum systems']"
Sunil Kumar Boda,"Assistant Professor, Department of Medical Science and Technology, IIT Madras",Biomaterials and Tissue Engineering,2710,https://scholar.google.com/citations?hl=en&user=LiDLHy4AAAAJ,24,26,"['Unraveling the mechanistic effects of electric field stimulation towards directing stem cell fate and function: A tissue engineering perspective', 'Electrospraying an enabling technology for pharmaceutical and biomedical applications: A review', 'Biomaterials for craniofacial bone regeneration', 'High Antibacterial Activity of Functionalized Chemically Exfoliated MoS2', 'Emerging roles of electrospun nanofibers in cancer research', 'Binary doping of strontium and copper enhancing osteogenesis and angiogenesis of bioactive glass nanofibers while suppressing osteoclast activity', 'Mineralized nanofiber segments coupled with calcium-binding BMP-2 peptides for alveolar bone regeneration', 'Novel 3D hybrid nanofiber aerogels coupled with BMP‐2 peptides for cranial bone regeneration', 'Cytotoxicity of ultrasmall gold nanoparticles on planktonic and biofilm encapsulated gram‐positive staphylococci', 'Electrospraying electrospun nanofiber segments into injectable microspheres for potential cell delivery']"
Arnab Rit,"Assistant Professor, Department of Chemistry, IIT Madras","Organometallic Chemistry, Inorganic Chemistry, Homogenous Catalysis, Main group chemistry, Small molecule activation",2709,https://scholar.google.com/citations?hl=en&user=y3xPPPoAAAAJ,27,50,"['Self-Assembly of Molecular Cylinders from Polycarbene Ligands and AgI or AuI', 'Supramolecular structures from polycarbene ligands and transition metal ions', 'A stable heavier group 14 analogue of vinylidene', 'A systematic study of structure and E− H bond activation chemistry by sterically encumbered germylene complexes', 'A Cationic Zinc Hydride Cluster Stabilized by an N‐Heterocyclic Carbene: Synthesis, Reactivity, and Hydrosilylation Catalysis', 'Facile reversibility by design: tuning small molecule capture and activation by single component frustrated Lewis pairs', 'Ruthenium (II) complexes of heteroditopic N-heterocyclic carbene ligands: efficient catalysts for C–N bond formation via a hydrogen-borrowing strategy under solvent-free conditions', 'Catalytic B–N dehydrogenation using frustrated Lewis pairs: evidence for a chain-growth coupling mechanism', 'Polynuclear architectures with di-and tricarbene ligands', 'Molecular zinc dihydride stabilized by N-heterocyclic carbenes.']"
Dillip K. Satapathy,"Professor, Department of Physics, Indian Institute of Technology (IIT) Madras, 600 036","Polymer Physics, Colloid Science, Soft Actuators, Organic Thermoelectrics",2703,https://scholar.google.com/citations?hl=en&user=n07nOTsAAAAJ,29,78,"['Diffractive imaging for periodic samples: retrieving one-dimensional concentration profiles across microfluidic channels', 'Magnetic Proximity Effect in YBa_ {2} Cu_ {3} O_ {7}/La_ {2/3} Ca_ {1/3} MnO_ {3} and YBa_ {2} Cu_ {3} O_ {7}/LaMnO_ {3+ δ} Superlattices', 'Role of particle shape anisotropy on crack formation in drying of colloidal suspension', 'Capturing dynamics with Eiger, a fast-framing X-ray detector', 'Pulsed laser deposition growth of heteroepitaxial YBaCuO/LaCaMnO superlattices on NdGaO and SrLaAlTaO substrates', 'Rapid Moisture-Responsive Silk Fibroin Actuators', 'Long-range order in thin epitaxial Fe3Si films grown on GaAs(001)', 'Swelling kinetics and electrical charge transport in PEDOT:PSS thin  films exposed to water vapor', 'Tailoring crack morphology in coffee-ring deposits via substrate heating', 'Depth profile of the ferromagnetic order in a YBaCuO/LaCaMnO superlattice on a LSAT substrate: A polarized neutron reflectometry study']"
Praveen Kumar,e3 Labs Incubated @ Indian Institute of Science. Former Research Scientist @ IIT Madras,"Nanofluids, Heat transfer, PCMs, Hydrogen storage, Dual fuel engines",2690,https://scholar.google.com/citations?hl=en&user=AxHBixoAAAAJ,31,59,"['The stability and thermophysical properties of Al2O3-graphene oxide hybrid nanofluids for solar energy applications: application of robust autoregressive modern machine\xa0…', 'Synthesis, characterization, stability, and thermal properties of graphene oxide based hybrid nanofluids for thermal applications: experimental approach', 'Experimental investigation on the performance of RT-44HC-nickel foam-based heat sinks for thermal management of electronic gadgets', 'The effect of pH on stability and thermal performance of graphene oxide and copper oxide hybrid nanofluids for heat transfer applications: application of novel machine learning\xa0…', 'Viscosity and rheological behavior of Al2O3-Fe2O3/water-EG based hybrid nanofluid: a new correlation based on mixture ratio', 'Experimental and computational determination of heat transfer, entropy generation and pressure drop under turbulent flow in a tube with fly ash-Cu hybrid nanofluid', 'Thermophysical profile of graphene oxide and MXene hybrid nanofluids for sustainable energy applications: Model prediction with a Bayesian optimized neural network with K-cross\xa0…', 'Thermal performance enhancement of metal hydride reactor for hydrogen storage with graphene oxide nanofluid: model prediction with machine learning', 'Experimental investigation on thermo-hydraulic performance of water-based fly ash–Cu hybrid nanofluid flow in a pipe at various inlet fluid temperatures', 'Effect of particle size on second law of thermodynamics analysis of Al2O3 nanofluid: application of XGBoost and gradient boosting regression for prognostic analysis']"
Palaniappan Ramu,"Professor, Dept. Engineering Design, Indian Institute of Technology Madras","Optimization, Uncertainty Quantification, Engineering Analytics, Data Visualization",2664,https://scholar.google.com/citations?hl=en&user=2dliVdkAAAAJ,24,48,"['Modelling with stakeholders–next generation', 'Modeling, analysis, and optimization under uncertainties: a review', 'Imperceptibility–Robustness Tradeoff Studies for ECG Steganography Using Continuous Ant Colony Optimization', 'A survey of machine learning techniques in structural and multidisciplinary optimization', 'Discrete wavelet transform and singular value decomposition based ECG steganography for secured patient information transmission.', 'ECG steganography using curvelet transform', 'A convex hull approach for the reliability-based design optimization of nonlinear transient dynamic problems', 'Microstructure and mechanical behavior of Al 7075-T6 subjected to shallow cryogenic treatment', 'Curvelets‐based ECG steganography for data security', 'Inverse reliability measures and reliability-based design optimisation']"
Prof. Veeraragavan Amirthalingam,"Former Professor, Indian Institute of Technology Madras",Pavement Engineering and Road Safety,2655,https://scholar.google.com/citations?hl=en&user=QUUlb5EAAAAJ,26,68,"['Behavior of asphalt concrete mixtures with reclaimed polyethylene as additive', 'Random Parameter Models for Accident Prediction on Two-Lane Undivided Highways in India', 'An investigation on the interface bond strength of geosynthetic-reinforced asphalt concrete using Leutner shear test', 'Influence of geometric design characteristics on safety under heterogeneous traffic flow', 'Behavior of reclaimed polyethylene modified asphalt cement for paving purposes', 'Utilization of waste plastic bags in bituminous mix for improved performance of roads', 'Dynamic mechanical characterization of asphalt concrete mixes with modified asphalt binders', 'Laboratory investigation of open-graded friction-course mixtures containing polymers and cellulose fibers', 'Development of a methodology and a tool for the assessment of vulnerability of roadways to flood‐induced damage', 'Characterization of OGFC mixtures containing reclaimed polyethylene fibers']"
Subash Sasidharan,"Professor, Department of Humanities & Social Sciences, Indian Institute of Technology …","Foreign Direct Investment, Innovation and Technological Change, Small Firms and Industrial",2619,https://scholar.google.com/citations?hl=en&user=qO2OmwYAAAAJ,27,43,"['Gender, small firm ownership, and credit access: Some insights from India', 'Financing constraints and investments in R&D: Evidence from Indian manufacturing firms', 'Foreign direct investment and R&D: Substitutes or complements—A case of Indian manufacturing after 1991 reforms', 'Does Digitalization Spur Global Value Chain Participation? Firm-Level Evidence from Emerging Markets', 'Heterogeneous MNC subsidiaries and technological spillovers: Explaining positive and negative effects in India', 'Foreign direct investment and spillovers: Evidence from Indian manufacturing', 'Firm Innovation and Global Value Chain Participation', 'Financial Constraints, Government Support, and Firm Innovation: Empirical Evidence from Developing Economies', 'MNEs, technological efforts and channels of export spillover: An analysis of Indian manufacturing industries', 'The impact of R&D and FDI on firm growth in emerging-developing countries: Evidence from Indian manufacturing industries']"
Raviraj Joshi,Indian Institute of Technology Madras,"computer science, machine learning, natural language processing",2606,https://scholar.google.com/citations?hl=en&user=6Zf_5SAAAAAJ,27,53,"['Compact language models via pruning and knowledge distillation', 'Evaluating deep learning approaches for covid19 fake news detection', 'Llm pruning and distillation in practice: The minitron approach', 'L3cube-hindbert and devbert: Pre-trained bert transformer models for devanagari based hindi and marathi languages', 'L3cubeMahaSent: A Marathi tweet-based sentiment analysis dataset', 'L3cube-MahaCorpus and MahaBERT: Marathi monolingual corpus, Marathi BERT language models, and resources', 'L3Cube-HingCorpus and HingBERT: A code mixed Hindi-English dataset and BERT language models', 'Nemotron-h: A family of accurate and efficient hybrid mamba-transformer models', 'Mono vs multilingual bert for hate speech detection and text classification: A case study in marathi', 'L3cube-mahahate: A tweet-based marathi hate speech detection dataset and bert models']"
Manivannan Muniyandi,"Professor, Dept. of Applied Mechanics Biomedical Engineering, Indian Institute of …","Haptics, Virtual Reality, Medical Simulations, Clinical Skills Training, Computational Physiology",2602,https://scholar.google.com/citations?hl=en&user=-a9uJFYAAAAJ,25,56,"['Haptics in minimally invasive surgical simulation and training', 'Transatlantic touch: A study of haptic collaboration over long distance', 'Breath Rate Variability (BRV) - A novel measure to study the meditation effects', 'Vibrotactile Sensitivity Threshold: Nonlinear Stochastic Mechanotransduction Model of Pacinian Corpuscle', 'Physically realistic virtual surgery using the point-associated finite field (PAFF) approach', 'Haptic Feedback in Needle Insertion Modeling and Simulation: Review', 'Multiscale Layered Biomechanical Model of Pacinian Corpuscle', 'Force JND for Right Index Finger using Contra-Lateral Force Matching Paradigm', 'Changes in Two Point Discrimination and the law of mobility in Diabetes Mellitus patients', 'DC motor damping: A strategy to increase passive stiffness of haptic devices']"
Dr. Senthilnathan Jaganathan,"EWRE Division, Department of Civil Engineering, IIT Madras",,2593,https://scholar.google.com/citations?hl=en&user=t4PcfHAAAAAJ,25,32,"['Carbon nanomaterials', 'Photocatalytic degradation of lindane under UV and visible light using N-doped TiO2', 'Role of peroxide ions in formation of graphene nanosheets by electrochemical exfoliation of graphite', 'Ferrocene functionalized graphene based electrode for the electro− Fenton oxidation of ciprofloxacin', 'Emerging perspectives on VOC emissions from landfill sites: Impact on tropospheric chemistry and local air quality', 'Soft processing of graphene nanosheets by glycine‐bisulfate ionic‐complex‐assisted electrochemical exfoliation of graphite for reduction catalysis', 'An innate quinone functionalized electrochemically exfoliated graphene/Fe3O4 composite electrode for the continuous generation of reactive oxygen species', 'Nanocatalysts in Fenton based advanced oxidation process for water and wastewater treatment', 'Application of the phycoremediation process for tertiary treatment of landfill leachate and carbon dioxide mitigation', 'Photodegradation of methyl parathion and dichlorvos from drinking water with N-doped TiO2 under solar radiation']"
Babji Srinivasan,Indian Institute of Technology Madras,"Human-In-The-Loop Cyber Physical Systems, AI & ML, Behavioral Informatics, Control Systems",2568,https://scholar.google.com/citations?hl=en&user=VZg52LwAAAAJ,29,48,"['Measuring smart grid resilience: Methods, challenges and opportunities', 'Selective transformations between nanoparticle superlattices via the reprogramming of DNA-mediated interactions', 'Quantifying situation awareness of control room operators using eye-gaze behavior', 'Eye gaze movement studies of control room operators: A novel approach to improve process safety', 'Control loop performance assessment using detrended fluctuation analysis (DFA)', 'Designing DNA-grafted particles that self-assemble into desired crystalline structures using the genetic algorithm', ""Dynamic assessment of control room operator's cognitive workload using Electroencephalography (EEG)"", 'Data-driven approaches for diagnosis of incipient faults in DC motors', 'Automatic oscillation detection and characterization in closed-loop systems', 'Pupillometry based real-time monitoring of operator’s cognitive workload to prevent human error during abnormal situations']"
M Singaperumal,"Professor Emeritus (Retired), Indian Institute of Technology Madras","Fluid Power, Mechatronics, System Simulation, Bond Graph, Amesim",2542,https://scholar.google.com/citations?hl=en&user=7k5UqAUAAAAJ,25,50,"['Critical review of current trends in shape memory alloy actuators for intelligent robots', 'Design, analysis and simulation of magnetostrictive actuator and its application to high dynamic servo valve', 'Review on electro hydrostatic actuator for flight control', 'Characterization of surface topography by confocal microscopy: I. Principles and the measurement system', 'Numerical generation of anisotropic 3D non-Gaussian engineering surfaces with specified 3D surface roughness parameters', 'Recent advances in nonlinear control technologies for shape memory alloy actuators', 'Mathematical modelling and experimental characterization of a high dynamic servo valve integrated with piezoelectric actuator', 'Theoretical investigations on the effect of system parameters in series hydraulic hybrid system with hydrostatic regenerative braking', 'Generation and characterization of copper nanoparticles using micro-electrical discharge machining', 'Characterization of surface topography by confocal microscopy: II. The micro and macro surface irregularities']"
Solomon Benjamin,"IIT Madras, Humanities and Social Sciences Department","Urbanization, India, Land, Urban Economics, Urban Politics",2541,https://scholar.google.com/citations?hl=en&user=La3b9WsAAAAJ,21,30,"['Occupancy urbanism: Radicalizing politics and economy beyond policy and programs', 'Governance, economic settings and poverty in Bangalore', 'Urban land transformation for pro-poor economies', 'Bhoomi:‘E–governance’, or, an anti–politics machine necessary to globalize Bangalore?', 'Democracy, inclusive governance and poverty in Bangalore', 'Illegible claims, legal titles, and the worlding of Bangalore', 'Touts, pirates and ghosts', 'Occupancy Urbanism: Ten Theses', 'Urban futures of poor groups in Chennai and Bangalore: How these are shaped by the relationships between parastatals and local bodies', 'What is the evidence on top-down and bottom-up approaches in improving access to water, sanitation and electricity services in low-income or informal settlements']"
Surender Singh,"Associate Professor, Indian Institute of Technology Madras, IIT Madras, Chennai","Concrete Pavements, Pavement Recycling, Construction and Demolition Waste, Roller Compacted Concrete",2535,https://scholar.google.com/citations?hl=en&user=3yGdfzcAAAAJ,29,38,"['Feasibility of roller compacted concrete pavement containing different fractions of reclaimed asphalt pavement', 'An economical processing technique to improve RAP inclusive concrete properties', 'Utilization of industrial and agricultural wastes for productions of sustainable roller compacted concrete pavement mixes containing reclaimed asphalt pavement aggregates', 'Utilization of reclaimed asphalt pavement aggregates containing waste from Sugarcane Mill for production of concrete mixes', 'Effect of mineral admixtures on fresh, mechanical and durability properties of RAP inclusive concrete', 'Feasibility study of RAP aggregates in cement concrete pavements', 'Can flexible pavements’ waste (RAP) be utilized in cement concrete pavements?–A critical review', 'Laboratory investigation of RAP aggregates for dry lean concrete mixes', 'Laboratory investigation on the fresh, mechanical, and durability properties of roller compacted concrete pavement containing reclaimed asphalt pavement aggregates', 'Effect of long-term ageing on properties of RAP inclusive WMA mixes']"
