Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
G Srinivasan,Indian Institute of Technology Madras,"Cellular manufacturing, Group Technology, Scheduling, Supply Chain Management",9272,https://scholar.google.com/citations?hl=en&user=e_Nv-yEAAAAJ,43,151,"['Impact of climate change on Indian agriculture: a review', 'Vulnerability of rice and wheat yields in NW India to future changes in climate', 'An assignment model for the part-families problem in group technology', 'Genetic distance based on simple sequence repeats and heterosis in tropical maize populations', 'GRAFICS—a nonhierarchical clustering algorithm for group technology', 'Two-generation marker-aided backcrossing for rapid conversion of normal maize lines to quality protein maize (QPM)', 'Tolerance to excess moisture in maize (Zea mays L.): susceptible crop stages and identification of tolerant genotypes', 'Growth and yield responses of soybean in Madhya Pradesh, India to climate variability and change', 'Planning for sustainable solid waste management in urban India', 'A clustering algorithm for machine cell formation in group technology using minimum spanning trees']"
Balaraman Ravindran,"Professor of Data Science and AI, Wadhwani School of Data Science and AI, IIT Madras","Reinforcement Learning, Data Mining, Network Analysis, Responsible AI",9167,https://scholar.google.com/citations?hl=en&user=nGUcGrYAAAAJ,53,147,"['Epopt: Learning robust neural network policies using model ensembles', 'An autoencoder approach to learning bilingual word representations', 'A Survey of Adversarial Defences and Robustness in NLP', 'Efficient computation of the Shapley value for game-theoretic network centrality', 'Diversity driven attention model for query-based abstractive summarization', 'Correlational neural networks', 'Latent dirichlet allocation based multi-document summarization', 'SMDP homomorphisms: An algebraic approach to abstraction in semi markov decision processes', 'An algebraic approach to abstraction in reinforcement learning', 'Learning to repeat: Fine grained action repetition for deep reinforcement learning']"
Sandeep Kumar,Indian Institute of Technology Madras,"Artificial Intelligence, Automated Planning, Machine Learning",9063,https://scholar.google.com/citations?hl=en&user=E_zeLPIAAAAJ,38,168,"['An experimental study of a novel dew point evaporative cooling system', 'Nutritional contents and medicinal properties of wheat: a review', 'Numerical study of a novel dew point evaporative cooling system', 'Soil dehydrogenase enzyme activity in natural and mine soil-a review', 'Estimation of total phenols and flavonoids in extracts of Actaea spicata roots and antioxidant activity studies', 'Direct characterization of Blastocystis from faeces by PCR and evidence of zoonotic potential', 'Effect of reinforcement size and volume fraction on the abrasive wear behaviour of AA7075 Al/SiCp P/M composites—a statistical analysis', 'Molecular aspects of pesticide degradation by microorganisms', 'Free radical scavenging and analgesic activities of Cucumis sativus L. fruit extract', 'Developing a mathematical model to evaluate wear rate of AA7075/SiCp powder metallurgy composites']"
M Kamaraj,Indian Institute of Technology Madras,"Tribology, Surface Coatings, Creep, Materials",9048,https://scholar.google.com/citations?hl=en&user=5HB96vcAAAAJ,52,165,"['Synthesis and characterization of nanocrystalline AlFeTiCrZnCu high entropy solid solution by mechanical alloying', 'Processing and properties of nanocrystalline CuNiCoZnAlTi high entropy alloys by mechanical alloying', 'Rafting in single crystal nickel-base superalloys—An overview', 'Effect of weld cooling rate on Laves phase formation in Inconel 718 fusion zone', 'Tribological and corrosion properties of Al–12Si produced by selective laser melting', 'Dry sliding wear behaviour of zinc oxide reinforced magnesium matrix nano-composites', 'The microstructure and high temperature wear performance of a nickel base hardfaced coating', 'Formation and stability of equiatomic and nonequiatomic nanocrystalline CuNiCoZnAlTi high-entropy alloys by mechanical alloying', 'Hot consolidation and mechanical properties of nanocrystalline equiatomic AlFeTiCrZnCu high entropy alloy after mechanical alloying', 'Microstructural aspects of plasma transferred arc surfaced Ni-based hardfacing alloy']"
Srinivasa Rao Bakshi,Indian Institute of Technology Madras,"Surface engineering and coatings, in-situ composites, ultra high temperature ceramics and …, carbon nanotubes and graph",9006,https://scholar.google.com/citations?hl=en&user=7LjSLCIAAAAJ,45,84,"['Carbon nanotube reinforced metal matrix composites-a review', 'An analysis of the factors affecting strengthening in carbon nanotube reinforced aluminum composites', 'Carbon nanotubes: reinforced metal matrix composites', 'Boron nitride nanotube reinforced polylactide–polycaprolactone copolymer composite: Mechanical properties and cytocompatibility with osteoblasts and macrophages in vitro', 'Carbon nanotube reinforced aluminum composite coating via cold spraying', 'Aluminum-based cast in situ composites: a review', 'Aluminum composite reinforced with multiwalled carbon nanotubes from plasma spraying of spray dried powders', 'Tensile properties of carbon nanotubes reinforced aluminum matrix composites: A review', 'Effect of different carbon nano-fillers on rheological properties and lap shear strength of epoxy adhesive joints', 'Synthesis and characterization of multiwalled carbon nanotube reinforced ultra high molecular weight polyethylene composite by electrostatic spraying technique']"
Rajagopalan Srinivasan,Indian Institute of Technology Madras,"Process Systems Engineering, Energy Systems, AI & ML, Process Safety",8760,https://scholar.google.com/citations?hl=en&user=LItoQlMAAAAJ,55,152,"['Agent-based supply chain management—1: framework', 'Data-driven soft sensor approach for quality prediction in a refining process', 'Sustainability trends in the process industries: A text mining-based analysis', 'A new continuous-time formulation for scheduling crude oil operations', 'Agent-based supply chain management—2: a refinery application', 'Novel solution approach for optimizing crude oil operations', 'A statistical approach for evaluating inherent benign-ness of chemical process routes in early design stages', 'Text mining of accident reports using semi-supervised keyword extraction and topic modeling', 'Expert system for the design of inherently safer processes. 1. Route selection stage', 'Online monitoring of multi-phase batch processes using phase-based multivariate statistical process control']"
Balaji C,"TT Narendran Institute Chair Professor, Department of Mechanical Engineering, IIT Madras …","Heat Transfer, Optimization, Atmospheric Science, Inverse Problems, ML in Thermal Sciences",8751,https://scholar.google.com/citations?hl=en&user=JNIgB64AAAAJ,48,166,"['Experimental investigations on phase change material based finned heat sinks for electronic equipment cooling', 'Thermal optimization of PCM based pin fin heat sinks: an experimental study', 'Experimental investigations on thermal performance enhancement and effect of orientation on porous matrix filled PCM based heat sink', 'Interaction of surface radiation with free convection in a square cavity', 'Method to improve geometry for heat transfer enhancement in PCM composite heat sinks', 'Convection heat transfer from aluminium and copper foams in a vertical channel–An experimental study', 'Thermal management of 18650 Li-ion battery using novel fins–PCM–EG composite heat sinks', 'Thermal performance of a PCM heat sink under different heat loads: an experimental study', 'Experimental and numerical investigations on the effect of porosity and PPI gradients of metal foams on the thermal performance of a composite phase change material heat sink', 'Conjugate turbulent natural convection with surface radiation in air filled rectangular enclosures']"
Velmurugan R,Indian Institute of Technology Madras,"Impact mechanics, Composite materials, FE Analysis, Nanomaterials",8641,https://scholar.google.com/citations?hl=en&user=dQ_hsaAAAAAJ,52,186,"['Mechanical properties of palmyra/glass fiber hybrid composites', 'Energy absorption characteristics of additively manufactured plate-lattices under low-velocity impact loading', 'Effect of high strain rate on glass/carbon/hybrid fiber reinforced epoxy laminated composites', 'Improvements in Mode I interlaminar fracture toughness and in-plane mechanical properties of stitched glass/polyester composites', 'Reliability analysis of tensile strengths using Weibull distribution in glass/epoxy and carbon/epoxy composites', 'Study of filament wound grid-stiffened composite cylindrical structures', 'Statistical analysis of the tensile strength of GFRP, CFRP and hybrid composites', 'Quasi-static and dynamic compression behaviors of a novel auxetic structure', 'Effect of nanoclay addition on vibration properties of glass fibre reinforced vinyl ester composites', 'Comparative study of impact strength characteristics of treated and untreated sisal polyester composites']"
Masilamani Jeganmohan,"Associate Professor, Department of Chemistry, Indian Institute of Technology Madras",Organic Synthesis,8622,https://scholar.google.com/citations?hl=en&user=4tsmRTQAAAAJ,56,135,"['Rhodium-catalyzed one-pot synthesis of substituted pyridine derivatives from α, β-unsaturated ketoximes and alkynes', 'Ruthenium-Catalyzed Ortho-Alkenylation of Aromatic Ketones with Alkenes by C–H Bond Activation', 'Ruthenium-catalyzed highly regioselective cyclization of ketoximes with alkynes by C–H bond activation: A practical route to synthesize substituted isoquinolines', 'Highly Regio- and Stereoselective Ruthenium(II)-Catalyzed Direct ortho-Alkenylation of Aromatic and Heteroaromatic Aldehydes with Activated Alkenes under\xa0…', 'Regioselective synthesis of isocoumarins by ruthenium-catalyzed aerobic oxidative cyclization of aromatic acids with alkynes', 'Cobalt‐and nickel‐catalyzed regio‐and stereoselective reductive coupling of alkynes, allenes, and alkenes with alkenes', 'Recent advances in the ruthenium-catalyzed hydroarylation of alkynes with aromatics: synthesis of trisubstituted alkenes', 'Recent advances in the ruthenium (II)-catalyzed chelation-assisted C–H olefination of substituted aromatics, alkenes and heteroaromatics with alkenes via the deprotonation pathway', 'Ruthenium-Catalyzed ortho Alkenylation of Aromatics with Alkenes at Room Temperature with Hydrogen Evolution', 'Alkylation, Annulation, and Alkenylation of Organic Molecules with Maleimides by Transition‐Metal‐Catalyzed C‐H Bond Activation']"
Rohit Batra,Assistant Professor IIT Madras,"Materials informatics, Density functional theory, Machine learning, Materials discovery",8579,https://scholar.google.com/citations?hl=en&user=HYOLn6IAAAAJ,34,48,"['Machine learning in materials informatics: recent applications and prospects', 'Machine learning force fields: construction, validation, and outlook', 'Emerging materials intelligence ecosystems propelled by machine learning', 'Physically informed artificial neural networks for atomistic modeling of materials', 'Solving the electronic structure problem with machine learning', 'Machine-learning predictions of polymer properties with Polymer Genome', 'Polymer informatics: Current status and critical next steps', 'Polymer design using genetic algorithm and machine learning', 'Dopants promoting ferroelectricity in hafnia: Insights from a comprehensive chemical space exploration', 'A universal strategy for the creation of machine learning-based atomistic force fields']"
Sachin S. Gunthe,"Dept of Civil Engineering, IIT Madras","Aerosol, Atmospheric Chemistry and pollution, Climate, Health, Human body thermodynamics and cognition",8441,https://scholar.google.com/citations?hl=en&user=9WJ5i-MAAAAJ,41,73,"['Bioaerosols in the Earth system: Climate, health, and ecosystem interactions', 'Rainforest aerosols as biogenic nuclei of clouds and precipitation in the Amazon', 'Calibration and measurement uncertainties of a continuous-flow cloud condensation nuclei counter (DMT-CCNC): CCN activation of ammonium sulfate and sodium chloride aerosol\xa0…', 'Cloud condensation nuclei in pristine tropical rainforest air of Amazonia: size-resolved measurements and modeling of atmospheric aerosol composition and CCN activity', 'Aerosol-and updraft-limited regimes of cloud droplet formation: influence of particle number, size and hygroscopicity on the activation of cloud condensation nuclei (CCN)', 'Biogenic potassium salt particles as seeds for secondary organic aerosol in the Amazon', 'On the widespread enhancement in fine particulate matter across the Indo-Gangetic Plain towards winter', 'Size distributions and temporal variations of biological aerosol particles in the Amazon rainforest characterized by microscopy and real-time UV-APS fluorescence techniques\xa0…', 'An overview of the Amazonian aerosol characterization experiment 2008 (AMAZE-08)', 'Indian summer monsoon rainfall: implications of contrasting trends in the spatial variability of means and extremes']"
Dr. Mohanasankar Sivaprakasam,"Professor of Electrical Engineering, IIT Madras","Affordable healthcare technologies, Biomedical instrumentation, Healthcare delivery models for low resource …",7852,https://scholar.google.com/citations?hl=en&user=udQcaS4AAAAJ,47,138,"['Design and analysis of an adaptive transcutaneous power telemetry for biomedical implants', 'VerSe: a vertebrae labelling and segmentation benchmark for multi-detector CT images', 'An optimal design methodology for inductive power link with class-E amplifier', 'A 128-channel 6mw wireless neural recording ic with on-the-fly spike sorting and uwb tansmitter', 'Psi-Net: Shape and boundary aware joint multi-task deep network for medical image segmentation', 'A variable range bi-phasic current stimulus driver circuitry for an implantable retinal prosthetic device', 'Local pulse wave velocity: theory, methods, advancements, and clinical applications', 'Design optimization for integrated neural recording systems', 'A dual band wireless power and data telemetry for retinal prosthesis', 'Joint optic disc and cup segmentation using fully convolutional and adversarial networks']"
Shiva Nagendra SM,"Professor of Civil Engineering, Indian Institute of Technology Madras","Urban Air Quality Management, Indoor Air Quality, Real Time Vehicle Exhaust Emission …, Source Apportionment",7768,https://scholar.google.com/citations?hl=en&user=lFVg7bQAAAAJ,48,118,"['Urban air quality management-A review', 'PM2. 5-related health and economic loss assessment for 338 Chinese cities', 'Passive alternatives to mechanical air conditioning of building: A review', 'Analysis and interpretation of particulate matter–PM10, PM2. 5 and PM1 emissions from the heterogeneous traffic near an urban roadway', 'Indoor air quality investigations in a naturally ventilated school building located close to an urban roadway in Chennai, India', 'Source characterization of PM10 and PM2. 5 mass using a chemical mass balance model at urban roadside', 'Ozone pollution in Chinese cities: Assessment of seasonal variation, health effects and economic burden', 'Application of multiple-path particle dosimetry model for quantifying age specified deposition of particulate matter in human airway', 'Thermal comfort in traditional buildings composed of local and modern construction materials', 'Artificial neural network approach for modelling nitrogen dioxide dispersion from vehicular exhaust emissions']"
K.Shanti Swarup,"Professor, Department of Electrical Engineering, Indian Institute of Technology Madras","Energy Management Systems, Smart Grids, Automation, Digital-Numerical Protection, Computational Intelligence",7645,https://scholar.google.com/citations?hl=en&user=nNiRqpIAAAAJ,45,145,"['Multi-objective harmony search algorithm for optimal power flow problem', 'Unit commitment solution methodology using genetic algorithm', 'Electricity price forecasting using artificial neural networks', 'Solving multi-objective optimal power flow using differential evolution', 'Differential evolutionary algorithm for optimal reactive power dispatch', 'Environmental/economic dispatch using multi-objective harmony search algorithm', 'Differential evolution approach for optimal reactive power dispatch', 'Particle swarm optimization based K-means clustering approach for security assessment in power systems', 'Multi-objective biogeography based optimization for optimal PMU placement', 'Wavelet transform based digital protection for transmission lines']"
Subramshu S. Bhattacharya,"Professor of MME, IIT Madras","High entropy oxides (HEOs), Nanoceramics, Superplasticity",7441,https://scholar.google.com/citations?hl=en&user=drZz4a0AAAAJ,30,62,"['High‐entropy oxides: fundamental aspects and electrochemical properties', 'High entropy oxides for reversible energy storage', 'Multi-anionic and-cationic compounds: new high entropy materials for advanced Li-ion batteries', 'Multicomponent equiatomic rare earth oxides', 'Nanocrystalline multicomponent entropy stabilised transition metal oxides', 'Multicomponent equiatomic rare earth oxides with a narrow band gap and associated praseodymium multivalency', 'High entropy oxides as anode material for Li-ion battery applications: A practical approach', 'High entropy spinel metal oxide (CoCrFeMnNi) 3O4 nanoparticles as a high-performance supercapacitor electrode material', 'On the homogeneity of high entropy oxides: An investigation at the atomic scale', 'Lithium containing layered high entropy oxide structures']"
Pazhamalai Anbarasan,"Professor of Chemistry, IIT Madras",Organic Synthesis,7363,https://scholar.google.com/citations?hl=en&user=I8hSXYMAAAAJ,38,90,"['Recent developments and perspectives in palladium-catalyzed cyanation of aryl halides: synthesis of benzonitriles', 'From noble metal to Nobel prize: palladium‐catalyzed coupling reactions as key methods in organic synthesis', 'Integration of chemical catalysis with extractive fermentation to produce fuels', 'Well-defined iron catalyst for improved hydrogenation of carbon dioxide and bicarbonate', 'A general and efficient catalyst for palladium-catalyzed C− O coupling reactions of aryl halides with primary alcohols', 'A general rhodium‐catalyzed cyanation of aryl and alkenyl boronic acids', '1, 2, 3-Triazole and its analogues: new surrogates for diazo compounds', 'Recent advances in transition-metal-catalyzed denitrogenative transformations of 1, 2, 3-triazoles and related compounds', 'Palladium catalyzed aryl (alkyl) thiolation of unactivated arenes', 'Palladium-catalyzed carbonylative CH activation of heteroarenes']"
Sundargopal Ghosh,"Professor, Department of Chemistry, Indian Institute of Technology Madras","Boron, Main Group, Metallaborane, Cluster, Triple-decker",7322,https://scholar.google.com/citations?hl=en&user=xLXfN-IAAAAJ,55,176,"['Synthesis and characterization of hypoelectronic rhenaboranes. Analysis of the geometric and electronic structures of species following neither borane nor metal cluster\xa0…', 'Ferrocene and Triazole-Appended Rhodamine Based Multisignaling Sensors for Hg2+ and Their Application in Live Cell Imaging', 'Borylene-based direct functionalization of organic substrates: synthesis, characterization, and photophysical properties of novel π-conjugated borirenes', 'Boron Beyond the Icosahedral Barrier: A 16‐Vertex Metallaborane', 'Synthesis of [(Cp*Re)2BnHn] n=8–10: Metal Boride Particles That Stretch the Cluster Structure Paradigms', 'Synthesis, Structure, Bonding, and Reactivity of Metal Complexes Comprising Diborane(4) and Diborene(2): [{Cp*Mo(CO)2}2{μ‐η2:η2‐B2H4}] and [{Cp*M(CO)2}2B2H2M(CO)4], M=Mo,W', 'Reactivity of diruthenium and dirhodium analogues of pentaborane (9): agostic versus boratrane complexes', 'Metallaboranes of the Early Transition Metals: Direct Synthesis and Characterization of [{(η5‐C5Me5) Ta} 2BnHm](n= 4, m= 10; n= 5, m= 11),[{(η5‐C5Me5) Ta} 2B5H10 (C6H4CH3\xa0…', 'Sensitive and selective redox, chromogenic, and “turn-on” fluorescent probe for Pb (II) in aqueous environment', 'Supraicosahedral polyhedra in metallaboranes: synthesis and structural characterization of 12-, 15-, and 16-vertex rhodaboranes']"
ROHIT KUMAR SINGH,"PhD in Physics, IIT Madras",High Energy Physics,7280,https://scholar.google.com/citations?hl=en&user=ibYbHsYAAAAJ,39,140,"['Internet of Things (IoT) adoption barriers of smart cities’ waste management: An Indian context', 'Performance of the CMS high-level trigger during LHC Run 2', 'Search for new physics in high-mass diphoton events from proton-proton collisions at  = 13 TeV', 'Synthetic and organic mulching and nitrogen effect on winter wheat (Triticum aestivum L.) in a semi-arid environment', 'Long-range angular correlations of π, K and p in p-Pb collisions at√ sNN= 5.02 TeV', 'Neutral pion production at midrapidity in pp and Pb–Pb collisions at', 'Investigation of the p–Σ0 interaction via femtoscopy in pp collisions', 'Observation of a pseudoscalar excess at the top quark pair production threshold', 'ALICE collaboration', 'Measurements of polarization and spin correlation and observation of entanglement in top quark pairs using  events from proton-proton collisions at\xa0…']"
Ashis Kumar Sen,IIT Madras,Microfluidics,7256,https://scholar.google.com/citations?hl=en&user=nm69QSQAAAAJ,39,160,"['Particle separation and sorting in microfluidic devices', 'Effect of surface energy and roughness on cell adhesion and growth–facile surface modification for enhanced cell culture', 'Facile fabrication and characterization of a PDMS-derived candle soot coated stable biocompatible superhydrophobic and superhemophobic surface', 'Analytical modeling, simulations and experimental studies of a PZT actuated planar valveless PDMS micropump', 'Localized surface plasmon resonance (LSPR) biosensor based on thermally annealed silver nanostructures with on-chip blood-plasma separation for the detection of dengue non\xa0…', 'Capillary flow-driven microfluidic device with wettability gradient and sedimentation effects for blood plasma separation', 'Self-driven droplet transport: Effect of wettability gradient and confinement', 'Acoustic impedance based label-free isolation of circulating tumour cells from blood using acoustophoresis', 'Facile fabrication and mechanistic understanding of a transparent reversible superhydrophobic – superhydrophilic surface', 'Hydrodynamic resistance and mobility of deformable objects in microfluidic channels']"
G Sekar,"Professor of Chemistry, IIT Madras, India","Organic Chemistry, Asymmetric Synthesis, Catalysis",7133,https://scholar.google.com/citations?hl=en&user=X23iSgMAAAAJ,50,145,"['Cu-catalyzed one-pot synthesis of unsymmetrical diaryl thioethers by coupling of aryl halides using a thiol precursor', 'An efficient method for cleavage of epoxides with aromatic amines', 'Aerobic, Chemoselective Oxidation of Alcohols to Carbonyl Compounds Catalyzed by a DABCO‐Copper Complex under Mild Conditions', 'Asymmetric Kharasch Reaction:\u2009 Catalytic Enantioselective Allylic Oxidation of Olefins Using Chiral Pyridine Bis(diphenyloxazoline)−Copper Complexes and tert-Butyl\xa0…', 'General, mild, and intermolecular Ullmann-type synthesis of diaryl and alkyl aryl ethers catalyzed by diol− copper (I) complex', 'Straightforward strategies for the preparation of NH-sulfoximines: a serendipitous story', 'Metal-catalyzed C–S bond formation using sulfur surrogates', 'Catalytic enantioselective cyclopropanation of olefins using carbenoid chemistry', 'Recent applications of α-carbonyl sulfoxonium ylides in rhodium-and iridium-catalyzed C–H functionalizations', 'An efficient copper (II)-catalyzed synthesis of benzothiazoles through intramolecular coupling-cyclization of N-(2-chlorophenyl) benzothioamides']"
Professor Satyajit Roy,Indian Institute of Technology Madras,"Computational Fluid Dynamics, Boundary Layer theory",7098,https://scholar.google.com/citations?hl=en&user=68l0YcsAAAAJ,48,119,"['Effects of thermal boundary conditions on natural convection flows within a square cavity', 'Natural convection in a square cavity filled with a porous medium: effects of various thermal boundary conditions', 'Finite element analysis of natural convection flows in a square cavity with non-uniformly heated wall (s)', 'Analysis of mixed convection flows within a square cavity with uniform and non-uniform heating of bottom wall', 'Heat flow analysis for natural convection within trapezoidal enclosures based on heatline concept', 'Steady natural convection flow in a square cavity filled with a porous medium for linearly heated side wall (s)', 'Steady natural convection flows in a square cavity with linearly heated side wall (s)', 'Natural convection flows in a trapezoidal enclosure with uniform and non-uniform heating of bottom wall', 'Unsteady mixed convection flow on a rotating cone in a rotating fluid', 'Finite element analysis of natural convection in a triangular enclosure: effects of various thermal boundary conditions']"
Sivakumar KC IITM,Indian Institute of Technology Madras,,7081,https://scholar.google.com/citations?hl=en&user=eqlcHWsAAAAJ,43,176,"['A sufficient condition for nonvanishing of determinants', 'Effect of heat treatment on mechanical and ballistic properties of a high strength armour steel', 'Darboux transformation and perturbation of linear functionals', 'Doubly diagonally dominant matrices', 'On Two-Sided Bounds Related to Weakly Diagonally Dominant M-Matrices with Application to Digital Circuit Dynamics', 'Minimal spectrally arbitrary sign patterns', 'Principal pivot transforms: properties and applications', 'A mathematical model for the dynamics of HIV-1 during the typical course of infection', 'Free vibration of laminated composite plates with cutout', 'Reachability and holdability of nonnegative states']"
A Ramesh,"Institute Chair Professor, Dept. of Mechanical Engineering, Indian Institute of Technology","Internal Combustion Engines, Alternative fuels, automotive engineering, Engine control, hybrid",7004,https://scholar.google.com/citations?hl=en&user=SPA7o6QAAAAJ,39,104,"['An experimental comparison of methods to use methanol and Jatropha oil in a compression ignition engine', 'Use of hydrogen to enhance the performance of a vegetable oil fuelled compression ignition engine', 'Investigation on the effect of concentration of methane in biogas when used as a fuel for a spark ignition engine', 'Effect of hydrogen addition on the performance of a biogas fuelled spark ignition engine', 'Parametric studies for improving the performance of a Jatropha oil-fuelled compression ignition engine', 'An experimental study of the biogas–diesel HCCI mode of engine operation', 'Effect of compression ratio on the performance and combustion of a biogas fuelled spark ignition engine', 'Hydrogen fueled spark ignition engine with electronically controlled manifold injection: An experimental study', 'Effect of water injection and spark timing on the nitric oxide emission and combustion parameters of a hydrogen fuelled spark ignition engine', 'Experimental investigation of the factors affecting the performance of a LPG-diesel dual fuel engine']"
Rama Verma,"Retered Director MNNIT,Retired Professor in Biotechnology, IIT, Madras, Chennai and …","Stem Cell, Molecular Biology, Receptor Biology, Immunology, Membrane Biology",6974,https://scholar.google.com/citations?hl=en&user=LrxrULcAAAAJ,47,142,"['The mesenchymal stem cell secretome: A new paradigm towards cell-free therapeutic mode in regenerative medicine', 'Strategies for targeted drug delivery in treatment of colon cancer: current trends and future perspectives', 'Nanomaterials for early detection of cancer biomarker with special emphasis on gold nanoparticles in immunoassays/sensors', 'Humanized immunotoxins: a new generation of immunotoxins for targeted cancer therapy', 'An improved protocol for primary culture of cardiomyocyte from neonatal mice', 'Antibacterial activity of plants used in Indian herbal medicine', 'Therapeutic potential of anticancer immunotoxins', 'Hepatocyte growth factor is secreted by osteoblasts and cooperatively permits the survival of haematopoietic progenitors', 'Therapeutic targets and recent advances in protein immunotoxins', 'Organotypic cancer tissue models for drug screening: 3D constructs, bioprinting and microfluidic chips']"
Subramanya Sarma Vadlamani,"Professor, Department of Metallurgical and Materials Engineering, Indian Institute of …","Materials Processing, Microstructure, Grain Boundaries, Mechanical Properties",6940,https://scholar.google.com/citations?hl=en&user=gz8LMM4AAAAJ,46,107,"['Tensile and wear behaviour of in situ Al–7Si/TiB2 particulate composites', 'On the Hall–Petch relationship in a nanostructured Al–Cu alloy', 'Development of ultrafine grained high strength Al–Cu alloy by cryorolling', 'A study on microstructural evolution and dynamic recrystallization during isothermal deformation of a Ti-modified austenitic stainless steel', 'Role of stacking fault energy in strengthening due to cryo-deformation of FCC metals', 'A critical evaluation on efficacy of recrystallization vs. strain induced boundary migration in achieving grain boundary engineered microstructure in a Ni-base superalloy', 'Effect of strain rate on the dynamic recrystallization behavior in a nitrogen-enhanced 316L (N)', 'Role of twinning on dynamic recrystallization and microstructure during moderate to high strain rate hot deformation of a Ti-modified austenitic stainless steel', 'Hot deformation characteristics and processing map of a phosphorous modified super austenitic stainless steel', 'High strength and ductile ultrafine grained Cu-Ag alloy through bimodal grain size, dislocation density and solute distribution']"
Vimalraj Selvaraj,"Assistant Professor (DST-INSPIRE Faculty, SERB-SRS) Dept. of Appl. Mech & Biomed. Eng …","Tumor angiogenesis, Transgenic Zebrafish, Bone biology, Stem cell biology, Biomaterials and tissue",6937,https://scholar.google.com/citations?hl=en&user=ZFTqPpYAAAAJ,36,67,"['Alkaline phosphatase: Structure, expression and its function in bone mineralization', 'Global burden of 292 causes of death in 204 countries and territories and 660 subnational locations, 1990–2023: a systematic analysis for the Global Burden of Disease Study 2023', 'Burden of 375 diseases and injuries, risk-attributable burden of 88 risk factors, and healthy life expectancy in 204 countries and territories, including 660 subnational\xa0…', 'Runx2: Structure, function, and phosphorylation in osteoblast differentiation', 'Flavonoids: classification, function, and molecular mechanisms involved in bone remodelling', 'A review on injectable chitosan/beta glycerophosphate hydrogels for bone tissue regeneration', 'A concise review of VEGF, PDGF, FGF, Notch, angiopoietin, and HGF signalling in tumor angiogenesis with a focus on alternative approaches and future directions', 'Type 1 collagen: Synthesis, structure and key functions in bone mineralization', 'Bioactive Zinc (II) complex incorporated PCL/gelatin electrospun nanofiber enhanced bone tissue regeneration', 'A positive role of microRNA‐15b on regulation of osteoblast differentiation']"
Mathava Kumar,"Department of Civil Engineering, Indian Institute of Technology Madras","Water Purification, Wastewater Treatment, Biorememdiation",6820,https://scholar.google.com/citations?hl=en&user=Wan6DykAAAAJ,44,90,"['Co-composting of green waste and food waste at low C/N ratio', 'Co-existence of anammox and denitrification for simultaneous nitrogen and carbon removal—strategies and issues', 'Simultaneous partial nitrification, anaerobic ammonium oxidation and denitrification (SNAD) in a full-scale landfill-leachate treatment plant', 'Microalgae biomass from swine wastewater and its conversion to bioenergy', 'Adsorption and desorption characteristics of hydrophobic pesticide endosulfan in four Indian soils', 'Microbial fuel cell-based biosensor for online monitoring wastewater quality: A critical review', 'Development of simultaneous partial nitrification, anammox and denitrification (SNAD) process in a sequential batch reactor', 'Evaluation of single-component and multi-component adsorption of metronidazole, phosphate and nitrate on activated carbon from Prosopıs julıflora', 'Problematic effects of antibiotics on anaerobic treatment of swine wastewater', 'Antagonistic and synergistic analysis of antibiotic adsorption on Prosopis juliflora activated carbon in multicomponent systems']"
Anurag Mittal,"Professor of Computer Science and Engg., IIT Madras, INDIA","Computer Vision, Image Processing",6502,https://scholar.google.com/citations?hl=en&user=mB9AZSAAAAAJ,35,60,"['Motion-based background subtraction using adaptive kernel density estimation', 'Background modeling and subtraction of dynamic scenes', 'M2tracker: A multi-view approach to segmenting and tracking people in a cluttered scene', 'A generative model for zero shot learning using conditional variational autoencoders', 'Automated feature extraction for early detection of diabetic retinopathy in fundus images', 'A zero-shot framework for sketch based image retrieval', 'M2tracker: A multi-view approach to segmenting and tracking people in a cluttered scene using region-based stereo', 'Scene modeling for wide area surveillance and image synthesis', 'A generative approach to zero-shot and few-shot action recognition', 'Co-segmentation inspired attention networks for video-based person re-identification']"
Varadaraju Upadhyayula,IIT Madras,"Solid State Chemistry, Materials Chemistry, Materials Science, Condensed Matter, Electrochemical Energy Systems",6400,https://scholar.google.com/citations?hl=en&user=uApUuykAAAAJ,43,129,"['Photoluminescence Studies on Eu2+-Activated Li2SrSiO4a Potential Orange-Yellow Phosphor for Solid-State Lighting', 'Nitrogen containing carbon nanotubes as supports for Pt–Alternate anodes for fuel cell applications', 'Room temperature synthesis and Li insertion into nanocrystalline rutile TiO2', 'Thermal expansion behaviour of some rare earth oxide pyrochlores', 'White-Light Generation in  Sr2SiO4\u2009:\u2009Eu2\u2009+\u2009,  Ce3\u2009+\u2009 under Near-UV Excitation: A Novel Phosphor for Solid-State Lighting', 'Synthesis, phase transition and photoluminescence studies on Eu3+-substituted double perovskites—A novel orange-red phosphor for solid-state lighting', 'Intense red-emitting phosphors for white light emitting diodes', 'Enhanced nanoscale conduction capability of a MoO2/Graphene composite for high performance anodes in lithium ion batteries', 'Structural stability and superior electrochemical performance of Sc-doped LiMn2O4 spinel as cathode for lithium ion batteries', 'Fabrication and characterization of uniform TiO2 nanotube arrays by sol--gel template method.']"
