Name,Affiliation,Interests,Cited By,Profile URL
Bhuvaneshwari Sakthivel,"MEMS lab, IIT Indore","Triboelectric nanogenerator, Sensors, Metal oxides, thin films",556.0,https://scholar.google.com/citations?hl=en&user=TCkySSkAAAAJ
Abhishek Aggarwal,"Assistant Professor, IIT Indore","Molecular Dynamics, Machine Learning, Energy Storage, Materials Modeling, DFT",546.0,https://scholar.google.com/citations?hl=en&user=z-Z2kLEAAAAJ
Shubhi Bansal,IIT Indore,"Natural Language Processing, Deep Learning, Social Media, Data Mining, Informational Retrieval",544.0,https://scholar.google.com/citations?hl=en&user=VwA--M4AAAAJ
Dr. Shiv Pal,"Indian Institute of Technology, Indore",,528.0,https://scholar.google.com/citations?hl=en&user=p6T5FyAAAAAJ
Dr. Poonam Tiwari,"Visvesvaraya Post Doctoral Fellow, Department of Electrical Engineering, IIT Indore","OAM, Transmitarray, Metasurface, MIMO, Dielectric Resonator Antennas",516.0,https://scholar.google.com/citations?hl=en&user=dzrBY9sAAAAJ
KV Vamsi,"Metallurgical Engineering and Materials Science, Indian Institute of Technology Indore","Superalloys, High entropy alloys, First principles calculations, Alloy design, Materials Modelling",514.0,https://scholar.google.com/citations?hl=en&user=ducGUjAAAAAJ
Bivas Dutta,"Indian Institute of Technology, Indore","Condensed matter Physics, Nano Science, Quantum Physics, Heat transport at nanoscale",513.0,https://scholar.google.com/citations?hl=en&user=CmjDQPkAAAAJ
Rudra Pratap Singh,"Post-Doc (N-PDF), IIT Indore","Sustainable Construction Materials, Geopolymer Concrete, Recycled Aggregate, Life Cycle Analysis",509.0,https://scholar.google.com/citations?hl=en&user=ZJYx2gkAAAAJ
Sameena R. Mulani,Indian Institute of Technology Indore,"Desalination, dye removal, water splitting, Wastewater Treatment, Interfacial Solar Steam Generation",498.0,https://scholar.google.com/citations?hl=en&user=IBkv2CwAAAAJ
abhinav raghuvanshi,"Department of Chemistry, IIT Indore","Inorganic chemistry, Organometallics, Coordination Chemistry",486.0,https://scholar.google.com/citations?hl=en&user=MFC5-40AAAAJ
MOHAMMAD ZIA UR REHMAN,IIT Indore,"Natural Language Processing, Deep Learning, Social Media Analytics",482.0,https://scholar.google.com/citations?hl=en&user=iglpBq0AAAAJ
Unmesh Khati,Indian Institute of Technology Indore,"SAR remote sensing, PolSAR, PolInSAR, Tomographic SAR",481.0,https://scholar.google.com/citations?hl=en&user=AJbwAIQAAAAJ
EG Rini,IIT Indore,"Lattice dynamics, DFT, Material Science, Multiferroic",475.0,https://scholar.google.com/citations?hl=en&user=Xg94k6oAAAAJ
Subhadeep Paladhi,"Assistant Professor, IIT Indore","Power System Protection, Power System Monitoring",460.0,https://scholar.google.com/citations?hl=en&user=Em5RQOIAAAAJ
Soumi Chattopadhyay,Indian Institute of Technology Indore,"Services Computing, Machine Learning, Deep Learning, Artificial Intelligence, NLP",438.0,https://scholar.google.com/citations?hl=en&user=BgU17cEAAAAJ
Nidhi Pathak,"Chanakya Post-doctoral Fellow, IIT Indore","Wireless Sensor Networks, Internet of Things, Healthcare Interoperability, eHealth",437.0,https://scholar.google.com/citations?hl=en&user=QDxa_pYAAAAJ
Dr Ram Sajeevan Maurya,"Indian Institute of Technology Indore, Khandwa Road, Simrol , Indore MP, India, 453 552","Powder Metallurgy, High Entropy Alloys, ODS Alloys",432.0,https://scholar.google.com/citations?hl=en&user=6f8zrTcAAAAJ
Dr. Antony Vijesh,IIT Indore,Numerical Analysis,431.0,https://scholar.google.com/citations?hl=en&user=w3fgleAAAAAJ
Lokesh Basavarajappa,Indian Institute of Technology Indore,"Ultrasound Imaging, Beamforming, Elastography, Medical Image Processing",429.0,https://scholar.google.com/citations?hl=en&user=Gxg17Q4AAAAJ
Akshaya Kumar,"Associate Professor, Indian Institute of Technology (IIT) Indore","Film Studies, Media Studies, Television Studies, Cultural Studies",426.0,https://scholar.google.com/citations?hl=en&user=7rZmN1YAAAAJ
Hemant Borkar,Associate Professor at IIT Indore,,426.0,https://scholar.google.com/citations?hl=en&user=siZP-XoAAAAJ
Dr. Baadiga  Ramu,"Assistant Professor, Indian Institute of Technology Indore","Geosynthetic Engineering, Pavement Geotechnics, Ground Improvement, Geotechnical Engineering",419.0,https://scholar.google.com/citations?hl=en&user=v7bYfXYAAAAJ
Dheeraj Rane,"Senior Engineer, IITI DRISHTI CPS Foundation, IIT Indore","Cloud computing economics, Cloud resource broker, Service level agreement, Pricing models in cloud",415.0,https://scholar.google.com/citations?hl=en&user=sl-xlsUAAAAJ
Rajan Singh,"Chemical Engineering Department, Indian Institute of Technology Indore","Hetrogeneous catalysis, CO2 Utilization, Kinetics, H2 Production, Thermo-chemical water splitting",409.0,https://scholar.google.com/citations?hl=en&user=JFf0XsYAAAAJ
Dr. Atreyee Ghosh,Sr. Scientific Officer at Technology Translation Research Park of IIT Indore,"Digital Twin, Cyber Physical Systems, Carbon-dioxide Sequestration, Biofuels, Wastewater Remediation",407.0,https://scholar.google.com/citations?hl=en&user=N5Zs4zkAAAAJ
Dr. Deeksha Tiwari,Indian Institute of Technology Indore,"Neuroinflammation, Virology",405.0,https://scholar.google.com/citations?hl=en&user=BLxAHDcAAAAJ
Mahesh Verma,Poornima College of Engineering | IIT Kanpur | IIT Indore,"Nanomaterials, Optical properties, Charge Storage, Photocatalysis, SERS",402.0,https://scholar.google.com/citations?hl=en&user=IMUEeUYAAAAJ
Dr.Mohanasundari Thangavel,"Associate Professor (Economics), IIT Indore","Climate Change, Agricultural Economics, Environment and Resource Economics",402.0,https://scholar.google.com/citations?hl=en&user=vBoX-1IAAAAJ
Gourab Sil,"Associate Professor, IIT Indore","Highway Geometric Design, Highway Safety, Driving Behavior, Traffic Engineering",400.0,https://scholar.google.com/citations?hl=en&user=U3iQmv0AAAAJ
Dr. Jitesh Agrawal,Research Associate in Electrical Engineering at Indian Institute of Technology Indore,"Photo detectors, Gas sensors",394.0,https://scholar.google.com/citations?hl=en&user=CTBlGNMAAAAJ
Samriddhi Saxena,IIT Indore,"Electrochemical Energy Storage, Secondary Batteries, Layered Oxide Cathodes",393.0,https://scholar.google.com/citations?hl=en&user=qlVpv0gAAAAJ
Chandresh Kumar Maurya,Associate Professor at IIT Indore,"Machine Learning, Natural Language Processing, Data Mining, Deep Learning",391.0,https://scholar.google.com/citations?hl=en&user=OR0yLJEAAAAJ
Md. Aquil Khan,Indian Institute of Technology Indore,"Modal Logic, Rough Set Theory",383.0,https://scholar.google.com/citations?hl=en&user=B-byVq4AAAAJ
Soumavo Ghosh,"Indian Institute of Technology (IIT), Indore",Astronomy & Astrophysics,382.0,https://scholar.google.com/citations?hl=en&user=SPTIlYAAAAAJ
Rinkee Chopra,"Assistant Professor, IIT Indore","Circularly Polarized and Broadband …, Microwave Circuits, Yagi-Uda Antennas, End-fire antennas, filt",382.0,https://scholar.google.com/citations?hl=en&user=J0gqnKAAAAAJ
Ayush Tripathi,Indian Institute of Technology Indore,"Biomedical Signal Processing, EEG, Human Computer Interaction, Brain Computer Interface, Sleep",381.0,https://scholar.google.com/citations?hl=en&user=qTP74jwAAAAJ
Sanchit Gupta,"Senior Research Associate, Indian Institute of Technology Indore","Sustainable construction practices, pervious concrete, rheology",367.0,https://scholar.google.com/citations?hl=en&user=LFqzfGMAAAAJ
SURESH CHANDRA BARAL,"IIT Indore, India","Energy, Catalysis, Sustainability",354.0,https://scholar.google.com/citations?hl=en&user=38bvSWsAAAAJ
Bibekananda Maji,"Associate Professor, IIT Indore","Analytic Number Theory, Modular Forms, Partition Theory, Special values of L-functions.",350.0,https://scholar.google.com/citations?hl=en&user=io62IdQAAAAJ
Asish Kumar Das,Indian Institute of Technology Indore,"Secondary Batteries, Solid Electrolytes, All Solid-State Batteries, Cathodes, EIS",345.0,https://scholar.google.com/citations?hl=en&user=Es_4ep4AAAAJ
Prasant Samantray,"Assistant Professor of Centre of Astronomy, IIT-Indore",High Energy Theoretical Physics,342.0,https://scholar.google.com/citations?hl=en&user=5tPH9_YAAAAJ
Sk. Safique Ahmad,"Associate Professor, Discipline of Mathematics, IIT Indore",Numerical Linear Algebra,341.0,https://scholar.google.com/citations?hl=en&user=zM_0qEUAAAAJ
Preetika Karnal,IIT Indore,"Chemical Engineering, Soft matter, Adhesion, Surface science, Interfacial mechanics",340.0,https://scholar.google.com/citations?hl=en&user=csVZYykAAAAJ
Vinay Kumar Gupta,"Department of Mathematics, IIT Indore, India","Kinetic Theory, Applied Mathematics, Granular flows",339.0,https://scholar.google.com/citations?hl=en&user=Bu1mn7AAAAAJ
Dr. Parameshwar. R. Chikate,Indian Institute of Technology Indore,"Field Emission, Watar-Splitting, Resistive Switching, Gas Sensing",337.0,https://scholar.google.com/citations?hl=en&user=BXSg4BMAAAAJ
Dipanjan Nag,Indian Institute of Technology (IIT) Indore,"Urban Transport Planning, Travel Behaviour, Transport Modelling, Walking, Digital Twins",327.0,https://scholar.google.com/citations?hl=en&user=GnLsD5AAAAAJ
Shashank Gupta,"Indian Institute of Technology, Indore","Quantum cryptography, quantum information theory, quantum correlations",326.0,https://scholar.google.com/citations?hl=en&user=4dn4lHGbFzAC
Vivek Verma,Indian Institute of Technology Indore,"Multicomponent diffusion, Thermo-kinetics, Physical Metallurgy",325.0,https://scholar.google.com/citations?hl=en&user=ElT_W2YAAAAJ
Nilesh kumbhar,"Indian Institute of Technology, Indore","Surface Engineering, Biomaterials",324.0,https://scholar.google.com/citations?hl=en&user=VMcoa4AAAAAJ
Anup Kumar Gupta,Indian Institute of Technology Indore,"Trustworthy AI, Adversarial Attacks and Defenses, Computer Vision",318.0,https://scholar.google.com/citations?hl=en&user=yNhpJTAAAAAJ
Dr. Vivek Singh,Indian Institute of Technology Indore,Welding Technology,316.0,https://scholar.google.com/citations?hl=en&user=_Bt_UjkAAAAJ
AKSHAY PRATAP SINGH,Indian Institute of Technology Indore,Geotechnical Engineering,314.0,https://scholar.google.com/citations?hl=en&user=Ar0wYLUAAAAJ
Dr. Palak Saket,Indian Institute of Technology Indore,"Environmental biotechnology, CW-MFC, bioelectrochemistry, dye degradation, algal technology",308.0,https://scholar.google.com/citations?hl=en&user=p-mlQxwAAAAJ
Dr. Palak Saket,"University of Huddersfield, CSIR-IMMT, Indian Institute of Technology Indore","Environmental Botechnology, CW-MFC, Bioremediation using Algae, Bioenergy, Nanoparticles",308.0,https://scholar.google.com/citations?hl=en&user=DzHCzO4AAAAJ
RV Ramana Reddy,IIT Indore,Chemistry,296.0,https://scholar.google.com/citations?hl=en&user=NVTNUhYAAAAJ
Ashish Rajak,"Assistant Professor, Mechanical Engineering, IIT Indore, India","Electromagnetic crimping, welding, forming, thermosonic ball bonding process",292.0,https://scholar.google.com/citations?hl=en&user=eHnsIccAAAAJ
Rupanjali Prasad,"Assistant Professor, IIT Indore","Crystallization, Particle Engineering, Process Monitoring, Spectroscopy, PAT",292.0,https://scholar.google.com/citations?hl=en&user=NRahLzcAAAAJ
Jatin Prakash,"IIT Indore, University of Alberta, Canada","Artificial Intelligence, Machine Learning, Condition Monitoring, Hydraulic systems",290.0,https://scholar.google.com/citations?hl=en&user=w5_9KwQAAAAJ
Khushubo Tiwari (Devi),Indian Institute of Technology Indore,"Iron Ore Reduction, Phase Transformation, Nanoalloys, TEM",284.0,https://scholar.google.com/citations?hl=en&user=sCL9Zl4AAAAJ
Dr. Tapas Ray,Indian Institute Technology (IIT) Indore,"Forest Fire Ecology, Climate Change, Forest Management, Plant Diversity",284.0,https://scholar.google.com/citations?hl=en&user=BbbotxUAAAAJ
Sudhananda Maharana,Indian Institute of Technology Indore,"Geometric Function Theory, Special Functions, Univalent Harmonic Functions",280.0,https://scholar.google.com/citations?hl=en&user=Opk9gRQAAAAJ
Debasish Pattanayak,"Department of Computer Science and Enginerring, IIT Indore","Distributed Computing, Fault-tolerance, Swarm Robots, Mobile Agents",273.0,https://scholar.google.com/citations?hl=en&user=E-jjx9gAAAAJ
Dr. Nisheeth Kumar Prasad,Assistant Professor (IIT Indore),Corrosion and materials protection,272.0,https://scholar.google.com/citations?hl=en&user=vjypzxYAAAAJ
Maheandera Prabu Paulraj,I-PDF at IIT Madras &  N-PDF at IIT Indore,"CFD simulation, Heat Energy, Nanofluids, Power Plant Solutions- Analysis and …",267.0,https://scholar.google.com/citations?hl=en&user=hV1pankAAAAJ
Deepika Bollimpalli,Indian Institute of Technology Indore,"Relativistic astrophysics, Accretion discs around compact objects, Cataclysmic variables, Variabilit",267.0,https://scholar.google.com/citations?hl=en&user=tqEOR9gAAAAJ
Gaurav Chauhan,"Assistant Professor, Indian Institute of Technology, Indore","Polymer Physics, Biophysics, Phase Separation, Reaction modeling, Macromolecular crowding",263.0,https://scholar.google.com/citations?hl=en&user=MdAFTWoAAAAJ
Srivathsan Vasudevan,"Professor, Indian Institute of Technology Indore","Photoacoustic imaging, Non-destructive testing",262.0,https://scholar.google.com/citations?hl=en&user=4EXe_okAAAAJ
Jitendra Dhanotia,"Indian Institute of Technology, Indore, India","interferometry, optical metrology, fringe analysis",261.0,https://scholar.google.com/citations?hl=en&user=KA13ulAAAAAJ
Dr. Kaustav Bakshi,"Associate Professor in Civil Engineering, Indian Institute of Technology Indore, India","Laminated composite shells, Nonlinear bending and vibration, failure predictions, stiffened shell responses",260.0,https://scholar.google.com/citations?hl=en&user=Blo-2UIAAAAJ
Nirmala Menon,Professor of Literature and Digital Humanities IIT Indore,"Postcolonial Literature, Digital Humanities",259.0,https://scholar.google.com/citations?hl=en&user=4ohNq8gAAAAJ
Manavendra N Mahato,IIT Indore,Gauge gravity correspondence,258.0,https://scholar.google.com/citations?hl=en&user=y1evN94AAAAJ
Sagnik Mitra,IIT Indore,"Process Control, Model Predictive Control, Biopharmaceuticals, Mitochondrial Diseases, Nanotechnology",254.0,https://scholar.google.com/citations?hl=en&user=R8yd3skAAAAJ
Himali Singh,Indian Institute of Technology Indore,"stochastic filtering, signal processing, machine learning",253.0,https://scholar.google.com/citations?hl=en&user=nxpM9x4AAAAJ
Ayan Kumar Manna,Indian Institute of Technology Indore,Experimental High Energy Physics,246.0,https://scholar.google.com/citations?hl=en&user=cdMSFn8AAAAJ
Sourav Chandra,Indian Institute of Technology Indore,"Electromyography, NeuroMotor Control, Neuro Mechanics, Estimation Theory, Signal Processing",245.0,https://scholar.google.com/citations?hl=en&user=M3i6ohEAAAAJ
ruchi singh,IIT Indore,"Photodetectors, optoelectronics, and Semiconductor devices",244.0,https://scholar.google.com/citations?hl=en&user=q9sCIfQAAAAJ
Abhilasha Maheshwari,"Assistant Professor, Department of Chemical Engineering, IIT Indore","Water Distribution Networks, Modelling &Optimization, Environmental Chemistry, Smart water",240.0,https://scholar.google.com/citations?hl=en&user=deYBcfgAAAAJ
Mukul Lokhande,"IIT Indore, Intel Labs Bengaluru, SGGSIET Nanded","computer architecture, deep learning, computer vision, high performance computing",240.0,https://scholar.google.com/citations?hl=en&user=axoFxjUAAAAJ
Suryakamal Sarma,Indian Institute of Technology Indore,"Physical Chemistry, Biochemistry, Self-assembly, Bio-condensation, Deep Eutectic Solvents",239.0,https://scholar.google.com/citations?hl=en&user=XykTiKQAAAAJ
Ravinder Kumar,Indian Institute of Technology Indore.,"Metal-Organic Frameworks, Covalent Organic Frameworks, Carbon Material",238.0,https://scholar.google.com/citations?hl=en&user=Bh2yHysAAAAJ
Khushwant Singh,"IIT Indore, NTUST (Taiwan tech), Sandwich Fellow at Tel Aviv University Israel, MP Young …","Angstrofluidics, water and ion transport, 2D materials, Nanofluidics",238.0,https://scholar.google.com/citations?hl=en&user=NOSzjIcAAAAJ
Sumit Chaudhary,IIT Indore,"HEMT, Device Analysis, Tcad Simulation, PVD",233.0,https://scholar.google.com/citations?hl=en&user=wJC823EAAAAJ
Lawqueen Kanesh,"Indian Institute of Technology Indore, India","Parameterized Complexity, Algorithms, Graph Theory",233.0,https://scholar.google.com/citations?hl=en&user=WD1JUOEAAAAJ
Anas Ullah Khan,Indian Institute of Technology Indore,Wire arc additive manufacturing,223.0,https://scholar.google.com/citations?hl=en&user=zy5laHYAAAAJ
Revanth Dugalam,IIT Indore,"Structural health monitoring, Damage detection, Uncertainty quantification, Artificial Intelligence",223.0,https://scholar.google.com/citations?hl=en&user=Hv7R4nEAAAAJ
Chandan Halder,"Assistant Professor, Indian Institute of Technology Indore",Modeling and Simulation of Materials,222.0,https://scholar.google.com/citations?hl=en&user=Jc4fgVQAAAAJ
Balmukund Dhakar,"Indian Institute of Technology, Indore, MP, India",Thermal Spray Coating,210.0,https://scholar.google.com/citations?hl=en&user=ki8GdZQAAAAJ
Rahul Dev Mishra,Indian institute of technology indore,"Silicon photonics, Microwave engineering",210.0,https://scholar.google.com/citations?hl=en&user=O2HqVMoAAAAJ
Dr. Nehal  Ahmad,"AMU, Jamia Millia Islamia Central University, IIT Indore, National Taipei University of Tech …","Quantum ML, RVFL, Optimization, NLP, LLM",210.0,https://scholar.google.com/citations?hl=en&user=XeUHXyUAAAAJ
Shahid Shafi Dar,Indian Institute of Technology Indore,"Natural Language Processing, Computer Vision, Crisis Informatics, Social Network Analytics",207.0,https://scholar.google.com/citations?hl=en&user=L9e0myAAAAAJ
Ranjith Kumar Poobalan,"Assistant Professor, IIT-Indore","Thin films, Solar energy, Sputtering, Nanomaterials",205.0,https://scholar.google.com/citations?hl=en&user=iTe5x74AAAAJ
Sanjeev Singh,"Associate Professor, Department of Mathematics, IIT Indore","Special functions, Turan type inequalities, Functions of a complex variable",199.0,https://scholar.google.com/citations?hl=en&user=BU4fWsMAAAAJ
Dr. Devesh Mishra,IIT Indore,"Internet of Things (IoT), Drones, Robotics, Sensor Network, Patents",198.0,https://scholar.google.com/citations?hl=en&user=-2hZyN0AAAAJ
Himanshu Kumar,Indian Institute of Technology Indore,"Biomedical Signal Processing, Neural Engineering, ML for Healthcare, Brain Connectivity",194.0,https://scholar.google.com/citations?hl=en&user=rlqKrlwAAAAJ
Niraj K. Shukla,"Indian Institute of Technology Indore, Indore, India","Wavelet, Frame and Harmonic Analysis",191.0,https://scholar.google.com/citations?hl=en&user=u0Uh8fAAAAAJ
Sanjram Premjit Khanganba,https://orcid.org/0000-0002-6215-7500 (IIT Indore),"Human Factors & Applied Cognition …, Interactive Systems, Medical and",185.0,https://scholar.google.com/citations?hl=en&user=fE-QpWUAAAAJ
Himani Joshi,IIT Indore,Theoretical and Computational Condensed …,185.0,https://scholar.google.com/citations?hl=en&user=ci9Rpa8AAAAJ
Vikash Kumar Verma,IIT Indore,2D-TMD Based Gas Sensors,185.0,https://scholar.google.com/citations?hl=en&user=xzTPtN4AAAAJ
Chinthakuntla Mahendar,Indian Institute of Technology Indore,Metallogels,176.0,https://scholar.google.com/citations?hl=en&user=4UsmnFwAAAAJ
Dr. Lokanath Mohapatra,"Research associate, IIT Indore","Nanomaterials, electrochemistry, Water splitting, Solar Energy, photoelectrochemical water splitting",175.0,https://scholar.google.com/citations?hl=en&user=Q-8uDgMAAAAJ
Jacob John,"Department of Chemical Engineering, IIT Indore","rheology, bacterial biofilms, microscopy, active colloids",173.0,https://scholar.google.com/citations?hl=en&user=-fH7jhgAAAAJ
Neha Dagar,Indian Institute of Technology Indore,"Electrochemical Energy Storage, Na-ion Batteries, Layered Oxide Cathodes, EIS",173.0,https://scholar.google.com/citations?hl=en&user=yEGRitAAAAAJ
Dr. Nirmiti Mate,"TRF Fellow, IIT Indore","Nanomaterials, Carbon dots, Carbon dots-based nanocomposites, Water purification, Desalination",171.0,https://scholar.google.com/citations?hl=en&user=V_V2cZoAAAAJ
Krishanu Saini,"Indian Institute of Technology, Indore","Deep Learning, Generative Adversarial Networks, Computer Vision, Video Understanding",159.0,https://scholar.google.com/citations?hl=en&user=qDIfyfgAAAAJ
Rahul Choudhary,Indian Institute of Technology Indore,,158.0,https://scholar.google.com/citations?hl=en&user=38cFyBYAAAAJ
Pawan Kumar,"Indian Institute of Technology Indore, India","Inorganic Chemistry, Material Chemistry, Biomaterials for Drug Delivery",155.0,https://scholar.google.com/citations?hl=en&user=Nt-_kLEAAAAJ
Hari Mohan Kushwaha,"Indian Institute of Technology Indore, Indore (MP) INDIA","Rarefied Flows, Heat Transfer, CFD",151.0,https://scholar.google.com/citations?hl=en&user=ipmE6bQAAAAJ
Rajendra Goud,"IIT Indore, IIT Bhubaneswar and DIAT (DRDO) Pune","Shape Memory Alloys, Additive Manufacturing, Advanced Materials, Characterization, Surface Engg.",150.0,https://scholar.google.com/citations?hl=en&user=Wg9fDucAAAAJ
Shraddha M. Rajore,"Department of Metallurgical Engineering and Materials Science, Indian Institute of …","Metal-Air Batteries, Oxygen Electrocatalysts, Energy Storage Material, Na-ion Batteries",147.0,https://scholar.google.com/citations?hl=en&user=7coXadUAAAAJ
R. Kailasham,"Assistant Professor, Indian Institute of Technology Indore","Fluid Mechanics, Active Matter, Statistical Mechanics, Polymer Rheology, Internal friction",146.0,https://scholar.google.com/citations?hl=en&user=PPv41igAAAAJ
Dr. Srija Roy,"Postdoctoral Research Associate, Indian Institute of Technology, Indore","Remote Sensing & GIS, Hydrology, Geomorphology, Hydrogeology, Erosional Analysis",144.0,https://scholar.google.com/citations?hl=en&user=ETzJhaAAAAAJ
shailesh mohine,IIT Indore,"Signal Processing, Machine learning, Deep learning, Pattern recognition",142.0,https://scholar.google.com/citations?hl=en&user=p0IUdB0AAAAJ
Pratibha Khandait,Indian Institute of Technology Indore,"Network Security, Computer Network",142.0,https://scholar.google.com/citations?hl=en&user=Wx73nIwAAAAJ
Sourav Bhowmik,IIT Indore,Bioorganic chemistry,137.0,https://scholar.google.com/citations?hl=en&user=gwHL6yUAAAAJ
KVS Chaithanya,"Department of Chemical Engineering, Indian Institute of Technology Indore","Mechanobiology, Soft and Active Matter, Interfaces, Complex Fluids, Lattice Boltzmann Method",133.0,https://scholar.google.com/citations?hl=en&user=nWllBLEAAAAJ
Himanshu Kaushik,"Indian Institute of Technology, Indore","Micrometeorology, Glacier Dynamics, Mass Balance, Glacial Hydrology",133.0,https://scholar.google.com/citations?hl=en&user=TupFROsAAAAJ
Shashank Kora,"IIT Indore, India",Signal processing,132.0,https://scholar.google.com/citations?hl=en&user=Ld1h5ZYAAAAJ
Avinash Pakala,"IIT Indore, India",Signal Processing,132.0,https://scholar.google.com/citations?hl=en&user=HHLbDYYAAAAJ
Vijai Laxmi,"Assistant Professor, Indian Institute of Technology Indore","Microfluidics, Fluid mechanics",132.0,https://scholar.google.com/citations?hl=en&user=dQhR86EAAAAJ
Saniya Ayaz,Indian Institute of Technology Indore,"Semiconductors, Electrochemistry, surface science",132.0,https://scholar.google.com/citations?hl=en&user=lNdcoXkAAAAJ
Eti Mahal,IIT Indore,"Computational Chemistry, Hybrid Perovskites, Electronic Structure Theory",131.0,https://scholar.google.com/citations?hl=en&user=vG6x3J4AAAAJ
Debopriya Mukherjee,"Assistant Professor, Department of Mathematics, IIT INDORE","Stochastic partial differential equations, ergodic theory of infinite-dimensional …",125.0,https://scholar.google.com/citations?hl=en&user=QbsZHbcAAAAJ
Sachin Kumar,IIT Indore,"Plasma, Material Processing, Sustainability, Thermal applications, Renewable energy",122.0,https://scholar.google.com/citations?hl=en&user=JZCXHfYAAAAJ
Aayushi Malviya,"B.Tech. in Computer Science, Indian Institute of Technology Indore","Big data, machine learning, clustering, Apache Spark, Apache Hadoop",119.0,https://scholar.google.com/citations?hl=en&user=Ci1eyk8AAAAJ
Sourav Mitra,"Assistant Professor (Grade I), IIT Indore","PDEs, control theory, fluid mechanics, Navier-Stokes equations",119.0,https://scholar.google.com/citations?hl=en&user=bbkbJAIAAAAJ
Nivedita Sethiya,Indian Institute of Technology Indore,Speech Language Processing,117.0,https://scholar.google.com/citations?hl=en&user=vb59TuAAAAAJ
RAJNISH PRAKASH MODANWAL,IIT Bombay & IIT Indore,"High Entropy Alloys, Soft Magnetic Materials, Tribology, Polymer Composite and nanocomposite",111.0,https://scholar.google.com/citations?hl=en&user=7YMJOl0AAAAJ
Ranveer Singh,IIT Indore,Algebraic Graph Theory,108.0,https://scholar.google.com/citations?hl=en&user=sP9CzJQAAAAJ
Ayushi Suman,Indian institute of technology indore,"Statistical physics, Mathematical Physics, Nonlinear dynamics",107.0,https://scholar.google.com/citations?hl=en&user=Ajpgpw0AAAAJ
Poonam Deshmukh,IIT Indore,,106.0,https://scholar.google.com/citations?hl=en&user=T2Eg5eAAAAAJ
Aditya Nalwaya,"Indian Institute of Technology, Indore","Biomedical Signal Processing, Nonstationary Signal Processing, Brain-Computer Interfacing, Machine Learning and AI",105.0,https://scholar.google.com/citations?hl=en&user=p77xjzsAAAAJ
Rahul Chaudhari,"Indian Institute of Technology, Indore",Molecular Immunology,104.0,https://scholar.google.com/citations?hl=en&user=madtK8MAAAAJ
Girija Sankar Pradhan,Indian Institute of Technology Indore,"Experimental High Energy Physics, Nuclear Physics, Cosmology, Astroparticle  Physics",102.0,https://scholar.google.com/citations?hl=en&user=C72lh3cAAAAJ
Vipin Goyal,"Research Associate, Indian Institute of Technology, Indore India","Additive Manufacturing, Materials characterization, Biomaterials, Tribology & Corrosion",95.0,https://scholar.google.com/citations?hl=en&user=TyGV0Y8AAAAJ
Priyanka Rajwani,Indian Institute of Technology Indore,"Nonlinear Dynamics, Synchronization, Kuramoto model",95.0,https://scholar.google.com/citations?hl=en&user=fBbX77gAAAAJ
Meher Prakash,IIT Indore,"Synthetic Organic Chemistry, Peptide Chemistry, Natural Product Synthesis",93.0,https://scholar.google.com/citations?hl=en&user=8ZxQVLEAAAAJ
Yogendra Singh,"Deputy IT Officer, Indian Institute of Technology Indore","Network Protocols, System Automation, Network Security",92.0,https://scholar.google.com/citations?hl=en&user=fKOgxTAAAAAJ
Krishna Tomar,IIT Indore,Additive Manufacturing,92.0,https://scholar.google.com/citations?hl=en&user=N2YjPfcAAAAJ
Venkatesh Thirugnanasambandam,"Graduate Teaching Assistant, Electrical Engineering, IIT Indore, India","Power System Security Analysis, Smart Grids, Synchrophasors, WAMS, Smart Power Transfer Technology",89.0,https://scholar.google.com/citations?hl=en&user=4-9Tf3cAAAAJ
Subhash Nevhal,IIT Indore,density functional theory,86.0,https://scholar.google.com/citations?hl=en&user=2KmeKIgAAAAJ
Jay Joshi,IIT Indore,"Heat Transfer, Computational Fluid Dynamics, Jet impingement cooling, Turbulence Modelling",86.0,https://scholar.google.com/citations?hl=en&user=0dU6eqkAAAAJ
Himani Joshi,IIT Indore,Computational Condensed Matter Physics,86.0,https://scholar.google.com/citations?hl=en&user=DFgChJ4AAAAJ
Swastik Saxena,Indian Institute of Technology Indore,"Computer Vision, Traffic Sign Detection and Recognition",83.0,https://scholar.google.com/citations?hl=en&user=BtAgCaoAAAAJ
Dr. Hitesh Patil,Indian Institute of Technology Indore,"Lightweight Alloy, Creep Deformation, Metal Casting",81.0,https://scholar.google.com/citations?hl=en&user=ZTADBYMAAAAJ
Sharad Kumar Singh,"Assistant Professor, IIT Indore","Game theory, Robotics, Optimization techniques, Multi-agent systems, Operations research",80.0,https://scholar.google.com/citations?hl=en&user=ksaIIyYAAAAJ
Sunanda Samanta,Indian Institute of Technology Indore,"Computational Biophysics, Drug Discovery",80.0,https://scholar.google.com/citations?hl=en&user=ly0f5TkAAAAJ
Sharad Kumar Singh,"Assistant Professor, IIT Indore","Robotics, Multi-agent Path Finding, Game theory, Differential Games",80.0,https://scholar.google.com/citations?hl=en&user=I-ejXuoAAAAJ
Shruti Sandip Ghodke,"Researcher, IIT Indore","VLSI Technology, RRAM, Memristor, CMOS",78.0,https://scholar.google.com/citations?hl=en&user=idPPxIIAAAAJ
Lokesh Yadav,IIT Indore,"Theoretical Condensed Matter Physics, Computational Materials Physics and Material …",78.0,https://scholar.google.com/citations?hl=en&user=nbSzlWYAAAAJ
