Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Zillur Rahman,"Professor, Department of Management Studies, IIT Roorkee","Marketing, Consumer Behaviour, Services Marketing, Branding, New Technologies",27875,https://scholar.google.com/citations?hl=en&user=9nWkKXAAAAAJ,86,177
Ankit Jain,IIT Roorkee,"Optimization, Strategic Analysis",26303,https://scholar.google.com/citations?hl=en&user=jBNI1EUAAAAJ,52,224
Vimal Chandra srivastava,"Professor of Chemical Egineering, Indian Institute of Technology Roorkee, Roorkee","Separation Processes & Catalysis, Pollution Abatement, Desulfurization, CO2 Utilization & Alternative Fuels, Nanomaterials",24157,https://scholar.google.com/citations?hl=en&user=vXB9eOwAAAAJ,76,234
RP Saini,"HRED, IIT Roorkee","Small Hydro Power, Solar Energy and Other Renewable Energy …",21196,https://scholar.google.com/citations?hl=en&user=InISv4QAAAAJ,76,179
Pradeep Kumar,"Professor, Mechanical & Industrial Engineering, IIT Roorkee","Nano/Micro Machining, Industry 4.0, Business Process Reengineering & Supply …, Quality and Reliability Engineerin",20933,https://scholar.google.com/citations?hl=en&user=sJy047QAAAAJ,79,288
Mahendra Pal Sharma,"Professor ,Department of Hydro and Renewable Energy, IIT Roorkee, Uttarakhand, India","Renewable Energy, Bio energy, Water Quality Mapping, Conservation of lakes and rivers, Induction Generators",17576,https://scholar.google.com/citations?hl=en&user=P3RVZy4AAAAJ,60,182
Sanjay Kumar,"Indian Institute of Technology Roorkee, India.","Condensed Matter Physics (Theory), Physics of Graphene and its multilayers",16942,https://scholar.google.com/citations?hl=en&user=vBH2TyEAAAAJ,43,150
Dr. Surendra Kumar Mishra,"Professor (HAG), Dept. of Water Resources Development and Management, IIT Roorkee","Rainfall-runoff-sediment yield modelling, dam break analysis, water audit, EIA/EMP studies",15366,https://scholar.google.com/citations?hl=en&user=r8ps9gUAAAAJ,64,246
B. Prasad,"Professor, Department of Chemical Engineering, Indian institute of Technology Roorkee …","Biomass energy, air and water pollution",14061,https://scholar.google.com/citations?hl=en&user=o-EDdTsAAAAJ,55,271
Rajendra Goyal,"Ex. Professor of Chemistry, IIT Roorkee","Sensors, electroanalytical chemistry",13838,https://scholar.google.com/citations?hl=en&user=k7K_xFEAAAAJ,56,182
KRISHNA KUMAR GUPTA 24908014,INDIAN INSTITUTE OF  TECHNOLOGY ROORKEE,ENERGY STORAGE,13795,https://scholar.google.com/citations?hl=en&user=ZStDNXAAAAAJ,53,200
Naseem Ahmed,"Professor, Department of Chemistry, IIT Roorkee","Organic Chemistry, Biomedical",13569,https://scholar.google.com/citations?hl=en&user=ov17FrkAAAAJ,50,341
Vinod K. Shahi,"CSIR-CSMCRI ...Bhavnagar (Gujarat), Present: Department of Polymer and Process …","Water, Fuel Cell, Membrane Science and Separation …",12815,https://scholar.google.com/citations?hl=en&user=sVDvwNUAAAAJ,58,179
Ashok Kumar Singh,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","Macrocyclic synthesis, chemical sensors",12795,https://scholar.google.com/citations?hl=en&user=4i56bO4AAAAJ,49,257
Patit Paban Kundu,"Professor of Chemical Engineering, Indian Institute of Technology, Roorkee","Membrane Sc & Technology, Microbial Fuel Cell, DMFC, URFC, drug delivery",12373,https://scholar.google.com/citations?hl=en&user=0oUMSG0AAAAJ,60,221
Sharad K Jain,"Visiting Professor, Civil Engg., Indian Institute of Technology, Gandhinagar, Ex -IIT Roorkee …","Hydrology, Water resources, water governance, impact of climate change, environment",12279,https://scholar.google.com/citations?hl=en&user=269avwoAAAAJ,49,117
Debrupa Lahiri,"Professor, Metallurgical and Materials Engineering, IIT Roorkee","Biomaterials, Nano-mechanics, Composites and Nanomaterials for Structural …",11856,https://scholar.google.com/citations?hl=en&user=3dz-GbMAAAAJ,55,132
Millie Pant,"Professor, mathematics and computer, Indian Institute of Technology, Roorkee","Numerical Optimization, Evolutionary Algorithms, Swarm Intelligence Techniques",11809,https://scholar.google.com/citations?hl=en&user=VEAXM8IAAAAJ,48,185
Balasubramanian Raman,"Professor (HAG) & Head of Computer Science and Engineering, IIT Roorkee","Computer Vision, Image Processing, Artificial Intelligence, Machine Learning, Deep Learning",11708,https://scholar.google.com/citations?hl=en&user=QU2O6JMAAAAJ,53,209
Sparsh Mittal,"Associate Professor at ECE and Mehta Family School of DS&AI, IIT Roorkee","Deep learning, Computer vision, Machine learning, Computer architecture, non-volatile memory",11434,https://scholar.google.com/citations?hl=en&user=Hz44YrEAAAAJ,49,121
"Dr. KR Justin Thomas, FRSC","HAG Professor, Department of Chemistry, Indian Institute of Technology Roorkee, Roorkee …","Organic materials for electronic applications, structure property relationship in organic …, organic light-emitting diod",11331,https://scholar.google.com/citations?hl=en&user=Rrmc3gcAAAAJ,60,177
Partha Roy,Indian Institute of Technology Roorkee,"Biotechnology, Endocrinology, Pharmacology, Toxicology, Material Science",11282,https://scholar.google.com/citations?hl=en&user=7fNSHoQAAAAJ,55,230
Brajesh Kumar Kaushik,"Professor of Electronics and Communication Engg., IIT-Roorkee","Spintronics, VLSI Image processing, Interconnects, Biosensors",10765,https://scholar.google.com/citations?hl=en&user=k8ZqlzYAAAAJ,52,219
Ramesh Chandra,"Professor, Institute Instrumentation Centre, IIT Roorkee","Physics, Material Science, Thin Films, Nanomaterials",10630,https://scholar.google.com/citations?hl=en&user=VOwGOJQAAAAJ,55,214
Dr. Gopinath Packirisamy,"Professor,Department of Biosciences and Bioengineering,Indian Institute of Technology …","Biomedical nanotechnology, Drug delivery, Bioimaging, Tissue engineering",10610,https://scholar.google.com/citations?hl=en&user=AiSVvYsAAAAJ,57,147
Bhupinder Singh,"Associate Professor of Civil Engineering, Indian Institute of Technology Roorkee","Reinforced Concrete, Recycled Aggregate Concrete, Sustainable Development, Self Compacting Concrete, Structures under Earthquake and Fire",10607,https://scholar.google.com/citations?hl=en&user=uMWkJMYAAAAJ,47,255
RP Gupta,"Professor of Earth Resource Technology, IIT Roorkee",Remote Sensing,10574,https://scholar.google.com/citations?hl=en&user=hhFZxpYAAAAJ,37,63
Sushil Auluck,"National  Physical Laboratory and IIT Roorkee,Kanpur,Delhi,India","DFT, Interfaces, Ferroelectrics, Thermoelectricity, Optical properties",10529,https://scholar.google.com/citations?hl=en&user=0UTfboAAAAAJ,55,219
Kusum Deep,"Retired Emeritus Professor, Department of Mathematics, Indian Institute of Technology …","Nature Inspired Optimization Techniques, Genetic Agorithms, Particle Swarm Optimization, Soft Computing, Evolutionary Algorithms",10386,https://scholar.google.com/citations?hl=en&user=ByQN_c0AAAAJ,44,132
Yuvraj Singh Negi,"IIT Roorkee, Uttrakhand","Polymer Science, Nano Materials, Drug Delivery, Ferroelectric Liquid Crystals, Materials Science",10035,https://scholar.google.com/citations?hl=en&user=jbG3s9IAAAAJ,48,133
AA Kazmi,"Associate Professor, IIT Roorkee","Water and wastewater treatment, water quality, solid waste management, composting",9981,https://scholar.google.com/citations?hl=en&user=ZKfXrvEAAAAJ,54,163
Suraj P Harsha,"Indian Railways Chair Professor at MIED, IIT Roorkee",Vibration and Control,9810,https://scholar.google.com/citations?hl=en&user=dM_9ghIAAAAJ,48,181
Vikas Pruthi,"Professor, Department of Biotechnology, IIT Roorkee",microbial technology,9466,https://scholar.google.com/citations?hl=en&user=5Td0uvkAAAAJ,59,121
Kirtiraj K. Gaikwad,HoD & Associate Professor @ Indian Institute of Technology Roorkee (IIT Roorkee),"Packaging Technology, Food Safety",9352,https://scholar.google.com/citations?hl=en&user=4UnJxWgAAAAJ,50,125
Mannar R. Maurya,"Professor of Chemistry, IIT Roorkee","Inorganic chemistry, Catalysis",8961,https://scholar.google.com/citations?hl=en&user=t0jyjIMAAAAJ,55,170
Surendra Pal Singh,"Professor, Paper Technology, IIT Roorkee","Paper Technology, Chemical Engineering",8848,https://scholar.google.com/citations?hl=en&user=rDdXFfsAAAAJ,41,203
Dinesh Kumar,"Mechanical and Industrial engg Dept. , IIT Roorkee","supply chain management, healthcare management, reliability, maintenance engineering, financial management",8704,https://scholar.google.com/citations?hl=en&user=1o6y0YMAAAAJ,40,204
Inderdeep Singh,"Professor, Indian Institute of Technology Roorkee","Composite Materials, Manufacturing, Characterization, Natural Fiber Reinforced Composites, Green Composites",8635,https://scholar.google.com/citations?hl=en&user=-O4pphgAAAAJ,50,144
Ashish Pandey,"Bharat Singh Chair Professor, and Former Head, Dept. WRD&M, IIT Roorkee","Hydrology, Water Resources, Irrigation Management",8629,https://scholar.google.com/citations?hl=en&user=YFimKCQAAAAJ,48,119
devendra singh,indian institute of technology roorkee,spray forming modeling coating thin films,8538,https://scholar.google.com/citations?hl=en&user=7u_DSSEAAAAJ,41,186
KL Yadav,"Professor [HAG], Indian Institute of Technology Roorkee","Smart Nanomaterials, Biomaterials, Supercapacitors, Batteries",8355,https://scholar.google.com/citations?hl=en&user=piTGPrUAAAAJ,51,165
"csp ojha,chandra sp ojha, chandra shekhar ojha, CSP Ojha, Chandra shekhar prasad Ojha, CPOjha","Professor of Civil Engineering, IIT Roorkee","water resources, environmental engneering",8308,https://scholar.google.com/citations?hl=en&user=4Ij6fogAAAAJ,50,187
Apurbba Kumar Sharma,"Professor of Mechanical and Industrial Engineering, Indian Institute of Technology Roorkee","Surface Engineering, Advanced Manufacturing Processes, Microwave Materials Processing, Hybrid",8293,https://scholar.google.com/citations?hl=en&user=1jkHT0gAAAAJ,49,123
Durga Toshniwal,Indian Institute of Technology Roorkee India,"Artificial Intelligence and Machine Learning, Data Mining, Intelligent Transportation Systems, Time Series Data Mining, privacy",8135,https://scholar.google.com/citations?hl=en&user=2RfI0fkAAAAJ,38,104
Sunil Bajpai,"Department of Earth Sciences, IIT Roorkee, India","paleontology, geology, evolution, paleobiogeography",8111,https://scholar.google.com/citations?hl=en&user=I-6v6xsAAAAJ,50,126
Saurabh S Sharma,"PHD, IIT ROORKEE","MOLECULAR DYNAMICS, NUCLEAR PHYSICS",8110,https://scholar.google.com/citations?hl=en&user=7gcjCDAAAAAJ,40,223
Deepak Khare,"Professor, WRDM,IIT Roorkee","Water Res. Planning & Management, Groundwater, Urban Water, Climate Change",7845,https://scholar.google.com/citations?hl=en&user=MjGrfksAAAAJ,46,105
Dr Madhu Jain,"Professor, Department of Mathematics, Indian Institute of Technology Roorkee Roorkee","Stochastic Process, AI & Machine Learning, Queueing &  Reliability, Inventory & SCM, Soft Computing",7768,https://scholar.google.com/citations?hl=en&user=3FG971wAAAAJ,39,224
prasenjit mondal,IIT Roorkee,"… engineering (water and waste water treatment …, energy co",7761,https://scholar.google.com/citations?hl=en&user=sBIcB9gAAAAJ,44,118
Indra Vir Singh,"Professor, Indian Institute of Technology Roorkee","Fracture and Damage Mechanics, Fatigue, Mechanical Behaviour of Materials, Composites, XFEM",7654,https://scholar.google.com/citations?hl=en&user=mgZmcSkAAAAJ,48,154
Dheerendra Kumar Dwivedi,"IIT ROORKEE, INDIA, PIN: 247667","Manufacturing, Welding, Surface modification, Mechanical properties, Microstructure",7625,https://scholar.google.com/citations?hl=en&user=gpTmDd4AAAAJ,50,136
BR Gurjar,"Professor (HAG), Former Dean of Resources & Alumni Affairs, IIT Roorkee, India","Sustainable transport, Atmospheric emissions, Air Quality, Health Risk, Environmental sustainability",7580,https://scholar.google.com/citations?hl=en&user=9M9vBUEAAAAJ,41,99
PROFESSOR DAVINDER KAUR,"PROFESSOR HAG, INSTITUTE CHAIR PROFESSOR,  DEPT. OF PHYSICS, INDIAN …","Nanotechnology, Thin Films, MEMS, Sensors, Memory Devices",7464,https://scholar.google.com/citations?hl=en&user=dm-ZzwMAAAAJ,43,184
Pradip K. Maji,"Institute Chair Professor, IIT Roorkee, India","Nanocomposite, Nanocellulose, Graphene, Polymer Technology, Rubber Technology",7167,https://scholar.google.com/citations?hl=en&user=sFEjyMgAAAAJ,47,149
Bina Gupta,"Professor, Department of Chemistry, Indian Institute of Technology Roorkee","Extraction Separation and Recovery of metals, Analytical chemistry, environmental chemistry, pesticides",7156,https://scholar.google.com/citations?hl=en&user=oPUuiLUAAAAJ,42,109
RAJ KUMAR,IIT Roorkee,Quantum Optics        Quantum Computing,7143,https://scholar.google.com/citations?hl=en&user=WXmYePcAAAAJ,30,136
Prof. Pramod Kumar Gupta,"PROFESSOR, STRUCTURAL ENGINEERING, DEPARTMENT OF CIVIL ENGINEERING IIT …","STRUCTURAL MECHANICS, STEEL-CONCRETE COMPOSITES, CONCRETE FILLED TUBES, LARGE DEFORMATIONS",6960,https://scholar.google.com/citations?hl=en&user=HXzyLyoAAAAJ,40,157
Satish Chandra,"Professor of Civil Engineering (Former Director, CRRI), IIT Roorkee","traffic flow modeling, traffic engineering, highway materials",6914,https://scholar.google.com/citations?hl=en&user=-a00qwgAAAAJ,45,121
Bhupendra K Gandhi,"Professor, Department of Mechanical and Industrial Engineering, IIT Roorkee","Fluid mechanics, Hydropower, Hydrodynamic machines, Erosion wear, Flow measurement",6848,https://scholar.google.com/citations?hl=en&user=UKrBuMEAAAAJ,45,81
Ashok Kumar,"Professor of Earthquake Engineering, Indian Institute of Technology Roorkee, India","Strong motion instrumentation, ground motion studies, structural identification, structural health monitoring and damage …",6708,https://scholar.google.com/citations?hl=en&user=BXzn9eYAAAAJ,37,90
Indranil Lahiri,"Professor, Metallurgical and Materials Engg, Indian Institute of Technology (IIT) Roorkee","Carbon Nanotube, Graphene, Nanomaterials for Electronic and Energy and …",6664,https://scholar.google.com/citations?hl=en&user=R3MjHEsAAAAJ,31,56
Dr. SP Singh,"Professor, IIT Roorkee","Power Electronics and Electric Drives, Renewable Energy, Small Hydro",6532,https://scholar.google.com/citations?hl=en&user=tcgLuZUAAAAJ,35,152
Hem C. Kandpal,"Assistant Professor, Department of Chemistry, IIT Roorkee","Computational material science, solid state chemistry",6442,https://scholar.google.com/citations?hl=en&user=0QZudlsAAAAJ,26,37
Kaushik Parida,"Indian Institute of Technology Roorkee (IIT Roorkee), NanyangTechnological University","Soft Electronic, Triboelectric Nanogenerator, Piezoelectric Nanogenerator, Electronic-skin, Energy",6274,https://scholar.google.com/citations?hl=en&user=bM1dtJMAAAAJ,36,47
