,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
237,Dharmaraja Allimuthu,"Assistant Professor, IIT Kanpur",Chemical Biology and Drug Discovery,1656,https://scholar.google.com/citations?hl=en&user=yqeC5O8AAAAJ,17,20,"['Role of reactive oxygen species (ROS) in therapeutics and drug resistance in cancer and bacteria', 'Accumulation of 8, 9-unsaturated sterols drives oligodendrocyte formation and remyelination', 'Mycobacterium tuberculosis has diminished capacity to counteract redox stress induced by elevated levels of endogenous superoxide', 'Facile synthesis of nitroamino-1, 3, 4-oxadiazole with azo linkage: a new family of high-performance and biosafe energetic materials', 'Diverse chemical scaffolds enhance oligodendrocyte formation by inhibiting CYP51, TM7SF2, or EBP', '2-Chloropropionamide as a low-reactivity electrophile for irreversible small-molecule probe identification', 'Arylboronate ester based diazeniumdiolates (BORO/NO), a class of hydrogen peroxide inducible nitric oxide (NO) donors', 'Design, synthesis and evaluation of small molecule reactive oxygen species generators as selective Mycobacterium tuberculosis inhibitors', 'A small molecule for controlled generation of reactive oxygen species (ROS)', 'Mercury (II)–methylene blue interactions: Complexation and metallate formation']"
238,Vishal Agarwal,Indian Institute of Technology Kanpur,"Heterogeneous catalysis, Renewable Energy, DFT Calculations, Rare-event simulations",1653,https://scholar.google.com/citations?hl=en&user=gzF99IMAAAAJ,15,20,"['Catalytic molten metals for the direct conversion of methane to hydrogen and separable carbon', 'Ab initio dynamics of cellulose pyrolysis: Nascent decomposition pathways at 327 and 600 C', 'Simulating infrared spectra and hydrogen bonding in cellulose Iβ at elevated temperatures', 'Solute precipitate nucleation: A review of theory and simulation advances', 'Oxygen Vacancy Formation on α‑MoO3 Slabs and Ribbons', 'Simultaneous production of diacetone alcohol and mesityl oxide from acetone using reactive distillation', 'Spectroscopic signatures of nitrogen-substituted zeolites', 'Aldol condensation of acetone with reactive distillation using water as a selectivity enhancer', 'DFT study of nitrided zeolites: Mechanism of nitrogen substitution in HY and silicalite', 'Attainable regions of reactive distillation—Part I. Single reactant non-azeotropic systems']"
239,Lalit M. Pant,"Assistant Professor, Indian Institute of Technology Kanpur","Hydrogen Energy, electrochemical systems, electrolysis, fuel cells, numerical modeling",1643,https://scholar.google.com/citations?hl=en&user=-HCCrGsAAAAJ,20,21,"['Absolute permeability and Knudsen diffusivity measurements in PEMFC gas diffusion layers and micro porous layers', 'Continuum modeling of porous electrodes for electrochemical synthesis', 'Analysis of catalyst layer microstructures: from imaging to performance', 'Interfacial analysis of a PEM electrolyzer using X-ray computed tomography', 'Experimental study of mass transport in PEMFCs: Through plane permeability and molecular diffusivity in GDLs', 'Method—practices and pitfalls in voltage breakdown analysis of electrochemical energy-conversion systems', 'Along-the-channel impacts of water management and carbon-dioxide contamination in hydroxide-exchange-membrane fuel cells: a modeling study', 'Stochastic reconstruction using multiple correlation functions with different-phase-neighbor-based pixel selection', 'Multi scale characterization of coal structure for mass transport', 'Knudsen diffusivity and permeability of PEMFC microporous coated gas diffusion layers for different polytetrafluoroethylene loadings']"
240,Nalinaksh S. Vyas,"Professor of Mechanical Engineering, Indian Institute of Technology Kanpur","Rotor Dynamics, Parameter Estimation, Neural Networks, Railway Dynamics, Deep Learning",1642,https://scholar.google.com/citations?hl=en&user=SFCcy7kAAAAJ,23,33,"['What is engineering asset management?', 'Artificial neural network design for fault identification in a rotor-bearing system', 'Development of a cutting tool condition monitoring system for high speed turning operation by vibration and strain analysis', 'Non-linear parameter estimation with Volterra series using the method of recursive iteration through harmonic probing', 'Non-linear parameter estimation in multi-degree-of-freedom systems using multi-input Volterra series', 'Convergence analysis of Volterra series response of nonlinear systems subjected to harmonic excitation', 'Estimation of non-linear stiffness parameters of rolling element bearings from random response of rotor-bearing systems', 'Rail-wheel contact forces and track irregularity estimation from on-board accelerometer data', 'Dynamic stress analysis and a fracture mechanics approach to life prediction of turbine blades', 'Single and multi-label fault classification in rotors from unprocessed multi-sensor data through deep and parallel CNN architectures']"
241,Pranamesh Chakraborty,"Assistant Professor, IIT Kanpur","Transportation, Machine Learning, Computer Vision, Big Data",1638,https://scholar.google.com/citations?hl=en&user=NimM6-gAAAAJ,15,18,"['The 7th ai city challenge', 'Applications of deep learning in intelligent transportation systems', 'Traffic congestion detection from camera images using deep convolution neural networks', 'Evaluating the Reliability, Coverage, and Added Value of Crowdsourced Traffic Incident Reports from Waze', 'The 2019 AI city challenge.', 'The 2018 nvidia ai city challenge', 'The 8th ai city challenge', 'Deep convolutional generative adversarial networks for traffic data imputation encoding time series as images', 'A review of driver gaze estimation and application in gaze behavior understanding', 'Data-driven parallelizable traffic incident detection using spatio-temporally denoised robust thresholds']"
242,Ajay V. Singh,"Associate Professor, Indian Institute of Technology Kanpur","Combustion and Reacting Flows, Fire Dynamics, Flame Synthesis, Soot, Detonations",1630,https://scholar.google.com/citations?hl=en&user=WR7-qWwAAAAJ,19,36,"['Isolating the effect of induction length on detonation structure: Hydrogen–oxygen detonation promoted by ozone', 'A methodology for estimation of local heat fluxes in steady laminar boundary layer diffusion flames', 'Temperature', 'The effect of flow and geometry on concurrent flame spread', 'Flame-formed carbon nanoparticles exhibit quantum dot behaviors', 'The distillation curve and sooting propensity of a typical jet fuel', 'Sensitizing gaseous detonations for hydrogen/ethylene-air mixtures using ozone and H2O2 as dopants for application in rotating detonation engines', 'Estimation of local mass burning rates for steady laminar boundary layer diffusion  flames', 'Inhibition of hydrogen–oxygen/air gaseous detonations using CF3I, H2O, and CO2', 'Soot particle size distributions in premixed stretch-stabilized flat ethylene–oxygen–argon flames']"
243,Dr. Trailokya Saud,"National Aerosol Facility, IIT Kanpur",Atmospheric & Physical Sciences,1628,https://scholar.google.com/citations?hl=en&user=oR8XMfkAAAAJ,21,26,"['Emissions estimates of PAH from biomass fuels used in rural sector of Indo-Gangetic Plains of India', 'Variation of OC, EC, WSIC and trace metals of PM10 in Delhi, India', 'Stable carbon and nitrogen isotopic composition of bulk aerosols over India and northern Indian Ocean', 'Study of temporal variation in ambient air quality during Diwali festival in India', 'Emission estimates of organic and elemental carbon from household biomass fuel used over the Indo-Gangetic Plain (IGP), India', 'Emission estimates of particulate matter (PM) and trace gases (SO2, NO and NO2) from biomass fuels used in rural sector of Indo-Gangetic Plain, India', 'Seasonal variability of ambient NH3, NO, NO2 and SO2 over Delhi', 'Variation of ambient SO2 over Delhi', 'Spatial variation of chemical constituents from the burning of commonly used biomass fuels in rural areas of the Indo-Gangetic Plain (IGP), India', 'High seasonal variation of atmospheric C and particle concentrations in Delhi, India']"
244,Satish C Agarwal,"Emeritus Scientist, Physics Department, IIT Kanpur","Condensed Matter Physics, Semiconductors, Amorphous, nano crystallinr and crystalline",1627,https://scholar.google.com/citations?hl=en&user=d848H5IAAAAJ,17,31,"['Reversible photodarkening of amorphous arsenic chalcogens', 'Application of Bond Constraint Theory to the Switchable Optical Memory Material', 'Nature of localized states in amorphous semiconductors—a study by electron spin resonance', 'Fluorinated amorphous silicon-germanium alloys deposited from disilane-germane mixture', 'Persistent photoconductivity in doping-modulated multilayers and compensated thin films of hydrogenated amorphous silicon', 'AC conductivity in amorphous germanium', 'The Meyer–Neldel rule and hopping conduction', 'Thin film light emitting diode, photonic circuit employing said diode imager employing said circuits', 'Persistent photoconductivity in a− Si: H/a− Si N x: H layered structures', 'Attempts to measure thermally stimulated currents in chalcogenide glasses']"
245,Yashowanta N Mohapatra,Indian Institute of Technology Kanpur,"Semiconductors, Electronic Materials, Condesed Matter Experimental Physics",1614,https://scholar.google.com/citations?hl=en&user=Yoqn56gAAAAJ,23,48,"['Fatigue resistance in lead zirconate titanate thin ferroelectric films: Effect of cerium doping and frequency dependence', 'Mobility determination using frequency dependence of imaginary part of impedance (Im Z) for organic and polymeric thin films', 'White organic light-emitting diodes based on spectral broadening in electroluminescence due to formation of interfacial exciplexes', 'Dielectric constant of thin film graphitic carbon nitride (g-C3N4) and double dielectric Al2O3/g-C3N4', 'Electrical characterization of MeV heavy-ion-induced damage in silicon: Evidence for defect migration and clustering', 'Diffusive capacitance in space charge limited organic diodes: Analysis of peak in capacitance-voltage characteristics', 'Leakage mechanism of Ba0. 8Sr0. 2TiO3/ZrO2 multilayer thin films', 'Compound formation under local thermal spikes during ion-beam mixing: model and its experimental verification', 'Optical and microstructural characterization of sol/gel derived cerium-doped PZT thin films', 'Temperature‐time duality and deep level spectroscopies']"
246,Sai Prasad Pydi,"Assistant Professor, BSBE, IIT-Kanpur, India","GPCR Biology, Diabetes, Obesity, and  Drug Discovery",1605,https://scholar.google.com/citations?hl=en&user=VLWGR5gAAAAJ,25,34,"['Amino acid derivatives as bitter taste receptor (T2R) blockers', 'Bitter taste receptor T2R1 is activated by dipeptides and tripeptides', 'Structural basis of activation of bitter taste receptor T2R1 and comparison with Class A G-protein-coupled receptors (GPCRs)', 'Abscisic acid acts as a blocker of the bitter taste G protein-coupled receptor T2R4', 'Adipocyte β-arrestin-2 is essential for maintaining whole body glucose and energy homeostasis', 'Metabolic roles of G protein‐coupled receptor signaling in obesity and type 2 diabetes', 'Metabolic functions of G protein-coupled receptors in hepatocytes—potential applications for diabetes and NAFLD', 'Adipocyte Gi signaling is essential for maintaining whole-body glucose homeostasis and insulin sensitivity', 'The third intracellular loop plays a critical role in bitter taste receptor activation', 'Dextromethorphan mediated bitter taste receptor activation in the pulmonary circuit causes vasoconstriction']"
