Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Kunwar Aditya,"Associate Professor, IIT Jodhpur","Wireless Power Transfer, Power Electronics, Electric Vehicles",1336,https://scholar.google.com/citations?hl=en&user=bTk_LCkAAAAJ,15,21,"['Design Guidelines to Avoid Bifurcation in a Series-Series Compensated Inductive Power Transfer System', 'Comprehensive review and analysis of two-element resonant compensation topologies for wireless inductive power transfer systems', 'Design and Development of an Efficient Multilevel DC/AC Traction Inverter for Railway Transportation Electrification', 'Design considerations for loosely coupled inductive power transfer (IPT) system for electric vehicle battery charging-A comprehensive review', 'Magnetic Characterization of Unsymmetrical Coil Pairs Using Archimedean Spirals for Wider Misalignment Tolerance in IPT Systems', 'A Review of Optimal Conditions for Achieving Maximum Power Output and Maximum Efficiency for a Series-Series Resonant Inductive Link', 'Comparative study of Series-Series and Series-Parallel compensation topologies for electric vehicle charging', 'Design and implementation of an inductive power transfer system for wireless charging of future electric transportation', 'Analytical design of Archimedean spiral coils used in inductive power transfer for electric vehicles application', 'Comparative study of series-series and series-parallel topology for long track EV charging application']"
soumava mukherjee,"Associate Professor, IIT Jodhpur",microwave antennas,1322,https://scholar.google.com/citations?hl=en&user=tF1naGQAAAAJ,16,29,"['Broadband substrate integrated waveguide cavity-backed bow-tie slot antenna', 'Design of self-diplexing substrate integrated waveguide cavity-backed slot antenna', 'Substrate Integrated Waveguide Cavity Backed Dumbbell Shaped Slot Antenna for dual frequency applications', 'Design of dual band and dual‐polarised dual band SIW cavity backed bow‐tie slot antennas', 'Design of planar high-gain antenna using SIW cavity hybrid mode', 'SIW-based quad-beam leaky-wave antenna with polarization diversity for four-quadrant scanning applications', 'Bandwidth enhancement of substrate integrated waveguide cavity backed slot antenna by offset feeding technique', 'Triple-mode substrate integrated coaxial resonator based bandpass filter featuring flexible transmission zeros and adjustable bandwidth', 'Design of broadband power divider based on substrate-integrated waveguide technology', 'Design of a broadband coaxial to substrate integrated waveguide (SIW) transition']"
Dr. Shahzad Ahmed,Ph.D. | PMRF | IIT Jodhpur | University at Buffalo,"Electrochemical Sensors, Biosensors, Healthcare, Bioelectronic Tongue, Food Monitoring",1317,https://scholar.google.com/citations?hl=en&user=EKLl1ZkAAAAJ,21,29,"['Direct CVD growth of graphene on technologically important dielectric and semiconducting substrates', 'Hierarchical molecularly imprinted inverse opal-based platforms for highly selective and sensitive determination of histamine', 'Nanostructured material‐based optical and electrochemical detection of amoxicillin antibiotic', 'Self-healable and anti-freezing ion conducting hydrogel-based artificial bioelectronic tongue sensing toward astringent and bitter tastes', 'Iron oxide nanoparticle-based ferro-nanofluids for advanced technological applications', 'Chemical vapor deposition of graphene on self-limited SiC interfacial layers formed on silicon substrates for heterojunction devices', 'Electrochemical and optical-based systems for SARS-COV-2 and various pathogens assessment', 'Electrochemical detection of nitrazepam using leaf-like graphitic carbon nitride nanosheets', 'A potential optical sensor based on nanostructured silicon', 'Hydrothermally synthesized Z-scheme nanocomposite of ZIF-9 modified MXene for photocatalytic degradation of 4-chlorophenol']"
Dr. Shahzad Ahmed,Ph.D. | PMRF | IIT Jodhpur,"Electrochemical Sensors, Biosensors, Healthcare, Bioelectronic Tongue, Food Monitoring",1317,https://scholar.google.com/citations?hl=en&user=5T6fEBYAAAAJ,21,29,"['Direct CVD growth of graphene on technologically important dielectric and semiconducting substrates', 'Hierarchical molecularly imprinted inverse opal-based platforms for highly selective and sensitive determination of histamine', 'Nanostructured material‐based optical and electrochemical detection of amoxicillin antibiotic', 'Self-healable and anti-freezing ion conducting hydrogel-based artificial bioelectronic tongue sensing toward astringent and bitter tastes', 'Iron oxide nanoparticle-based ferro-nanofluids for advanced technological applications', 'Chemical vapor deposition of graphene on self-limited SiC interfacial layers formed on silicon substrates for heterojunction devices', 'Electrochemical and optical-based systems for SARS-COV-2 and various pathogens assessment', 'Electrochemical detection of nitrazepam using leaf-like graphitic carbon nitride nanosheets', 'A potential optical sensor based on nanostructured silicon', 'Hydrothermally synthesized Z-scheme nanocomposite of ZIF-9 modified MXene for photocatalytic degradation of 4-chlorophenol']"
Vikram Kumar,IIT Jodhpur,"Tribology, Coating, Internal Combustion Engine, Combustion and Emissions, Alternative Fuels",1306,https://scholar.google.com/citations?hl=en&user=fCEcFi0AAAAJ,21,37,"['Evaluation of comparative engine combustion, performance and emission characteristics of low temperature combustion (PCCI and RCCI) modes', 'Tribological studies of epoxy composites with solid and liquid fillers', 'Gaseous emissions (regulated and unregulated) and particulate characteristics of a medium-duty CRDI transportation diesel engine fueled with diesel-alcohol blends', 'Adaptation of methanol–dodecanol–diesel blend in diesel genset engine', 'Particulate characteristics of low-temperature combustion (PCCI and RCCI) strategies in single cylinder research engine for developing sustainable and cleaner transportation\xa0…', 'Fuel injection strategy optimisation and experimental performance and emissions evaluation of diesel displacement by port fuel injected methanol in a retrofitted mid-size\xa0…', 'Dimethyl ether fuel injection system development for a compression ignition engine for increasing the thermal efficiency and reducing emissions', 'Wear evaluation of engine piston rings coated with dual layer hard and soft coatings', 'Experimental investigations of mineral diesel/methanol-fueled reactivity controlled compression ignition engine operated at variable engine loads and premixed ratios', 'Enhanced tribological and bacterial resistance of carbon nanotube with ceria-and silver-incorporated hydroxyapatite biocoating']"
Kamaljit  Rangra,"Visiting Professor, Electrical Engineering, IIT Jodhpur, Former Chief Scientist  CSIR-CEERI …","RF MEMS, Intertial Sensors and analytical …",1272,https://scholar.google.com/citations?hl=en&user=-83qdHoAAAAJ,18,36,"['Symmetric toggle switch—a new type of rf MEMS switch for telecommunication applications: design and fabrication', 'Design of novel compact anti-stiction and low insertion loss RF MEMS switch', 'Design and investigation of a low insertion loss, broadband, enhanced self and hold down power RF-MEMS switch', 'Wearable dosimeters for medical and defence applications: A state of the art review', 'Electrostatic low actuation voltage RF MEMS switches for telecommunications', 'A novel design for low insertion loss, multi-band RF-MEMS switch with low pull-in voltage', 'Low voltage driven RF MEMS capacitive switch using reinforcement for reduced buckling', 'Substrate dependent physical properties of evaporated CdO thin films for optoelectronic applications', 'A novel capacitive RF-MEMS switch for multi-frequency operation', 'Impact of post deposition annealing in O2 ambient on structural properties of nanocrystalline hafnium oxide thin films']"
Suresh Sarkar,"Assistant professor of chemistry, IIT Jodhpur","Nanomaterials, NIR-Quantum dots, Spectroscopy, Surface Chemistry, Shape control",1272,https://scholar.google.com/citations?hl=en&user=8yp5REYAAAAJ,23,27,"['Thermally controlled cyclic insertion/ejection of dopant ions and reversible zinc blende/wurtzite phase changes in ZnS nanostructures', 'Synthesis of micrometer length indium sulfide nanosheets and study of their dopant induced photoresponse properties', 'Ultrasmall Color‐Tunable Copper‐Doped Ternary Semiconductor Nanocrystal Emitters', 'Doped semiconductor nanocrystals and organic dyes: an efficient and greener FRET system', 'Enhanced mRNA FISH with compact quantum dots', 'Zinc blende 0D quantum dots to wurtzite 1D quantum wires: the oriented attachment and phase change in ZnSe nanostructures', 'Material diffusion and doping of Mn in wurtzite ZnSe nanorods', 'Short-wave infrared quantum dots with compact sizes as molecular probes for fluorescence microscopy', 'Coincident Site Epitaxy at the Junction of Au–Cu2ZnSnS4 Heteronanostructures', 'Dextran-Mimetic Quantum Dots for Multimodal Macrophage Imaging In Vivo, Ex Vivo, and In Situ']"
AKSHAY GUPTA,Indian Institute of Technology Jodhpur,"Driving Behaviour, Human Factors, Transport Planning, Traffic Engineering",1270,https://scholar.google.com/citations?hl=en&user=C8hmPlQAAAAJ,13,15,"['Impact of COVID-19 pandemic on mobility in ten countries and associated perceived risk for all transport modes', 'Walk accessibility to metro stations: An analysis based on meso-or micro-scale built environment factors', 'Influence of microscale environmental factors on perceived walk accessibility to metro stations', 'Demystifying service quality of Multimodal Transportation Hub (MMTH) through measuring users’ satisfaction of public transport', 'Service quality assessment of ride-sourcing services: A distinction between ride-hailing and ride-sharing services', 'A survey dataset to evaluate the changes in mobility and transportation due to COVID-19 travel restrictions in Australia, Brazil, China, Ghana, India, Iran, Italy, Norway\xa0…', 'Perceived risk vs actual driving performance during distracted driving: A comparative analysis of phone use and other secondary distractions', 'Perceived Risk vs Actual Driving Performance during Distracted Driving: A Comparative Analysis of Phone Use and Other Secondary Distractions', 'Does neighborhood design matter for walk access to metro stations? An integrated SEM-Hybrid discrete mode choice approach', 'Dynamic object detection using sparse LiDAR data for autonomous machine driving and road safety applications']"
Priyanka Singh,"Indian Institute of Technology Jodhpur, India","Centrosome Biology, Cell Division, Microtubules",1230,https://scholar.google.com/citations?hl=en&user=rWQ_tJwAAAAJ,18,20,"['Molecular basis of outer kinetochore assembly on CENP-T', 'BUB1 and CENP-U, primed by CDK1, are the main PLK1 kinetochore receptors in mitosis', 'CDK-regulated dimerization of M18BP1 on a Mis18 hexamer is necessary for CENP-A loading', 'Tumor suppressor protein Pdcd4 inhibits translation of p53 mRNA', 'Multicomponent Synthesis of Biologically Relevant S-Aryl Dithiocarbamates Using Diaryliodonium Salts', 'The Microcephaly-Associated Protein Wdr62/CG7337 Is Required to Maintain Centrosome Asymmetry in Drosophila Neuroblasts', 'Rootletin organizes the ciliary rootlet to achieve neuron sensory function in Drosophila', 'The centriolar protein Bld10/Cep135 is required to establish centrosome asymmetry in Drosophila neuroblasts', 'Pdcd4 directly binds the coding region of c-myb mRNA and suppresses its translation', 'A novel mechanism for the control of translation of specific mRNAs by tumor suppressor protein Pdcd4: inhibition of translation elongation']"
Angshuman Paul,Indian Institute of Technology Jodhpur,"Deep Learning, Medical Image Analysis & Synthesis, Computer Vision",1216,https://scholar.google.com/citations?hl=en&user=uPdXm3gAAAAJ,14,18,"['Improved random forest for classification', 'Mitosis detection for invasive breast cancer grading in histopathological images', 'Regenerative random forest with automatic feature selection to detect mitosis in histopathological breast cancer images', 'Generalized zero-shot chest x-ray diagnosis through trait-guided multi-view semantic embedding with self-training', 'Discriminative ensemble learning for few-shot chest x-ray diagnosis', 'Deterministic dropout for deep neural networks using composite random forest', 'Calculation of phase fraction in steel microstructure images using random forest classifier', 'Gland segmentation from histology images using informative morphological scale space', 'Fast few-shot transfer learning for disease identification from chest x-ray images using autoencoder ensemble', 'Speckle removal using diffusion potential for optical coherence tomography images']"
Trishikhi Raychoudhury,IIT Jodhpur,Environmental Engineering,1197,https://scholar.google.com/citations?hl=en&user=Y3koFg0AAAAJ,14,16,"['Systematic comparison of the size, surface characteristics and colloidal stability of zero valent iron nanoparticles pre-and post-grafted with common polymers', 'Aggregation and deposition kinetics of carboxymethyl cellulose-modified zero-valent iron nanoparticles in porous media', 'Straining of polyelectrolyte-stabilized nanoscale zero valent iron particles during transport through granular porous media', 'Assessment of transport of two polyelectrolyte-stabilized zero-valent iron nanoparticles in porous media', 'Potential of zerovalent iron nanoparticles for remediation of environmental organic contaminants in water: a review', 'A review on the fate and transport behavior of engineered nanoparticles: possibility of becoming an emerging contaminant in the groundwater', 'Bioremediation of pharmaceuticals in water and wastewater', 'Aluminum–cerium double-metal impregnated activated carbon: a novel composite for fluoride removal from aqueous solution', 'Co-transport behavior of nano-ZnO particles in the presence of metal-nanoparticles through saturated porous media', 'Application of activated carbon–metal composite for fluoride removal from contaminated groundwater in India']"
Dr. Taranjit Kaur,"Scientific Officer, Centre of Brain Science and Applications, SAIDE, IIT Jodhpur","Multispectral MR Image Processing, Healthcare Technology",1180,https://scholar.google.com/citations?hl=en&user=ItXL8b0AAAAJ,14,18,"['Automated Brain Image Classification Based on VGG-16 and Transfer Learning', 'Deep convolutional neural networks with transfer learning for automated brain image classification: T. Kaur, TK Gandhi', 'A deep learning approach to measure stress level in plants due to Nitrogen deficiency', 'Artificial Intelligence in Epilepsy', 'An adaptive fuzzy K-nearest neighbor approach for MR brain tumor image classification using parameter free bat optimization algorithm', 'Automated diagnosis of epileptic seizures using eeg image representations and deep learning', 'Automated Diagnosis of COVID-19 Using Deep Features and Parameter Free BAT Optimization', 'Quantitative metric for MR brain tumor grade classification using sample space density measure of analytic intrinsic mode function representation', 'Classifier fusion for detection of COVID-19 from CT scans', 'An optimal spectroscopic feature fusion strategy for MR brain tumor classification using Fisher Criteria and Parameter-Free BAT optimization algorithm']"
Yogeshwar Nath Mishra,"Assistant Professor, Indian Institute of Technology Jodhpur","Photonics, Laser Diagnostics, Energy Technology, PCMs",1135,https://scholar.google.com/citations?hl=en&user=wvhys5YAAAAJ,20,28,"['Nano-enhanced organic form stable PCMs for medium temperature solar thermal energy harvesting: Recent progresses, challenges, and opportunities', 'Reliable LIF/Mie droplet sizing in sprays using structured laser illumination planar imaging', 'Comparison between two-phase and one-phase SLIPI for instantaneous imaging of transient sprays', 'Binary composite (TiO2-Gr) based nano-enhanced organic phase change material: Effect on thermophysical properties', 'Effect of surfactant on functionalized multi-walled carbon nano tubes enhanced salt hydrate phase change material', 'Two-phase SLIPI for instantaneous LIF and Mie imaging of transient fuel sprays', 'Thermometry in aqueous solutions and sprays using two-color LIF and structured illumination', 'MXene-based eutectic salt hydrate phase change material for efficient thermal features, corrosion resistance & photo-thermal energy conversion', 'Thermal performance and corrosion resistance analysis of inorganic eutectic phase change material with one dimensional carbon nanomaterial', '3D mapping of droplet Sauter mean diameter in sprays']"
Harshal Akolekar,"Assistant Professor, IIT Jodhpur; PhD @ UniMelb","Computational Fluid Dynamics, Machine Learning, Turbomachinery",1132,https://scholar.google.com/citations?hl=en&user=lA77iG8AAAAJ,15,18,"['RANS turbulence model development using CFD-driven machine learning', 'ChatGPT--a Blessing or a Curse for Undergraduate Computer Science Students and Instructors?', ""It's not like Jarvis, but it's pretty close!” - Examining ChatGPT's Usage among Undergraduate Students in Computer Science"", 'Development and Use of Machine-Learnt Algebraic Reynolds Stress Models for Enhanced Prediction of Wake Mixing in Low-Pressure Turbines', 'Transition Modeling for Low Pressure Turbines Using Computational Fluid Dynamics Driven Machine Learning', 'The Role of Generative AI Tools in Shaping Mechanical Engineering Education from an Undergraduate Perspective', '"" With Great Power Comes Great Responsibility!"": Student and Instructor Perspectives on the influence of LLMs on Undergraduate Engineering Education', 'Integration of Machine Learning and Computational Fluid Dynamics to Develop Turbulence Models for Improved Low-Pressure Turbine Wake Mixing Prediction', 'Machine-Learnt Turbulence Closures for Low-Pressure Turbines With Unsteady Inflow Conditions', 'Development and use of machine-learnt algebraic Reynolds stress models for enhanced prediction of wake mixing in LPTs']"
Ayan Sadhukhan,Assistant Professor at IIT Jodhpur,plant molecular biology,1131,https://scholar.google.com/citations?hl=en&user=GLOX0tAAAAAJ,18,22,"['Molecular mechanistic model of plant heavy metal tolerance', 'Improved Agrobacterium-mediated transformation of cowpea via sonication and vacuum infiltration', 'How do plants remember drought?', 'Transcriptional regulation of aluminum-tolerance genes in higher plants: clarifying the underlying molecular mechanisms', 'Sensitive To Proton Rhizotoxicity1 Regulates Salt and Drought Tolerance of Arabidopsis thaliana Through Transcriptional Regulation of CIPK23', 'Synergistic and antagonistic pleiotropy of STOP1 in stress tolerance', 'VuDREB2A, a novel DREB2-type transcription factor in the drought-tolerant legume cowpea, mediates DRE-dependent expression of stress-responsive genes and confers enhanced\xa0…', 'Joint genetic and network analyses identify loci associated with root growth under NaCl stress in Arabidopsis thaliana', 'Genome-wide association study reveals that the aquaporin NIP1; 1 contributes to variation in hydrogen peroxide sensitivity in Arabidopsis thaliana', 'Enhanced osmotic adjustment, antioxidant defense, and photosynthesis efficiency under drought and heat stress of transgenic cowpea overexpressing an engineered DREB\xa0…']"
Hardik Kothadia,"Associate Professor, Indian Institute of Technology, Jodhpur","Fluid Dynamics, Heat Transfer, Multiphase Flow, Renewable Energy, Thermal Energy Storage",1122,https://scholar.google.com/citations?hl=en&user=ePg34qwAAAAJ,17,29,"['Local heat transfer coefficient in helical coils with single phase flow', 'Boiling pressure drop and local heat transfer distribution of water in horizontal straight tubes at low pressure', 'Boiling pressure drop and local heat transfer distribution of helical coils with water at low pressure', 'Heat transfer distribution in helical coil flow boiling system', 'Experimental and numerical studies of choked flow through adiabatic and diabatic capillary tubes', 'Numerical study of ice freezing process on fin aided thermal energy storage system', 'Performance analysis of PCM melting in a fin-assisted thermal energy storage system–a numerical study', 'Carbon capture from petrol-engine flue gas: reviving algae-based sequestration with integrated microbial fuel cells', 'Flash evaporation method for improved desalination and cooling applications: An experimental study', 'Solidification of nanoparticle-based PCM in a fin-aided triplex-tube energy storage system for cooling applications']"
Gaurav Harit,IIT Jodhpur,Document Image Analysis,1116,https://scholar.google.com/citations?hl=en&user=puzdkHAAAAAJ,18,28,"['A survey on optical character recognition for Bangla and Devanagari scripts', 'Nearest neighbour classification of Indian sign language gestures using kinect camera', 'Action quality assessment using siamese network-based deep metric learning', 'Identification of scripts of Indian languages by Combining trainable classifiers', 'Recognition of Bangla compound characters using structural decomposition', 'Table detection in document images using header and trailer patterns', 'MOWL: An ontology representation language for web-based multimedia applications', 'A unified framework for semantic matching of architectural floorplans', 'Beyond visual semantics: Exploring the role of scene text in image understanding', 'An interactive medical image segmentation framework using iterative refinement']"
Koushambi Mitra,Indian Institute of Technology Jodhpur,"Anticancer Agents, Photodynamic Therapy, Drug Delivery, Fluorescence Imaging Agents, Biosensors",1106,https://scholar.google.com/citations?hl=en&user=1zEScBQAAAAJ,18,20,"['The cis‐Diammineplatinum(II) Complex of Curcumin: A Dual Action DNA Crosslinking and Photochemotherapeutic Agent', 'Silicon phthalocyanines: synthesis and resurgent applications', 'A Platinum (II) Complex of Heptamethine Cyanine for Photoenhanced Cytotoxicity and Cellular Imaging in Near‐IR Light', 'Remarkable anticancer activity of ferrocenyl-terpyridine platinum (II) complexes in visible light with low dark toxicity', 'Monofunctional BODIPY-Appended Imidazoplatin for Cellular Imaging and Mitochondria-Targeted Photocytotoxicity', 'Biotinylated Platinum (II) Ferrocenylterpyridine Complexes for Targeted Photoinduced Cytotoxicity', 'Photoactive platinum (II) β-diketonates as dual action anticancer agents', 'BODIPY appended copper (II) complexes of curcumin showing mitochondria targeted remarkable photocytotoxicity in visible light', 'Platinum complexes as light promoted anticancer agents: a redefined strategy for controlled activation', 'A DNA nanodevice for mapping sodium at single-organelle resolution']"
Ravindra Brahmajosyula,"Professor, Indian Institute of Technology Jodhpur","Nonlinear Vibrations, Mechatronics, Solar energy",1077,https://scholar.google.com/citations?hl=en&user=tza6ENAAAAAJ,14,17,"['Performance of non-linear vibration isolators under harmonic excitation', 'A general approach in the design of active controllers for nonlinear systems exhibiting chaos', 'Low-dimensional chaotic response of axially accelerating continuum in the supercritical regime', 'Role of nonlinear dissipation in soft Duffing oscillators', 'Estimation of contact stiffness and its role in the design of a friction damper', 'Hard Duffing-type vibration isolator with combined Coulomb and viscous damping', 'Stability analysis of a non-linearly damped Duffing oscillator', 'Comments on “On the physical interpretation of proper orthogonal modes in vibrations”', 'Chaotic response of a harmonically excited mass on an isolator with non-linear stiffness and damping characteristics', 'Blade arrangement with damping elements']"
Manikandan Paranjothy,Indian Institute of Technology Jodhpur,Chemical Reaction Dynamics,1075,https://scholar.google.com/citations?hl=en&user=hM_HSIcAAAAJ,17,26,"['Chemical Dynamics Simulations of X– + CH3Y → XCH3 + Y– Gas-Phase SN2 Nucleophilic Substitution Reactions. Nonstatistical Dynamics and Nontraditional\xa0…', 'Direct chemical dynamics simulations: coupling of classical and quasiclassical trajectories with electronic structure theory', 'Growth and NO2 gas sensing mechanisms of vertically aligned 2D SnS2 flakes by CVD: Experimental and DFT studies', 'Star-Shaped ESIPT-Active Mechanoresponsive Luminescent AIEgen and Its On–Off–On Emissive Response to Cu2+/S2–', 'Investigations of vacancy-assisted selective detection of NO2 molecules in vertically aligned SnS2', 'Gas-phase chemical dynamics simulations on the bifurcating pathway of the pimaradienyl cation rearrangement: role of enzymatic steering in abietic acid biosynthesis', 'Dynamical traps lead to the slowing down of intramolecular vibrational energy flow', 'Algorithms for sampling a quantum microcanonical ensemble of harmonic oscillators at potential minima and conical intersections', 'Analysis of molecular interaction of drugs within β-cyclodextrin cavity by solution-state NMR relaxation', 'Silver-atom catalysts boosted nitrogen-doped MoS2 for chemiresistive NO2 gas sensor']"
Ravi Prakash Srivastava,"Assistant Professor, Department of Materials Engineering, IIT Jodhpur","Solar Cells, Na-Ion Battery, Coatings, Energy Materials, Characterization Techninques",1068,https://scholar.google.com/citations?hl=en&user=nwltoqwAAAAJ,15,21,"['An overview of migration in India, its impacts and key issues', 'Structuring of Si into Multiple Scales by Metal‐Assisted Chemical Etching', 'Globalisation, reforms and internal labour mobility: analysis of recent Indian trends', 'Transferable transparent electrodes of liquid metals for bifacial perovskite solar cells and heaters', 'India Internal Migration Links with Poverty and Development', 'Layered double hydroxide based composites for energy storage applications: Insights into supercapacitors and batteries', 'Synthesis of 2, 5-disubstituted benzimidazoles, 1, 3, 4-thiadiazoles and 3, 5-diiodosalicylanilides as structural congeners of rafoxanide and closantel.', 'India: internal migration and its links with poverty and development', 'Oleophilic to oleophobic wettability switching of isoporous through-hole membranes by surface structure control for low-voltage electrowetting-based oil-water separation', 'An investigation on the phase purity of iron pyrite (FeS2) thin films obtained from the sulfurization of hematite (Fe2O3) thin films']"
Abhijit Karmakar,"Chief Scientific Officer, IIT Jodhpur","VLSI Design, Speech & Audio Signal Processing, Image & Video Processing",1050,https://scholar.google.com/citations?hl=en&user=R3gYgy8AAAAJ,16,28,"['Speech enhancement using spectral subtraction-type algorithms: A comparison and simulation study', '2D-3D CNN based architectures for spectral reconstruction from RGB images', 'Machine vision based evaluation of impact of light emitting diodes (LEDs) on shoot regeneration and the effect of spectral quality on phenolic content and antioxidant capacity\xa0…', 'Smart surveillance system for real-time multi-person multi-camera tracking at the edge', 'Design of optimal wavelet packet trees based on auditory perception criterion', 'End-to-end person re-identification: Real-time video surveillance over edge-cloud environment', 'Hardware architectures for PRESENT block cipher and their FPGA implementations', 'A high-performance and area-efficient VLSI architecture for the PRESENT lightweight cipher', 'An improved multi-band spectral subtraction algorithm for enhancing speech in various noise environments', 'A multiresolution model of auditory excitation pattern and its application to objective evaluation of perceived speech quality']"
NARAYANAN VENKATAKRISHNAN,iit jodhpur,physics,1047,https://scholar.google.com/citations?hl=en&user=dQopp_wAAAAJ,18,22,"['Direct observation of turbulent magnetic fields in hot, dense laser produced plasmas', 'A compact laser-driven plasma accelerator for megaelectronvolt-energy neutral atoms', 'Highly enhanced hard x-ray emission from oriented metal nanorod arrays excited by intense femtosecond laser pulses', 'Macroscopic transport of mega-ampere electron currents in aligned carbon-nanotube arrays', 'Emission spectroscopy of laser-ablated Si plasma related to nanoparticle formation', 'Doppler spectrometry for ultrafast temporal mapping of density dynamics in laser-induced plasmas', 'Lower‐and Higher‐Order Nonclassical Properties of Photon Added and Subtracted Displaced Fock States', 'A Thomson parabola ion imaging spectrometer designed to probe relativistic intensity ionization dynamics of nanoclusters', 'Impact of photon addition and subtraction on nonclassical and phase properties of a displaced Fock state', 'Laser-assisted surface modification of Ti-implant in air and water environment']"
Syed Rummaan Aziz,Ph.D Scholar in Robotics at Indian Institute of Technology Jodhpur,"Mobile Robots, SLAM, Path Planning, Robotics and Automation.",1044,https://scholar.google.com/citations?hl=en&user=-XWy25sAAAAJ,14,17,"['Autonomous visual navigation for mobile robots: A systematic literature review', 'Path planning trends for autonomous mobile robot navigation: A review', 'Obstacle avoidance and path planning schemes for autonomous navigation of a mobile robot: a review', 'Sensor-fusion based navigation for autonomous mobile robot', 'Autonomous Navigation of mobile robots in factory environment', 'Application of fuzzy logic in mobile robot navigation', 'Automatic navigation of mobile robots in unknown environments', 'Autonomous Navigation Systems in GPS-Denied Environments: A Review of Techniques and Applications', 'A hybrid control architecture for autonomous mobile robot navigation in unknown dynamic environment', 'A comprehensive survey on SLAM and machine learning approaches for indoor autonomous navigation of mobile robots']"
Ashok Kumar,"JSPS Post-doctoral Fellow, National Institute for Materials Science (NIMS), PMRF Fellow, IIT …","2D material, Gas Sensor, Photodetector, Wide band gap semiconductor, Semiconductor devices",1039,https://scholar.google.com/citations?hl=en&user=-8sA0ncAAAAJ,17,19,"['Nanoparticles anchored strategy to develop 2D MoS2 and MoSe2 based room temperature chemiresistive gas sensors', 'Ion implantation in β-Ga2O3: Physics and technology', 'Growth and NO2 gas sensing mechanisms of vertically aligned 2D SnS2 flakes by CVD: Experimental and DFT studies', 'Recent advances in UV photodetectors based on 2D materials: A review', '2D nanomaterials for realization of flexible and wearable gas sensors: A review', 'Investigations of Vacancy-Assisted Selective Detection of NO2 Molecules in Vertically Aligned SnS2', 'Recent advances and prospects in reduced graphene oxide-based photodetectors', 'Pt Nanoparticles on Vertically Aligned Large-Area MoS2 Flakes for Selective H2 Sensing at Room Temperature', 'IoT-enabled surface-active Pd-anchored metal oxide chemiresistor for H2S gas detection', 'Strategic review of gas sensing enhancement ways of 2D tungsten disulfide/selenide-based chemiresistive sensors: decoration and composite']"
Suril V. Shah,Indian Institute of Technology Jodhpur,Robotics and Multibody Dynamics,996,https://scholar.google.com/citations?hl=en&user=9CW-7GAAAAAJ,18,25,"['Reactionless path planning strategies for capture of tumbling objects in space using a dual-arm robotic system', 'Dynamics of tree-type robotic systems', 'Modular framework for dynamic modeling and analyses of legged robots', 'Reactionless maneuvering of a space robot in precapture phase', 'Denavit-Hartenberg parameterization of Euler angles', 'Reactionless visual servoing of a multi-arm space robot combined with other manipulation tasks', 'Impact modeling and reactionless control for post-capturing and maneuvering of orbiting objects using a multi-arm space robot', 'Sensorless full body active compliance in a 6 DOF parallel manipulator', 'Recursive dynamics simulator (ReDySim): A multibody dynamics solver', 'Evolution of the DeNOC-based dynamic modelling for multibody systems']"
Sudipta Bhattacharyya,"Associate Professor, Department of Bioscience and Bioengineering, IIT Jodhpur, India","Structural Biology, Enzyme Chemistry, Drug designing",972,https://scholar.google.com/citations?hl=en&user=olCBmnsAAAAJ,16,20,"['Structure of histone-based chromatin in Archaea', 'An asymmetric opening of HIV-1 envelope mediates antibody-dependent cellular cytotoxicity', 'Effective synthesis and biological evaluation of natural and designed bis (indolyl) methanes via taurine-catalyzed green approach', 'Phage Mu Gam protein promotes NHEJ in concert with Escherichia coli ligase', 'Crystal structure of hexanoyl-CoA bound to β-ketoacyl reductase FabG4 of Mycobacterium tuberculosis', 'Design, synthesis, and biological evaluation of densely substituted dihydropyrano [2, 3-c] pyrazoles via a taurine-catalyzed green multicomponent approach', 'Structural elucidation of the binding site and mode of inhibition of Li+ and Mg2+ in inositol monophosphatase', 'Macroscopic amyloid fiber formation by staphylococcal biofilm associated SuhB protein', 'A “drug sweeping” state of the TriABC triclosan efflux pump from Pseudomonas aeruginosa', 'Crystal structure and fluorescence studies reveal the role of helical dimeric interface of staphylococcal FabG1 in positive cooperativity for NADPH']"
Dushyant Kumar,IIT Jodhpur,"Topological Quantum Materials, Spintronics, Quantum Rectification, Energy Harvesting, Sensing",944,https://scholar.google.com/citations?hl=en&user=BnhoicYAAAAJ,14,16,"['Room-temperature nonlinear Hall effect and wireless radiofrequency rectification in Weyl semimetal TaIrTe4', 'Field-free switching of perpendicular magnetization at room temperature using out-of-plane spins from TaIrTe4', 'Electric-field control of spin accumulation direction for spin-orbit torques', 'Two-dimensional chiral perovskites with large spin Hall angle and collinear spin Hall conductivity', 'Oxygen-migration-based spintronic device emulating a biological synapse', 'Sub-Picosecond Carrier Dynamics Induced by Efficient Charge Transfer in MoTe2/WTe2 van der Waals Heterostructures', 'Anomalous Photothermoelectric Transport Due to Anisotropic Energy Dispersion in WTe2', 'Spin-orbit torque manipulation of sub-terahertz magnons in antiferromagnetic α-Fe2O3', 'Goki Eda, Gengchiau Liang, and Hyunsoo Yang,“Room-temperature nonlinear Hall effect and wireless radiofrequency rectification in Weyl semimetal TaIrTe4,”', 'Defect-induced photoluminescence of strontium titanate and its modulation by electrostatic gating']"
