,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
123,Dr. Archana Chaudhary,Indian Institute of Technology Indore,"Nano materials, Catalysis, Single Source Molecular Precursors",777,https://scholar.google.com/citations?hl=en&user=xcgIhMkAAAAJ,15,19,"['Recent advances in single-crystal-to-single-crystal transformation at the discrete molecular level', 'Facile synthesis of phase pure ZnAl2O4 nanoparticles for effective photocatalytic degradation of organic dyes', 'Chemically modified oximato complexes of titanium (IV) isopropoxide as new precursors for the sol–gel preparation of nano-sized titania: Crystal and molecular structure of [Ti\xa0…', 'Carbon-SO3H catalyzed expedient synthesis of new spiro-[indeno[1,2-b]quinoxaline-[11,2′]-thiazolidine]-4′-ones as biologically important scaffold', 'Fabrication of CeO2/GCE for Electrochemical Sensing of Hydroquinone', 'Sol–gel synthesis of highly pure α-Al2O3 nano-rods from a new class of precursors of salicylaldehyde-modified aluminum(iii) isopropoxide. Crystal and molecular structure of [Al(OC6H\xa0…', 'Titanium Carbide (Ti3C2Tx) MXene as Efficient Electron/Hole Transport Material for Perovskite Solar Cells and Electrode Material for Electrochemical Biosensors\xa0…', 'Molecular precursors for the preparation of homogenous zirconia–silica materials by hydrolytic sol–gel process in organic media. Crystal structures of [Zr{OSi(OtBu)3}4(H2O)2]·2H2O and [Ti(OtBu){OSi(O\xa0…', 'Fabrication of innovative ZnO nanoflowers showing drastic biological activity', 'Fabrication of MnO2/g-C3N4 hetero-junction for hydrogen production and rhodamine B/methylene blue dye degradation']"
124,Vinod Kumar Singh,Indian Institute of Technology Indore,"CO2 capture and sequestration, Adsorption, CO2 based adsorption cooling system, Solid Adsorbents",773,https://scholar.google.com/citations?hl=en&user=nQM9leUAAAAJ,9,9,"['Measurement and Analysis of Adsorption Isotherms of CO2 on Activated Carbon', 'Comparative studies on CO2 adsorption kinetics by solid adsorbents', 'Experimental Investigation and Thermodynamic Analysis of CO2 Adsorption on Activated Carbons for Cooling System', 'Carbon dioxide capture and sequestration by adsorption on activated carbon', 'Measurement of Adsorption Isotherms, Kinetics and Thermodynamic Simulation of CO2-CSAC Pair for Cooling Application', 'Thermodynamic Analysis of Single-Stage and Single-Effect Two-Stage Adsorption Cooling Cycles using Indigenous Coconut Shell based Activated Carbon-CO2 Pair', 'Measurement of CO2 Adsorption Kinetics on Activated Carbons Suitable for Gas Storage Systems', 'Comparative Studies on CO2 Adsorption Isotherms by Solid Adsorbents', 'Biodiesel production from microalgae oils: A critical review', 'Estimation of Thermodynamic Properties of CO2 Adsorption on Activated Carbon']"
125,Dudekula Althaf Basha,"Indian Institute of Technology, Indore","Phase transformation behavior of materials, (S)TEM-imaging, in-situ TEM studies",767,https://scholar.google.com/citations?hl=en&user=KQosI6YAAAAJ,17,18,"['Effect of twin boundary segregation on damping properties in magnesium alloy', 'Room temperature grain boundary sliding behavior of fine-grained Mg-Mn alloys', 'Crack propagation along grain boundaries and twins in Mg and Mg–0.3 at.%Y alloy during in-situ straining in transmission electron microscope', 'Interfacial segregation induced by severe plastic deformation in a Mg–Zn–Y alloy', 'Wear behavior of HPT processed UFG AZ31B magnesium alloy', 'Theory abide experimental investigations on morphology driven enhancement of electrochemical energy storage performance for manganese titanate perovskites electrodes', 'Role of grain boundaries on ductility in Mg-Y alloys', 'Microstructure and mechanical behavior of AXM Mg alloy systems—A review', 'Evolution of gradient structured layer on AZ91D magnesium alloy and its corrosion behaviour', 'Change in dominant deformation mechanism of Mg alloy via grain boundary control']"
126,Akshay Gaur,IIT Indore,"Material Science, Ceramics, Glass-ceramics, Polymer",755,https://scholar.google.com/citations?hl=en&user=ys0Fk8UAAAAJ,18,24,"['Porous BaTiO3 ceramic with enhanced piezocatalytic activity for water cleaning application', 'Planetary ball milling induced piezocatalysis for dye degradation using BaTiO3 ceramics', 'Degradation of organic dyes by utilizing CaCu3Ti4O12 (CCTO) nanoparticles via tribocatalysis process', 'Tribocatalytic dye degradation using BiVO4', 'Photo/piezo-catalytic performance of 0.5 Ba (Zr0. 2Ti0. 8) O3-0.5 (Ba0. 7Sr0. 3) TiO3 ceramic', 'Synergic effect\xa0of photocatalysis\xa0and tribocatalysis for dye degradation by BaTiO3 ceramics', 'Effect of Poling on Multicatalytic Performance of 0.5Ba(Zr0.2Ti0.8)O3-0.5(Ba0.7Sr0.3)TiO3 Ferroelectric Ceramic for Dye Degradation', 'Tribocatalytic investigation of BaTiO3 for dye removal from water', 'Solar/visible light photocatalytic dye degradation using BaTi1−xFexO3 ceramics', 'Visible light photocatalytic activity in BiFeO3 glass-ceramics']"
127,Ananthan S Dharan,"Indian Institute of Technology, Indore",AI/ML,752,https://scholar.google.com/citations?hl=en&user=gKk4cqUAAAAJ,13,23,"['Bacteriological quality of bottled drinking water versus municipal tap water in Dharan municipality, Nepal', 'Incidence of typhoid fever in Burkina Faso, Democratic Republic of the Congo, Ethiopia, Ghana, Madagascar, and Nigeria (the Severe Typhoid in Africa programme): a population\xa0…', 'A systematic review of typhoid fever occurrence in Africa', 'The Severe Typhoid Fever in Africa Program: study design and methodology to assess disease severity, host immunity, and carriage associated with invasive salmonellosis', 'Etiological agents of corneal ulcer: five years prospective study in eastern Nepal', 'Vaccination to reduce antimicrobial resistance burden—data gaps and future research', 'Opportunistic intestinal parasites and CD4 count in HIV infected people', 'Key recommendations for antimicrobial resistance surveillance: takeaways from the CAPTURA project', 'Antimicrobial resistance surveillance methods in Bangladesh: present and way forward', 'Measuring the link between vaccines and antimicrobial resistance in low resource settings–limitations and opportunities in direct and indirect assessments and implications for\xa0…']"
128,Priyank J. Sharma,"Assistant Professor, Department of Civil Engineering, Indian Institute of Technology Indore","Hydroclimatology, Compound Extremes, Streamflow Forecasting, Non-stationarity",738,https://scholar.google.com/citations?hl=en&user=ayxugJcAAAAJ,16,21,"['Impact of rainfall variability and anthropogenic activities on streamflow changes and water stress conditions across Tapi Basin in India', 'Spatiotemporal trends in extreme rainfall and temperature indices over Upper Tapi Basin, India', 'Influence of climate and land-use changes on the sensitivity of SWAT model parameters and water availability in a semi-arid river basin', 'Hydroclimatic teleconnections of large-scale oceanic-atmospheric circulations on hydrometeorological extremes of Tapi Basin, India', 'Assessment and prioritization of flood protection levees along the lower Tapi River, India', 'Blue and green water accounting for climate change adaptation in a water scarce river basin', 'Frequency-based performance measure for hydrologic model evaluation', 'Spatio-Temporal Variability of Rainfall Indices and their Teleconnections with El Niño-Southern Oscillation for Tapi Basin, India', 'Deep learning super-resolution for temperature data downscaling: a comprehensive study using residual networks', 'Dynamic evolution of meteorological and hydrological droughts under climatic and anthropogenic pressures in water‐scarce regions']"
129,Dr. Anupama Ekbote,"Ph.D., IIT Indore","Organic optoelectronics, OLEDs, Mechanochromism",725,https://scholar.google.com/citations?hl=en&user=B6KDx1cAAAAJ,10,11,"['Stimuli responsive AIE active positional isomers of phenanthroimidazole as non-doped emitters in OLEDs', 'Structure–property relationship in multi-stimuli responsive D–A–A′ benzothiazole functionalized isomers', 'Mechanochromism and aggregation-induced emission in phenanthroimidazole derivatives: role of positional change of different donors in a multichromophoric assembly', 'Mechanochromic luminogens with hypsochromically shifted emission switching property: recent advances and perspectives', 'Stimuli-responsive phenothiazine-based donor–acceptor isomers: AIE, mechanochromism and polymorphism', 'T-Shaped donor–acceptor–donor type tetraphenylethylene substituted quinoxaline derivatives: aggregation-induced emission and mechanochromism', 'Reversible mechanochromism and aggregation induced enhanced emission in phenothiazine substituted tetraphenylethylene', 'Recent development on the synthesis, properties and applications of luminescent oxidized phenothiazine derivatives', 'Room-temperature phosphorescence and cellular phototoxicity activated by triplet dynamics in aggregates of push–pull phenothiazine-based isomers', 'Stimuli-responsive benzothiazole-phenothiazine derivatives: mechanochromism, AIE, acid sensing, and anticancer efficacy in benzo[a]pyrene-induced cancer\xa0…']"
130,Girish Verma,IIT Indore,Additive Manufacturing and Machining,724,https://scholar.google.com/citations?hl=en&user=CamFS4wAAAAJ,14,15,"['Experimental investigations into internal magnetic abrasive finishing of pipes', 'Modeling of static machining force in axial ultrasonic-vibration assisted milling considering acoustic softening', 'Machining forces in ultrasonic-vibration assisted end milling', 'Dislocation density based constitutive model for ultrasonic assisted deformation', ""An insight into India's Moon mission–Chandrayan-3: The first nation to land on the southernmost polar region of the Moon"", 'Estimation of workpiece-temperature during ultrasonic-vibration assisted milling considering acoustic softening', 'An insight into processing and properties of smart carbon nanotubes reinforced nanocomposites', 'Understanding flexible abrasive brush behavior for double disk magnetic abrasive finishing based on force signature', 'Ultrasonic-assisted machining processes: a review', 'A few suggestions to improve anti-drone measures for combating against the drone menace']"
131,Kapil Ahuja,"Professor of Computer Science & Engineering, IIT Indore","Mathematical Data Science, Mathematical Simulation",716,https://scholar.google.com/citations?hl=en&user=l2ySGVcAAAAJ,17,22,"['Recycling BiCG with an application to model reduction', 'Localized multiple kernel learning for anomaly detection: One-class classification', 'Density-wise two stage mammogram classification using texture exploiting descriptors', 'Recycling BiCGSTAB with an application to parametric model order reduction', 'Recycling Krylov subspaces for CFD applications and a new hybrid recycling solver', 'RL-Guided Runtime-Constrained Heuristic Exploration for Logic Synthesis', 'AI algorithm for predicting and optimizing trajectory of massive UAV swarm', 'Adaptive Online Learning with Regularized Kernel for One-Class Classification', 'CSIS: Compressed Sensing-Based Enhanced-Embedding Capacity Image Steganography Scheme', 'ALigN: A Highly Accurate Adaptive Layerwise Log_2_Lead Quantization of Pre-trained Neural Networks']"
132,Mukul Bhattacharya,"Assistant Professor (Grade-I) at DAASE, IIT Indore","High-energy phenomena, Radio transients, Binary mergers+GW emission, UHECR sources & properties",715,https://scholar.google.com/citations?hl=en&user=HBjGLL0AAAAJ,13,16,"['Fast radio burst source properties and curvature radiation model', 'Fast radio burst dispersion measure distribution as a probe of helium reionization', 'Luminosity and cooling of highly magnetized white dwarfs: suppression of luminosity by strong magnetic fields', 'Mergers of black hole–neutron star binaries and rates of associated electromagnetic counterparts', 'Evolution of highly magnetic white dwarfs by field decay and cooling: theory and simulations', 'Explaining GRB prompt emission with sub-photospheric dissipation and Comptonization', 'Ultraheavy ultrahigh-energy cosmic rays', 'What if GW190425 did not produce a black hole promptly?', 'Nucleosynthesis in outflows of compact objects and detection prospects of associated kilonovae', 'Cocoon shock breakout emission from binary neutron star mergers']"
133,Sanjay Kumar Verma,Indian Institute of Technology Indore,"Organometallics, Mesoionic Carbene, Dithiocarbamates, Co-ordination Chemistry",654,https://scholar.google.com/citations?hl=en&user=TkP8O9oAAAAJ,16,22,"['Dy (iii)-Based metal–organic framework as a fluorescent probe for highly selective detection of picric acid in aqueous medium', 'Synthesis, electrochemical, fluorescence and antimicrobial studies of 2-chloro-3-amino-1, 4-naphthoquinone bearing mononuclear transition metal dithiocarbamate complexes [M {κ2\xa0…', 'Click reaction driven, highly fluorescent dinuclear organogold (I) complex exhibits a dual role: A rare Au··· H interaction and an antiproliferative agent', 'Synthesis and characterization of ferrocene functionalized transition metal dithiocarbamate complexes: Investigations of antimicrobial, electrochemical properties and a new\xa0…', 'Water soluble two-photon fluorescent organic probes for long-term imaging of lysosomes in live cells and tumor spheroids', 'Triple GEM performance in magnetic field', 'A novel mesoionic carbene based highly fluorescent Pd(ii) complex as an endoplasmic reticulum tracker in live cells', 'Identification of unusual C–Cl⋯ π contacts in 2-(alkylamino)-3-chloro-1, 4-naphthoquinones: effect of N-substituents on crystal packing, fluorescence, redox and anti-microbial\xa0…', 'A facile two-photon fluorescent probe: an endoplasmic reticulum tracker monitoring ER stress and vesicular transport to lysosomes', 'RSC Adv. 2015, 5, 53036–53046; b) SK Verma, VK Singh']"
134,Dr. Puspraj Singh Chauhan,"Indian Institute of Technology, Indore","wireless communication, digital communication, cognitive radio, channel modelling",645,https://scholar.google.com/citations?hl=en&user=pIQxxRMAAAAJ,15,19,"['Energy Detection based Spectrum Sensing for Gamma Shadowed α–η–μ and α–κ–μ Fading Channels', 'New analytical expressions for the performance metrics of wireless communication system over Weibull/Lognormal composite fading', 'On the physical layer security over Beaulieu-Xie fading channel', 'ED Performance over α-η-μ/IG and α-κ-μ/IG Generalized Fading Channels with Diversity Reception and Cooperative Sensing: A Unified Approach', 'A Unified Approach to Modelling of Probability of Detection over α-μ/IG, κ-μ/IG, and η-μ/IG Composite Fading Channels with Application to Co-operative System', 'A new closed-form expressions of channel capacity with MRC, EGC and SC over lognormal fading channel', 'A new closed-form of ASEP and channel capacity with MRC and selection combining over Inverse Gaussian shadowing', 'Error probability and channel capacity analysis of wireless system over inverse gamma shadowed fading channel with selection diversity', 'Average SEP and channel capacity analysis over Generic/IG composite fading channels: A unified approach', 'New approximate expressions of average symbol error probability, probability of detection and AUC with MRC over generic and composite fading channels']"
135,Kalandi Charan Pradhan,"Assistant Professor, IIT Indore","Development Economics, Labour Economics, Migration Studies, Sustainable Development, Socio-Economic",639,https://scholar.google.com/citations?hl=en&user=MqWDz0AAAAAJ,13,15,"['Impact of educational expenditure on economic growth in major Asian countries: Evidence from econometric analysis', 'Does remittance drive economic growth in emerging economies: Evidence from FMOLS and Panel VECM.', 'A review on antimicrobial nano-based edible packaging: Sustainable applications and emerging trends in food industry', 'Migration status, physical limitations and associated self-rated health: a study of older Indian adults', 'Socioeconomic and demographic determinants of financial inclusion in South Asia: Integrated policy for targeted groups of population', 'Spatiotemporal Pattern of Vulnerability to Climate Change in Madhya Pradesh, India: A. George et al.', 'Does climatic risk induce labour migration? Evidence from Semi-Arid Tropics region of India', 'A comparative study of health outcomes between elderly Migrant and non-migrant population in India: Exploring health disparities through propensity score matching', 'Per capita consumption expenditure and personal disposal income in India-An econometric analysis', 'Adopting digital financial technology in Madhya Pradesh, Central India: opportunities, challenges, and determinants']"
136,amol shukla,"Indian Institute of Technology, Indore","Wastewater treatment, resource recovery from waste, Fecal sludge and septage management, wastewater treatment using constructed …",638,https://scholar.google.com/citations?hl=en&user=aOxk1aQAAAAJ,4,4,"['A review of constructed wetland on type, treatment and technology of wastewater', 'A review on effective design processes of constructed wetlands', 'A review on generation, characterization, containment, transport and treatment of fecal sludge and septage with resource recovery-oriented sanitation', 'Design and preliminary techno-economic assessment of a pilot scale pharmaceutical wastewater treatment system for ammonia removal and recovery of fertilizer', '95 Amalgamation of Constructed Wetland and Microbial Fuel Cell Systems as a Sustainable Approach towards Wastewater Treatment and Energy Recovery']"
137,Dr. Manish Kumar Tiwari,"Translational Research Fellow,Department of MEMS, Indian Institute of Technology (IIT) …","Gas sensors, Solar Cell, Sodium-ion Batteries, Materials Science, Nanomaterials",632,https://scholar.google.com/citations?hl=en&user=8g1UO7gAAAAJ,14,15,"['Transition metal oxides as a cathode for indispensable Na-ion batteries', 'Optimal processing methodology for futuristic natural dye-sensitized solar cells and novel applications', 'Lead metal halide perovskite solar cells: Fabrication, advancement strategies, alternatives, and future perspectives', 'Experimental and computational advancement of cathode materials for futuristic sodium ion batteries', 'Performance of dye-sensitized solar cells by utilizing Codiaeum Variegatum Leaf and Delonix Regia Flower as natural sensitizers', 'Synergistic co-sensitization of environment-friendly chlorophyll and anthocyanin-based natural dye-sensitized solar cells: An effective approach towards enhanced efficiency and\xa0…', 'Enhancement of CO gas sensing performance by Mn-doped porous ZnSnO3 microspheres', 'Effect of Ti1−xFexO2 photoanodes on the performance of dye-sensitized solar cells utilizing natural betalain pigments extracted from Beta vulgaris (BV)', 'Advancements in lanthanide-based perovskite oxide semiconductors for gas sensing applications: a focus on doping effects and development', 'Butea monosperma, crown of thorns, red lantana camara and royal poinciana flowers extract as natural dyes for dye sensitized solar cells with improved efficiency']"
138,Mritunjay Verma,Indian Institute of Technology Indore,"String Theory, Gravity, Quantum Field Theory",618,https://scholar.google.com/citations?hl=en&user=nwF6OnYAAAAJ,13,15,"['Closed superstring field theory and its applications', 'Subleading soft theorem for multiple soft gravitons', 'Anti denaturation and antioxidant activities of Annona cherimola in-vitro.', 'Superstring field theory with open and closed strings', 'Flat space spinning massive amplitudes from momentum space CFT', 'Mellin amplitudes for fermionic conformal correlators', 'Testing subleading multiple soft graviton theorem for CHY prescription', 'Momentum space CFT correlators of non-conserved spinning operators', 'Exploring perturbative conformal field theory in Mellin space', 'Soft theorems from compactification']"
139,Subhra Mazumdar,Assistant Professor at IIT Indore,"Blockchain, Privacy and Security",610,https://scholar.google.com/citations?hl=en&user=uoWVp-QAAAAJ,12,12,"['A blockchain framework for insurance processes', 'Design of anonymous endorsement system in hyperledger fabric', 'Cryptomaze: Privacy-preserving splitting of off-chain payments', 'Towards faster settlement in HTLC-based Cross-Chain Atomic Swaps', 'HushRelay: A Privacy-Preserving, Efficient, and Scalable Routing Algorithm for Off-Chain Payments', 'LightSwap: An Atomic Swap Does Not Require Timeouts at both Blockchains', 'Strategic analysis of griefing attack in Lightning Network', 'Time is Money: Countering Griefing Attack in Lightning Network', 'Securing Lightning Channels against Rational Miners', 'Griefing-penalty: Countermeasure for griefing attack in lightning network']"
140,Dr. Faizal Khan,HKUST & IIT Indore,Organic Materials Chemistry,602,https://scholar.google.com/citations?hl=en&user=8SXWQSEAAAAJ,12,12,"['Recent advances in the development of phenothiazine and its fluorescent derivatives for optoelectronic applications', 'Mechanochromism and aggregation-induced emission in phenanthroimidazole derivatives: role of positional change of different donors in a multichromophoric assembly', 'Mechanochromic luminogens with hypsochromically shifted emission switching property: recent advances and perspectives', 'Reversible mechanochromism and aggregation induced enhanced emission in phenothiazine substituted tetraphenylethylene', 'White hyperelectrofluorescence from solution-processable OLEDs based on phenothiazine substituted tetraphenylethylene derivatives', 'Photoinduced Charge Separation Prompted Intervalence Charge Transfer in a Bis (thienyl) diketopyrrolopyrrole Bridged Donor‐TCBD Push‐Pull System', 'Polymorphism in mechanochromic luminogens: recent advances and perspectives', 'Mechanochromic materials based on Tetraphenylethylene-Substituted phenothiazines: Substituent-Dependent hypsochromic and bathochromic switching of emission', 'Phenothiazine and phenothiazine sulfone derivatives: AIE, HTMs for doping free fluorescent and multiple-resonance TADF OLEDs', 'NIR-Absorbing 1, 1, 4, 4-Tetracyanobuta-1, 3-diene-and Dicyanoquinodimethane-Functionalized Donor–Acceptor Phenothiazine Derivatives: Synthesis and Characterization']"
141,Manoneeta Chakraborty,IIT Indore,"Neutron star, Pulsar, Black hole, Multi-wavelength astronomy, High-energy astrophysics",601,https://scholar.google.com/citations?hl=en&user=ThX5NyEAAAAJ,13,15,"['Accretion disks and coronae in the X-ray flashlight', 'MAGNETAR-LIKE X-RAY BURSTS FROM A ROTATION-POWERED PULSAR, PSR J1119–6127', 'GRB 200415A: a short gamma-ray burst from a magnetar giant flare?', 'Terzan 5 transient IGR J17480− 2446: variation of burst and spectral properties with spectral states', 'Evidence of thermonuclear flame spreading on neutron stars from burst rise oscillations', 'Burst–Disk Interaction in 4U 1636–536 as Observed by NICER', 'X-ray Bursts from the Terzan 5 Transient IGR J17480-2446: Nuclear Rather than Gravitational', 'Thermonuclear X-Ray Bursts with Late Secondary Peaks Observed from 4U 1608–52', 'Revisiting the subpulse drifting phenomenon in PSR J1822− 2256: drift modes, sparks, and emission heights', 'Thermonuclear X-ray bursts from the 401-Hz accreting pulsar IGR J17498− 2921: indication of burning in confined regions']"
142,Ranjeet Kumar,Indian Institute of Technology Indore,"Process Systems Engineering, Optimization, Advanced Control, AI/ML for ChemE, and Energy Systems",588,https://scholar.google.com/citations?hl=en&user=Nd-2JvEAAAAJ,10,11,"['A multi-scale optimization framework for electricity market participation', 'A stochastic model predictive control framework for stationary battery systems', 'Bayesian optimization with reference models: A case study in MPC for HVAC central plants', 'Stochastic model predictive control for central HVAC plants', 'MPC controller tuning using Bayesian optimization techniques', 'Building energy system with stochastic model predictive control', 'Benchmarking stochastic and deterministic MPC: A case study in stationary battery systems', 'Multisite supply planning for drug products under uncertainty', 'A stochastic dual dynamic programming framework for multiscale MPC', 'Dual dynamic programming for multi-scale mixed-integer MPC']"
143,Vishal Sharma,"SoC Design Engineer-Intel, Post Doc-NTU Singapore, PhD-IIT Indore","SRAM, Low Power, VLSI Circuit Design, ReRAM, Compute-In Memory",579,https://scholar.google.com/citations?hl=en&user=HxE9QxgAAAAJ,14,18,"['A robust, ultra low-power, data-dependent-power-supplied 11T SRAM cell with expanded read/write stabilities for internet-of-things applications', 'A write‐improved low‐power 12T SRAM cell for wearable wireless sensor nodes', 'A Reconfigurable 16Kb AND8T SRAM Macro With Improved Linearity for Multibit Compute-In Memory of Artificial Intelligence Edge Devices', 'A 220 mV robust read-decoupled partial feedback cutting based low-leakage 9T SRAM for Internet of Things (IoT) applications', 'A 64 Kb reconfigurable full-precision digital ReRAM-based compute-in-memory for artificial intelligence applications', 'Half-select free bit-line sharing 12T SRAM with double-adjacent bits soft error correction and a reconfigurable FPGA for low-power applications', 'In-Memory Computing with 6T SRAM for Multi-operator Logic Design', 'FlexDCIM: A 400 MHz 249.1 TOPS/W 64 Kb Flexible Digital Compute-in-Memory SRAM Macro for CNN Acceleration', 'A reliable, multi-bit error tolerant 11T SRAM memory design for wireless sensor nodes', 'Ultra low power-high stability, positive feedback controlled (PFC) 10T SRAM cell for look up table (LUT) design']"
144,Dr. Poonam Tiwari,"Visvesvaraya Post Doctoral Fellow, Department of Electrical Engineering, IIT Indore","OAM, Transmitarray, Metasurface, MIMO, Dielectric Resonator Antennas",577,https://scholar.google.com/citations?hl=en&user=dzrBY9sAAAAJ,13,17,"['Advancing 5G Connectivity: A Comprehensive Review of MIMO Antennas for 5G Applications', 'Enhancing Performance of Millimeter wave MIMO Antenna with a Decoupling and Common Defected Ground Approach', 'Citrus essential oils (CEOs) and their applications in food: An overview. Plants, 9 (3), 357', 'Compact quad element dual band high gain MIMO rectangular dielectric resonators antenna for 5G millimeter wave application', 'A 28 GHz wideband planar stepped-shaped MIMO antenna with isolating metallic sheet for 5G millimeter wave communications', 'Machine Learning Enabled Compact Frequency‐Tunable Triple‐Band Hexagonal‐Shaped Graphene Antenna for THz Communication', 'Behavioral Biometrics for Continuous Authentication in E-Commerce Platforms', 'Simulated Design and Analysis of Highly Isolated 5G Millimeter-Waves MIMO Antenna with Wideband Characteristic', 'A High-Frequency Planar Configured Millimeter Wave MIMO Antenna for Fifth Generation NR Operations', 'Polarization diversity configuration of millimeter wave MIMO antenna for Ka-band application in 5G wireless networks']"
145,Bhuvaneshwari Sakthivel,"MEMS lab, IIT Indore","Triboelectric nanogenerator, Sensors, Metal oxides, thin films",558,https://scholar.google.com/citations?hl=en&user=TCkySSkAAAAJ,8,8,"['Printed flexible electrochemical pH sensors based on CuO nanorods', 'Selective ammonia sensor based on copper oxide/reduced graphene oxide nanocomposite', 'Hydrothermally synthesized Copper Oxide (CuO) superstructures for ammonia sensing', 'Enhanced ammonia sensing characteristics of Cr doped CuO nanoboats', 'High Performance CuO Nanorectangles based Room Temperature Flexible NH3 Sensor', 'Free standing CuO-MnO2 nanocomposite for room temperature ammonia sensing', 'Facile synthesis of low dimensional CuO nanostructures and their gas sensing applications', 'Effect of Fe doping on the NH3 sensing properties of CuO nanostructures', 'Hydrothermal synthesis and gas sensing properties of CuO nanorods', 'Room temperature ammonia and VOC sensing properties of CuO nanorods']"
146,Abhishek Aggarwal,"Assistant Professor, IIT Indore","Molecular Dynamics, Machine Learning, Energy Storage, Materials Modeling, DFT",552,https://scholar.google.com/citations?hl=en&user=z-Z2kLEAAAAJ,13,15,"['CO2-to-methanol electroconversion on a molecular cobalt catalyst facilitated by acidic cations', 'Confined water for catalysis: thermodynamic properties and reaction kinetics', 'What do we know about DNA mechanics so far?', 'Quantum circuit rules for molecular electronic Systems: where are we headed based on the current understanding of quantum interference, thermoelectric, and molecular\xa0…', 'Electrolyte Dependence of Li+ Transport Mechanisms in Small Molecule Solvents from Classical Molecular Dynamics', 'Mechanistic insights into the effects of key mutations on SARS-CoV-2 RBD–ACE2 binding', 'Machine learning prediction of electronic coupling between the guanine bases of DNA', 'Multimodal machine learning for materials science: Discovery of novel Li-ion solid electrolytes', 'Computational Insights into Electrolyte-Dependent Li-Ion Charge-Transfer Kinetics at the LixCoO2 Interface', 'Remarkable similarity of force induced dsRNA conformational changes to stretched dsDNA and their detection using electrical measurements']"
147,Shubhi Bansal,IIT Indore,"Natural Language Processing, Deep Learning, Social Media, Data Mining, Informational Retrieval",545,https://scholar.google.com/citations?hl=en&user=VwA--M4AAAAJ,14,19,"['A comprehensive survey of mamba architectures for medical image analysis: Classification, segmentation, restoration and beyond', 'Hashtag recommendation for enhancing the popularity of social media posts', 'Multilingual personalized hashtag recommendation for low resource Indic languages using graph-based deep neural network', 'CoTCoNet: An optimized coupled transformer-convolutional network with an adaptive graph reconstruction for leukemia detection', 'Large Language Models Meet Stance Detection: A Survey of Tasks, Methods, Applications, Challenges and Future Directions', 'A hybrid deep neural network for multimodal personalized hashtag recommendation', 'Towards using artificial intelligence in neuromarketing', 'MMCFND: Multimodal multilingual caption-aware fake news detection for low-resource indic languages', 'ImpliHateVid: A benchmark dataset and two-stage contrastive learning framework for implicit hate speech detection in videos', 'A contrastive topic-aware attentive framework with label encodings for post-disaster resource classification']"
148,Dr. Shiv Pal,"Indian Institute of Technology, Indore",,528,https://scholar.google.com/citations?hl=en&user=p6T5FyAAAAAJ,12,16,"['Cations and dications of heavier group 14 elements in low oxidation states', 'Unique approach to copper (I) silylene chalcogenone complexes', 'Stepwise isolation of an unprecedented silylene supported dinuclear gold (i) cation with aurophilic interaction', 'Synthesis, characterization, and luminescence studies of gold (I) complexes with PNP-and PNB-based ligand systems', 'Silicon(II) Bis(trimethylsilyl)amide (LSiN(SiMe3)2, L = PhC(NtBu)2) Supported Copper, Silver, and Gold Complexes', 'Strikingly diverse reactivity of structurally identical silylene and stannylene', 'Taming a monomeric [Cu (η 6-C 6 H 6)]+ complex with silylene', 'An Organic–Inorganic Perovskitoid with Zwitterion Cysteamine Linker and its Crystal–Crystal Transformation to Ruddlesden‐Popper Phase', 'Designing a new family of oxonium-cation based structurally diverse organic–inorganic hybrid iodoantimonate crystals', 'Acyclic α-Phosphinoamido-Germylene: Synthesis and Characterization']"
149,Bivas Dutta,"Indian Institute of Technology, Indore","Condensed matter Physics, Nano Science, Quantum Physics, Heat transport at nanoscale",518,https://scholar.google.com/citations?hl=en&user=CmjDQPkAAAAJ,8,8,"['Thermal Conductance of a Single-Electron Transistor', 'Distinguishing between non-Abelian topological orders in a quantum Hall system', 'Direct probe of the Seebeck coefficient in a Kondo-correlated single-quantum-dot transistor', 'Absent thermal equilibration on fractional quantum Hall edges over macroscopic scale', 'A single-quantum-dot heat valve', 'Isolated ballistic non-Abelian interface channel', 'Nonlinear thermovoltage in a single-electron transistor', 'Novel method distinguishing between competing topological orders', 'Energetics in metallic-island and quantum-dot based single-electron devices', 'Energétique dans les dispositifs à un seul électron basés sur des îlots métalliques et des points quantiques']"
150,KV Vamsi,"Metallurgical Engineering and Materials Science, Indian Institute of Technology Indore","Superalloys, High entropy alloys, First principles calculations, Alloy design, Materials Modelling",517,https://scholar.google.com/citations?hl=en&user=ducGUjAAAAAJ,14,16,"['Precipitate shearing, fault energies, and solute segregation to planar faults in Ni-, CoNi-, and Co-base superalloys', 'Modeling APB energies in multicomponent Ni-base superalloys', 'Yield anomaly in L12 Co3AlxW1− x vis-à-vis Ni3Al', 'Effect of off-stoichiometry and ternary additions on planar fault energies in Ni3Al', 'Tensile behavior of single crystal nickel-based superalloys at 650° C', 'High-throughput estimation of planar fault energies in A3B compounds with L12 structure', 'Deformation modes and yield strength anomaly in L12 compounds', 'Deformation behavior of Al/Cu in-situ metal-intermetallic laminates at low and high strain rates', 'A new proximate structure for the APB (111) in L12 compounds', 'Design of Nickel-Cobalt-Ruthenium multi-principal element alloys']"
