Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Rajat Subhra Chakraborty,"Susanta Kumar Gupta Chair Professor, Dept. of CSE, IIT Kharagpur, India - 721302","Hardware Security, Electronic Design Automation, VLSI, Digital Image Forensics",8817,https://scholar.google.com/citations?hl=en&user=ITIg9kkAAAAJ,40,104,"['Hardware Trojan: Threats and emerging solutions', 'HARPOON: An obfuscation-based SoC design methodology for hardware protection', 'MERO: A Statistical Approach for Hardware Trojan Detection', 'Towards Trojan-free trusted ICs: Problem analysis and detection scheme', 'Building PUF based authentication and key exchange protocol for IoT without explicit CRPs in verifier database', 'Hardware Trojan detection by multiple-parameter side-channel analysis', 'A PUF-based secure communication protocol for IoT', 'Security against hardware Trojan through a novel application of design obfuscation', 'A multiplexer-based arbiter PUF composition with enhanced reliability and security', 'Hardware Trojan insertion by direct modification of FPGA configuration bitstream']"
Hifjur Raheman,"Indian Institute of Technology, Kharagpur","Farm machinery, biofuels, robotics and automation in agriculture, renewable energy in agriculture",8783,https://scholar.google.com/citations?hl=en&user=JuwYddYAAAAJ,37,81,"['Biodiesel production from jatropha oil (Jatropha curcas) with high free fatty acids: an optimized process', 'Biodiesel production from mahua (Madhuca indica) oil having high free fatty acids', 'Diesel engine emissions and performance from blends of karanja methyl ester and diesel', 'Performance of compression ignition engine with mahua (Madhuca indica) biodiesel', 'Process optimization for biodiesel production from mahua (Madhuca indica) oil using response surface methodology', 'Performance of diesel engine with biodiesel at varying compression ratio and ignition timing', 'Prediction of optimized pretreatment process parameters for biodiesel production using ANN and GA', 'Biodiesel production from mixture of mahua and simarouba oils with high free fatty acids', 'Development of a walk-behind type hand tractor powered vegetable transplanter for paper pot seedlings', 'Draught prediction of agricultural implements using reference tillage tools in sandy clay loam soil']"
Animesh Mukherjee,"Professor of Computer Science, IIT Kharagpur, FNAE, Distinguished Member, ACM","Language dynamics, Complex systems and networks, web social media",8751,https://scholar.google.com/citations?hl=en&user=lf7-deEAAAAJ,44,134,"['Hatexplain: A benchmark dataset for explainable hate speech detection', 'Spread of hate speech in online social media', 'Metrics for community analysis: A survey', 'A deep dive into multilingual hate speech classification', 'Investigation and modeling of the structure of texting language', 'Thou shalt not hate: Countering online hate speech', 'On the permanence of vertices in network communities', 'Hate begets hate: A temporal study of hate speech', 'Interaction dynamics between hate and counter users on Twitter', 'That’s sick dude!: Automatic identification of word sense change across different timescales']"
Ajoy Kumar Ray,"Professor of Electronics and Electrical Communications Engineering, IIT Kharagpur","Image Processing, Pattern Recognition, Machine Intelligence",8536,https://scholar.google.com/citations?hl=en&user=D3auwXwAAAAJ,45,131,"['Image processing: principles and applications', 'Application of principal component analysis to ECG signals for automated diagnosis of cardiac health', 'Cardiac decision making using higher order spectra', 'Application of higher order cumulant features for cardiac health diagnosis using ECG signals', 'Texture classification using a novel, soft-set theory based classification algorithm', 'Investigations on fuzzy thresholding based on fuzzy clustering', 'A new measure using intuitionistic fuzzy set theory and its application to edge detection', 'Microstructural characterization of bamboo.', 'Automated oral cancer identification using histopathological images: a hybrid feature extraction paradigm', 'A two-stage mechanism for registration and classification of ECG using Gaussian mixture model']"
Shiv Brat Singh,"Professor of Metallurgical and Materials Engineering, Indian Institute of Technology …","Physical Metallurgy of steels, Phase Transformations, Thermomechnical simulation",8418,https://scholar.google.com/citations?hl=en&user=K-fTZJYAAAAJ,40,194,"['Estimation of bainite plate-thickness in low-alloy steels', 'Influence of bainite/martensite-content on the tensile properties of low carbon dual-phase steels', 'Automotive steels: design, metallurgy, processing and applications', 'Morphology and properties of hot dip Zn–Mg and Zn–Mg–Al alloy coatings on steel sheet', 'Elastic modulus of biomedical titanium alloys by nano-indentation and ultrasonic techniques—A comparative study', 'A study on the variation of forces and temperature in a friction stir welding process: a finite element approach', 'Formation of bainite below the MS temperature: Kinetics and crystallography', 'Modeling of defects in friction stir welding using coupled Eulerian and Lagrangian method', 'Microstructural and mechanical characterization of C–Mn–Al–Si cold-rolled TRIP-aided steel', 'Effect of heat treatment on microstructure and mechanical properties of cold rolled C–Mn–Si TRIP-aided steel']"
Sumantra Mandal,"Professor, Department of Metallurgical and Materials Engineering, IIT Kharagpur","Alloy Development, Thermo-mechanical Processing, Microstructure Engineering, Corrosion",8353,https://scholar.google.com/citations?hl=en&user=pAfjU4sAAAAJ,50,116,"['Constitutive equations to predict high temperature flow stress in a Ti-modified austenitic stainless steel', 'A comparative study on Johnson Cook, modified Zerilli–Armstrong and Arrhenius-type constitutive models to predict elevated temperature flow behaviour in modified 9Cr–1Mo steel', 'A comprehensive review on biocompatible Mg-based alloys as temporary orthopaedic implants: Current status, challenges, and future prospects', 'Constitutive analysis to predict high-temperature flow stress in modified 9Cr–1Mo (P91) steel', 'A thermo-viscoplastic constitutive model to predict elevated-temperature flow behaviour in a titanium-modified austenitic stainless steel', 'A study on microstructural evolution and dynamic recrystallization during isothermal deformation of a Ti-modified austenitic stainless steel', 'Artificial neural network modeling to evaluate and predict the deformation behavior of stainless steel type AISI 304L during hot torsion', 'A critical evaluation on efficacy of recrystallization vs. strain induced boundary migration in achieving grain boundary engineered microstructure in a Ni-base superalloy', 'Effect of strain rate on the dynamic recrystallization behavior in a nitrogen-enhanced 316L (N)', 'Role of twinning on dynamic recrystallization and microstructure during moderate to high strain rate hot deformation of a Ti-modified austenitic stainless steel']"
DK Pratihar,"Professor of Mechanical Engineering, Indian Institute of Technology Kharagpur, Kharagpur …","Robotics, Soft Computing, Manufacturing Science",8328,https://scholar.google.com/citations?hl=en&user=gW4Q_7UAAAAJ,48,184,"['A survey on influence maximization in a social network: S. Banerjee et al.', 'Soft computing', 'Task allocation and collision-free path planning of centralized multi-robots system for industrial plant inspection using heuristic methods', 'Modeling of TIG welding process using conventional regression analysis and neural network-based approaches', 'A genetic-fuzzy approach for mobile robot navigation among moving obstacles', 'Soft computing: fundamentals and applications', 'Optimization of bead geometry in electron beam welding using a genetic algorithm', 'Time-optimal, collision-free navigation of a car-like mobile robot using neuro-fuzzy approaches', 'Effects of turning gait parameters on energy consumption and stability of a six-legged walking robot', 'A comparative study of fuzzy c-means algorithm and entropy-based fuzzy clustering algorithms']"
Saptarshi Ghosh,"Department of CSE, Indian Institute of Technology Kharagpur, India","Computational Social Science, Legal analytics, Algorithmic bias and fairness",8263,https://scholar.google.com/citations?hl=en&user=7TmKZv0AAAAJ,51,130,"['Understanding and combating link farming in the twitter social network', 'Quantifying search bias: Investigating sources of bias for political searches in social media', 'Cognos: crowdsourcing search for topic experts in microblogs', 'Extracting situational information from microblogs during disaster events: a classification-summarization approach', 'Reverse engineering socialbot infiltration strategies in twitter', 'A Comparative Study of Summarization Algorithms applied to Legal Case Judgments', 'Legal Case Document Summarization: Extractive and Abstractive Methods and their Evaluation', 'Pre-trained Language Models for the Legal Domain: A Case Study on Indian Law', 'Inferring user interests in the twitter social network', 'Search Bias Quantification: Investigating Political bias in Social media and Web search']"
Bhanu Bhusan Khatua,"Professor, Indian Institute of Technology Kharagpur","Energy Harvesting and Storage, Supercapacitors, Polymer Blends, Nanocomposites",8243,https://scholar.google.com/citations?hl=en&user=KaYk8oIAAAAJ,47,122,"['An approach to design highly durable piezoelectric nanogenerator based on self‐poled PVDF/AlO‐rGO flexible nanocomposite with high power density and energy conversion efficiency', 'Self-powered flexible Fe-doped RGO/PVDF nanocomposite: an excellent material for a piezoelectric energy harvester', 'Effect of organoclay platelets on morphology of nylon-6 and poly (ethylene-r an-propylene) rubber blends', 'Polystyrene/MWCNT/graphite nanoplate nanocomposites: efficient electromagnetic interference shielding material through graphite nanoplate–MWCNT–graphite nanoplate networking', 'Nature driven bio‐piezoelectric/triboelectric nanogenerator as next‐generation green energy harvester for smart and pollution free society', 'Nature driven spider silk as high energy conversion efficient bio-piezoelectric nanogenerator', 'Recent advances in self‐powered tribo‐/piezoelectric energy harvesters: all‐in‐one package for future smart technologies', 'Bio-waste onion skin as an innovative nature-driven piezoelectric material with high energy conversion efficiency', 'Highly exfoliated eco-friendly thermoplastic starch (TPS)/poly (lactic acid)(PLA)/clay nanocomposites using unmodified nanoclay', 'Autonomous self-repair in piezoelectric molecular crystals']"
Shamik Sural,"Professor, Dept. of Computer Science & Engineering, Indian Institute of Technology …","Computer Security, Machine Learning Applications",8194,https://scholar.google.com/citations?hl=en&user=zmtaYLIAAAAJ,42,144,"['Segmentation and histogram generation using the HSV color space for image retrieval', 'Credit card fraud detection using hidden Markov model', 'Credit card fraud detection: A fusion approach using Dempster–Shafer theory and Bayesian learning', 'Similarity between Euclidean and cosine angle distance for nearest neighbor queries', 'Automatic detection of human fall in video', 'A Survey of Role Mining', 'An integrated color and intensity co-occurrence matrix', 'Blast-ssaha hybridization for credit card fraud detection', 'ANN-and PSO-based synthesis of on-chip spiral inductors for RF ICs', 'Gait recognition using pose kinematics and pose energy image']"
Kalyan Kumar Ray,"Professor of Meatallurgical and Materials Engineering Department, Indian Institute Of …","Deformation, Fracture, Fatigue, steel",8022,https://scholar.google.com/citations?hl=en&user=elNThIkAAAAJ,46,133,"['Influence of martensite content and morphology on tensile and impact properties of high-martensite dual-phase steels', 'Influence of bainite/martensite-content on the tensile properties of low carbon dual-phase steels', 'Sub-zero treatments of AISI D2 steel: Part I. Microstructure and hardness', 'Influence of varied cryotreatment on the wear behavior of AISI D2 steel', 'Effect of deep cryogenic treatment on the carbide precipitation and tribological behavior of D2 steel', 'The effect of interlamellar spacing on strength of pearlite in annealed eutectoid and hypoeutectoid plain carbon steels', 'Influence of temperature of sub-zero treatments on the wear behaviour of die steel', 'Optimization of the duration of cryogenic processing to maximize wear resistance of AISI D2 steel', 'Sub-zero treatments of AISI D2 steel: Part II. Wear behavior', 'Correlation of microstructure with wear behaviour of deep cryogenically treated AISI D2 steel']"
Pawan Goyal,"Professor, Computer Science and Engineering, IIT Kharagpur","Sanskrit Computational Linguistics, Natural Language Processing, Information Retrieval",7914,https://scholar.google.com/citations?hl=en&user=F14FHsIAAAAJ,42,127,"['Hatexplain: A benchmark dataset for explainable hate speech detection', 'Spread of hate speech in online social media', 'Automating data extraction in systematic reviews: a systematic review', 'Thou shalt not hate: Countering online hate speech', 'Extracting situational information from microblogs during disaster events: a classification-summarization approach', 'Legal case document summarization: Extractive and abstractive methods and their evaluation', 'Pre-trained language models for the legal domain: a case study on Indian law', 'Hate begets hate: A temporal study of hate speech', 'Interaction dynamics between hate and counter users on Twitter', ""That's sick dude!: Automatic identification of word sense change across different timescales""]"
Bhrigu Nath Singh,"Professor of Aerospace Engineering, Indian Institute of Technology Kharagpur","Composite Structures, Aerospace Structures, Uncertainty Quantification",7875,https://scholar.google.com/citations?hl=en&user=wwjYPDMAAAAJ,50,162,"['Static response and free vibration analysis of FGM plates using higher order shear deformation theory', 'A new inverse hyperbolic shear deformation theory for static and buckling analysis of laminated composite and sandwich plates', 'An improved higher order zigzag theory for the static analysis of laminated sandwich plate with soft core', 'Natural frequencies of composite plates with random material properties using higher-order shear deformation theory', 'Analytical and finite element modeling of laminated composite and sandwich plates: An assessment of a new shear deformation theory for free vibration response', 'New Nonpolynomial Shear-Deformation Theories for Structural Behavior of Laminated-Composite and Sandwich Plates', 'Buckling analysis of porous FGM sandwich plates under various types nonuniform edge compression based on higher order shear deformation theory', 'Buckling of laminated sandwich plates with soft core based on an improved higher order zigzag theory', 'New transverse shear deformation theory for bending analysis of FGM plate under patch load', 'Nonlinear finite element analysis of thermal post-buckling vibration of laminated composite shell panel embedded with SMA fibre']"
Sudipto Ghosh,"Professor of Metallurgical & Materials Engg,IIT Kharagpur",computational material science,7690,https://scholar.google.com/citations?hl=en&user=O3wRZzwAAAAJ,40,177,"['Low temperature solid oxide electrolytes (LT-SOE): A review', 'Influence of intracerebral hemorrhage location on incidence, characteristics, and outcome: population-based study', 'Evaluation of milk urea concentration as useful indicator for dairy herd management: A review', 'On structure and mechanical properties of ultrasonically cast Al–2% Al2O3 nanocomposite', 'Electroactive poly (vinylidene fluoride) fluoride separator for sodium ion battery with high coulombic efficiency', 'Wear behavior of PVD TiN coated carbide inserts during machining of Nimonic 90 and Ti6Al4V superalloys under dry and MQL conditions', 'Thermal conductivity of aqueous Al2O3/Ag hybrid nanofluid at different temperatures and volume concentrations: An experimental investigation and development of new correlation\xa0…', 'Synthesis and conformational studies of peptidomimetics containing furanoid sugar amino acids and a sugar diacid', 'Gross morphological changes of placentas associated with intrauterine growth restriction of fetuses: a case control study', 'Understanding the improved electrochemical performance of nitrogen-doped hard carbons as an anode for sodium ion battery']"
Rahul Mitra,"Professor of Metallurgical and Materials Engineering, Indian Institute of Technology …","Metal and Ceramic Matrix Composites, High temperature materials, Nanomaterials, Mechanical behavior",7574,https://scholar.google.com/citations?hl=en&user=8uhvxucAAAAJ,46,169,"['Structure and mechanical behavior of bulk nanocrystalline materials', 'Mechanical behaviour and oxidation resistance of structural silicides', 'In-situ TEM tensile testing of DC magnetron sputtered and pulsed laser deposited Ni thin films', 'Electrical and thermophysical properties of ZrB2 and HfB2 based composites', 'Oxidation behavior of hot pressed ZrB2–SiC and HfB2–SiC composites', 'Microstructure and mechanical behavior of reaction hot-pressed titanium silicide and titanium silicide-based alloys and composites', 'Creep and fatigue properties of high temperature silicides and their composites', 'Aging behaviour of Al–Cu–Mg alloy–SiC composites', 'Microstructure and cyclic oxidation behavior of W–Cr alloys prepared by sintering of mechanically alloyed nanocrystalline powders', 'Interfaces in discontinuously reinforced metal matrix composites: An overview']"
Indranath Chakraborty,"Assistant Professor, School of Nano Science and Technology, IIT Kharagpur","Nanoclusters, Hybrid Nanomaterials, Healthcare Nanotechnology, Catalysis",7571,https://scholar.google.com/citations?hl=en&user=76nWh7YAAAAJ,35,62,"['Atomically Precise Clusters of Noble Metals: Emerging Link between Atoms and Nanoparticles', 'The Role of Ligands in the Chemical Synthesis and Applications of Inorganic Nanoparticles', 'Selected standard protocols for the synthesis, phase transfer, and characterization of inorganic colloidal nanoparticles', 'Intercluster Reactions between Au25(SR)18 and Ag44(SR)30', 'Gold Nanostars: Synthesis, Optical and SERS Analytical Properties', 'The Superstable 25 kDa Monolayer Protected Silver Nanoparticle: Measurements and Interpretation as an Icosahedral Ag152(SCH2CH2Ph)60 Cluster', 'Laser fragmentation of colloidal gold nanoparticles with highintensity nanosecond pulses driven by a single-step fragmentation mechanism with a defined educt particle-size\xa0…', 'Impact of Ligands on Structural and Optical Properties of Ag29 Nanoclusters', 'X‑ray-Based Techniques to Study the Nano–Bio Interface', 'Ag44(SeR)30: A Hollow Cage Silver Cluster with Selenolate Protection']"
ADRIJIT GOSWAMI,"Professor, Department of Mathematics, IIT Kharagpur, India","Inventory Control, Supply Chain Management, Database, Data Mining, Cryptography and network security",7538,https://scholar.google.com/citations?hl=en&user=_nYA6G8AAAAJ,46,113,"['A secure biometrics-based multi-server authentication protocol using smart cards', 'An EOQ model for deteriorating items with linear time-dependent demand rate and shortages under inflation and time discounting', 'An EOQ model for deteriorating items with shortages and a linear trend in demand', 'Multiobjective transportation problem with interval cost, source and destination parameters', 'A deterministic inventory model for deteriorating items with stock-dependent demand rate', 'An inventory model for deteriorating items with stock-dependent demand rate', 'The big data system, components, tools, and technologies: a survey: TR Rao et al.', 'An economic order quantity model for items with two levels of storage for a linear trend in demand', 'Multi-objective modeling of production and pollution routing problem with time window: A self-learning particle swarm optimization approach', 'A secure and efficient uniqueness-and-anonymity-preserving remote user authentication scheme for connected health care']"
Krothapalli Sreenivasa Rao,"Professor, Department of Computer Science and Engineering, IIT Kharagpur","Speech Processing, Signal Processing, Multimedia Signal Processing, Machine Learning and Pattern Recognition",7401,https://scholar.google.com/citations?hl=en&user=TATEL2EAAAAJ,42,151,"['Emotion recognition from speech: a review', 'Emotion recognition from speech using global and local prosodic features', 'Prosody modification using instants of significant excitation', 'IITKGP-SESC: speech database for emotion analysis', 'Emotion recognition using speech features', 'Characterization and recognition of emotions from speech using excitation source information', 'Determination of instants of significant excitation in speech using Hilbert envelope and group delay function', 'IITKGP-SEHSC: Hindi speech corpus for emotion analysis', 'Speech recognition using articulatory and excitation source features', 'Speech enhancement using excitation source information']"
Somnath  Bhattacharyya,"Mathematics, Indian Institute of Technology Kharagpur",,7384,https://scholar.google.com/citations?hl=en&user=yea4DqkAAAAJ,43,199,"['Fluid motion around and through a porous cylinder', 'Ferroelectric epitaxial nanocrystals obtained by a self-patterning method', 'An integrated fast Fourier transform-based phase-field and crystal plasticity approach to model recrystallization of three dimensional polycrystals', 'Dielectric and magnetic properties of sol-gel-derived lead iron niobate ceramics', 'Direct Evidence of Al-Rich Layers around Nanosized ZrTiO4 in Glass: Putting the Role of Nucleation Agents in Perspective', 'Identification of alternatively spliced transcripts of rice phytochelatin synthase 2 gene OsPCS2 involved in mitigation of cadmium and arsenic stresses', 'Bioavailability of herbal products: approach toward improved pharmacokinetics', 'Arsenic-tolerant, arsenite-oxidising bacterial strains in the contaminated soils of West Bengal, India', 'Numerical study on mixed convection and entropy generation of Cu–water nanofluid in a differentially heated skewed enclosure', 'Numerical study on mixed convection and entropy generation of Cu–water nanofluid in a differentially heated skewed enclosure']"
Tridib Kumar Goswami,"Professor of Agricultural and Food Engineering, IIT Kharagpur","Food Science and Technology, Food Engineering, Cold storage, CA/MA storage, grinding",7319,https://scholar.google.com/citations?hl=en&user=P0tvvqYAAAAJ,46,98,"['Physical properties of cumin seed', 'Applications of plastic films for modified atmosphere packaging of fruits and vegetables: a review', 'Piper nigrum and Piperine: An Update', 'A review on the functional properties, nutritional content, medicinal utilization and potential application of fenugreek.', 'Effect of inlet air temperature and gum Arabic concentration on encapsulation of probiotics by spray drying', 'Respiration rate of banana fruit under aerobic conditions at different storage temperatures', 'Thermal properties of cumin seed', 'Biscuit baking: A review', 'Design of a cryogenic grinding system for spices', 'Chemical composition, nutritional, medicinal and functional properties of black pepper: A review']"
Dr. Sudip K. Ghosh,"Professor, Department of Bioscience and Biotechnology, IIT Kharagpur","Molecular and Cellular Parasitology, Plant Molecular biology, Biomaterials : Nano Technology, Drug",7282,https://scholar.google.com/citations?hl=en&user=9dmU414AAAAJ,49,99,"['Carbon dots embedded magnetic nanoparticles@ chitosan@ metal organic framework as a nanoprobe for pH sensitive targeted anticancer drug delivery', 'Modulation of the c-Met/hepatocyte growth factor pathway in small cell lung cancer', 'Hsp60 Is Targeted to a Cryptic Mitochondrion-Derived Organelle (“Crypton”) in the Microaerophilic Protozoan Parasite Entamoeba histolytica', 'Synthesis of highly stable folic acid conjugated magnetite nanoparticles for targeting cancer cells', 'Antimicrobial activities of silver nanoparticles synthesized from Lycopersicon esculentum extract', 'Silk sericin protein of tropical tasar silkworm inhibits UVB-induced apoptosis in human skin keratinocytes', 'Photoresponsive quinoline tethered fluorescent carbon dots for regulated anticancer drug delivery', 'Recognition of Hg2+ and Cr3+ in Physiological Conditions by a Rhodamine Derivative and Its Application as a Reagent for Cell-Imaging Studies', 'In vitro evaluation of folic acid modified carboxymethyl chitosan nanoparticles loaded with doxorubicin for targeted delivery', 'Silk fibroin protein from mulberry and non-mulberry silkworms: cytotoxicity, biocompatibility and kinetics of L929 murine fibroblast adhesion']"
Ashish K. Nath,"IIT Kharagpur, RRCAT Indore, BARC Mumbai",Laser Material Processing,7273,https://scholar.google.com/citations?hl=en&user=x4d3kg8AAAAJ,48,145,"['Investigating laser rapid manufacturing for Inconel-625 components', 'Online monitoring of thermo-cycles and its correlation with microstructure in laser cladding of nickel based super alloy', 'In-process detection of microstructural changes in laser cladding of in-situ Inconel 718/TiC metal matrix composite coating', 'Effect of laser surface hardening on En18 (AISI 5135) steel', 'Online assessment of TiC decomposition in laser cladding of metal matrix composite coating', 'Characterization of tensile properties of tailor welded IF steel sheets and their formability in stretch forming', 'Effect of laser operating mode in paint removal with a fiber laser', 'Inert gas cutting of titanium sheet with pulsed mode CO2 laser', 'High-temperature abrasive wear characteristics of H13 steel modified by laser remelting and cladded with Stellite 6 and Stellite 6/30% WC', 'Effects of heat treatment on microstructure, mechanical and corrosion properties of 15-5 PH stainless steel parts built by selective laser melting process']"
Damodar Suar,Indian Institute of Technology Kharagpur; KIIT DU Bhubaneswar,"Social and Organizational Psychology, Neuropsychology",7270,https://scholar.google.com/citations?hl=en&user=Yf2de4EAAAAJ,35,78,"['Does corporate social responsibility influence firm performance of Indian companies?', 'Antecedents and consequences of employer branding', 'A scale to assess ethical leadership of Indian private and public sector managers', 'Place attachment and flood preparedness', 'Service quality, customer satisfaction, and customer loyalty in Indian commercial banks', 'Influence of personal values and value congruence on unethical practices and work behavior', 'Impact of managerial communication styles on employees’ attitudes and behaviours', 'Influence of organizational culture on organizational effectiveness: The mediating role of organizational communication', 'Antecedents, work-related consequences, and buffers of job burnout among Indian software developers', 'Transformational Leadership, Organizational Culture, Organizational Effectiveness, and Programme Outcomes in Non-Governmental Organizations']"
"Bhabani S. Das, PhD","Agricultural and Food Engineering Department, IIT Kharagpur","Digital soil mapping, Reflectance spectroscopy, Hyperspectral remote sensing, Contaminant transport",7239,https://scholar.google.com/citations?hl=en&user=oEvfFMYAAAAJ,42,89,"['Soil carbon 4 per mille', 'Sorption and degradation of steroid hormones in soils during transport: Column studies and model evaluation', 'Error analysis of heat pulse method for measuring soil heat capacity, diffusivity, and conductivity', 'Soil health and its relationship with food security and human health to meet the sustainable development goals in India', 'Effects of water deficit stress on agronomic and physiological responses of rice and greenhouse gas emission from rice soil under elevated atmospheric CO2', 'Greenhouse gas emission from direct seeded paddy fields under different soil water potentials in Eastern India', 'Estimation of soil hydraulic properties using proximal spectral reflectance in visible, near-infrared, and shortwave-infrared (VIS–NIR–SWIR) region', 'Physiological and morphological responses of four different rice cultivars to soil water potential based deficit irrigation management strategies', 'Measurement and modeling of soil water regime in a lowland paddy field showing preferential transport', 'Pedotransfer functions for soil hydraulic properties developed from a hilly watershed of Eastern India']"
Koel Chaudhury,"Professor, Indian Institute of Technology Kharagpur","Non-invasive biomarkers and sensors, Respiratory disorders, Women's health, Metabolomics",7238,https://scholar.google.com/citations?hl=en&user=qafn3S0AAAAJ,48,120,"['Reactive oxygen species level in follicular fluid—embryo quality marker in IVF?', 'Markers of oxidative stress in follicular fluid of women with endometriosis and tubal infertility undergoing IVF', 'A randomized single-blind controlled trial of letrozole as a low-cost IVF protocol in women with poor ovarian response: a preliminary report', 'Upper control limit of reactive oxygen species in follicular fluid beyond which viable embryo formation is not favorable', 'Air pollution associated epigenetic modifications: Transgenerational inheritance and underlying molecular mechanisms', 'A metabonomics approach as a means for identification of potential biomarkers for early diagnosis of endometriosis', 'Regenerative nanomedicine: current perspectives and future directions', 'Oxidative status in granulosa cells of infertile women undergoing IVF', 'Identification of key contributory factors responsible for vascular dysfunction in idiopathic recurrent spontaneous miscarriage', 'Mitigation of endometriosis using regenerative cerium oxide nanoparticles']"
Mukunda Dev Behera,"Chairperson, Geospatial Academy; Chairperson, AI Enabled Geological & Mining Systems …","Geospatial Modeling, Ecological Climatology, Forest Informatics, C Accounting, Nature Based Solution",7230,https://scholar.google.com/citations?hl=en&user=JbCyhMcAAAAJ,42,123,"['Anthropogenic Land use and land cover changes – a review on its environmental consequences and climate change', 'Development of decadal (1985–1995–2005) land use and land cover database for India', 'New vegetation type map of India prepared using satellite remote sensing: Comparison with global vegetation maps and utilities', 'Modelling and analyzing the watershed dynamics using Cellular Automata (CA)–Markov model–A geo-information based approach', 'Aboveground biomass estimation using multi-sensor data synergy and machine learning algorithms in a dense tropical forest', 'Identification of potential ecotourism sites in West District, Sikkim using geospatial tools', 'Future of endemic flora of biodiversity hotspots in India', 'Satellite Remote Sensing: Sensors, Applications and Techniques', 'Aboveground biomass and carbon stock assessment in Indian tropical deciduous forest and relationship with stand structural attributes', 'Decadal land use and land cover classifications across India, 1985, 1995, 2005. ORNL DAAC, Oak Ridge, Tennessee, USA']"
Debashis Ray,"Professor of Chemistry, Indian Institute of Technology, Kharagpur, India","Inorganic Chemistry, Coordination Chemistry, Coordination Clusters, Multinuclear Complexes",7226,https://scholar.google.com/citations?hl=en&user=n_a3sVsAAAAJ,41,199,"['Molecular Biomarkers: Their significance and application in marine pollution monitoring: Sarkar et al.', 'KT, KQ and efficiency curves for the Wageningen B-series propellers', 'Antipyretic, antidiarrhoeal, hypoglycaemic and hepatoprotective activities of ethyl acetate extract of Acacia catechu Willd. in albino rats', 'Ethnobotanical uses of some plants by Tripuri and Reang tribes of Tripura', 'A family of mononuclear manganese (IV) complexes: an MnIVO4N2 sphere assembled via phenolate-imine-carboxylate coordination', 'Relation of microalbuminuria to glycosylated hemoglobin and duration of type 2 diabetes', 'Effect of superdisintegrants on dissolution of cationic drugs', 'Self-Assembly of an Azido-Bridged [NiII6] Cluster Featuring Four Fused Defective Cubanes', 'Age estimates of coastal terraces in the Andaman and Nicobar Islands and their tectonic implications', 'A Novel μ4-Oxo Bridged Copper Tetrahedron Derived by Self-Assembly:\u2009 First Example of Double Helical Bis(Tridentate) Coordination of a Hexadentate Amine\xa0…']"
Mangal Roy,"Professor, Department of Metallurgical and Materials Engineering, IIT Kharagpur","Orthopaedic Biomaterial, Calcium phosphate, Coating, Drug delivery, Bone remodelling",7125,https://scholar.google.com/citations?hl=en&user=NX61aLUAAAAJ,34,63,"['Recent advances in bone tissue engineering scaffolds', 'Antibacterial and biological characteristics of plasma sprayed silver and strontium doped hydroxyapatite coatings', 'Induction plasma sprayed nano hydroxyapatite coatings on titanium for orthopaedic and dental implants', 'Phase stability and biological property evaluation of plasma sprayed hydroxyapatite coatings for orthopedic and dental applications', 'Mechanical, In Vitro Antimicrobial and Biological Properties of Plasma Sprayed Silver-Doped Hydroxyapatite Coating', 'Laser processing of bioactive tricalcium phosphate coating on titanium for load-bearing implants', 'Induction plasma sprayed Sr and Mg doped nano hydroxyapatite coatings on Ti for bone implant', 'Mesoporous bioactive glasses for bone healing and biomolecules delivery', 'Recent developments in magnesium metal–matrix composites for biomedical applications: A Review', 'Osteoclastogenesis and osteoclastic resorption of tricalcium phosphate: Effect of strontium and magnesium doping']"
Madhab C. Das,"Professor, Department of Chemistry, IIT Kharagpur, INDIA","Porous MOFs, Porous HOFs, Coordination Polymer, Inorganic Chemistry",6959,https://scholar.google.com/citations?hl=en&user=DLxduRMAAAAJ,46,83,"['Rationally tuned micropores within enantiopure metal-organic frameworks for highly selective separation of acetylene and ethylene', 'Functional mixed metal–organic frameworks with metalloligands', 'A Zn4O-containing doubly interpenetrated porous metal–organic framework for photocatalytic decomposition of methyl orange', 'Interplay of metalloligand and organic ligand to tune micropores within isostructural mixed-metal organic frameworks (M′ MOFs) for their highly selective separation of chiral\xa0…', 'Covalent‐organic frameworks (COFs) as proton conductors', 'Proton-conducting hydrogen-bonded organic frameworks', 'Superprotonic Conductivity of MOFs and Other Crystalline Platforms Beyond 10−1 S cm−1', 'pH-stable MOFs: Design principles and applications', 'Polycarboxylate‐Templated Coordination Polymers: Role of Templates for Superprotonic Conductivities of up to 10−1\u2005S\u2009cm−1', 'A porous coordination polymer exhibiting reversible single-crystal to single-crystal substitution reactions at Mn (II) centers by nitrile guest molecules']"
